Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Doncaster Member|5593|||||Yes|Member, phase|Formal|Variation of published name|Defined|Wallumbilla Formation|19323|||Aptian||||Aptian||||150|300|QLD|No|44406|45110|||||Eromanga & Surat Basins.|Mudstone, siltstone; minor quartz sandstone in part glauconitic, silty limestone, gypsum.|sedimentary siliciclastic|sedimentary non-carbonate chemical or biochemical||N|
Donington Suite|5603|Donington Granitoid Suite|5602|||Yes|Group, Suite|Formal|Variation of published name|Described|||||Orosirian|1846||inferred, intrusive relationship|Orosirian|1855||isotopic, U/Pb||||No|41682||||||Intrudes Corny Point Paragneiss. Considered to be part of the Lincoln Complex by some authors - but this name is no longer in current usage (pers.Comm. W. Cowley, Aug. 2007). PP and WA. Recent nomenclatural revision (Schwarz 2003) has now excluded the suite from the Lincoln Complex based on timing and duration of the Kimban Orogeny (RefID: 64313, p450).|Quartz-gabbronorite, hypersthene gneissic granite, syenogranite, monzogranite, granodiorite, tonalite, megacrystic granitoid gneiss|igneous intrusive|meta-igneous felsic intrusive||Y|
Doonbara Formation|5622|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Miocene||||Oligocene|||||40||No|33820||||||Probably not in QLD? NSW uses this unit in the 2009 Koonenberry notes.|Alluvial, colluvial and residual clastics, commonly silicified or ferruginised. Ferruginous quartzose sandstone and granule conglomerate with maghemite pisolites.|feldspar- or lithic-rich arenite to rudite|||N|
Doora Member|39166|Doora Schist|23554|||Yes|Member, phase|Formal|Variation of published name|Defined|Wandearah Formation|39163|||Paleoproterozoic||||Paleoproterozoic|1741|9|isotopic, U/Pb||||No|24475|24475|||||Replaces Doora Schist and Doora Metasediments. Age: 1741 +/- 9Ma.|Biotite schist-dominated unit. Layered, foliated biotite-rich schist of psammitic, argillaceous, calcsilicate, iron rich, graphitic and minor albitic meta-sediments.|metasedimentary siliciclastic|||N|
Dry Creek Sand|5716|Dry Creek Sands|5717|||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Late Pliocene|||biozone|Middle Miocene|||biozone||60||No|35159||||||See also Dry Creek Sands, Dry Creek Sandstone. The unit contains Pectinid fossils of two distinct time periods - Late Pliocene in the upper part of the unit and late Middle to Late Miocene in the lower part see RefID 23768, (Beu and Darragh, 2001).|||||N|
Duddo Limestone|5752|Duddo limestone|5754|||Yes|Formation, beds|Formal|Other new published name|Defined|Murray Group|13544|||Middle Miocene||||Late Oligocene|||||130|VIC|No|34360|42966|||||Of Lawrence (1966). Retained as a formal unit through the Lawrence (1975) and Lawrence and Abele(1988) stratigraphic name revisions where it overlay Netherby Marl. It appears to have been excluded from the Murray Supergroup stratigraphic reclassification by Lukasik and James (1998); now reinstated in the Murray Group in South Australia but may have been replaced by Victoria? No; included in Murray Group in Vic as well (VandenBerg 2009).|Marine: calcarenite, bryozoal limestone; prodigiously fossiliferous|sedimentary carbonate|||N|
Duff Creek beds|5765|Duff Creek Beds|25885|||Yes|Formation, beds|Informal|Unknown or process pending|Mentioned|Curdimurka Subgroup|24236|||Neoproterozoic||||Neoproterozoic|||||5500||No|36733||||||See Duff Creek Beds for definition.|Laminated olive green silty shales and thin arkose interbeds, flaggy buff, weathering pale grey and yellow dolomites, minor dark grey dolomite, flaggy dolomitic siltstone, laminated pyritic fine sandstone, minor quartzitic sandstone||||N|
Duke Member|5783|||||Yes|Member, phase|Formal|Unknown or process pending|Briefly described||||||||||||||||No|40448|||||||||||N|
Dullingari Group|24255|||||Yes|Group, Suite|Formal|Resvd name published|Defined|||||Ordovician||||Cambrian|||||774|SA|Yes|38661|38661|C.G.Gatehouse|26/OCT/82|Moore, P.S.|07/JUN/83|Age revised Nov 1999 by D. Gravestock &  X-W. Sun.  Informally divided into upper and lower Dullingari Group but no separate formations have been defined, see ref 00/30891.|The type section is dominantly a shale section, with minor siltstone; pyrite is a major accessory mineral with dolomite and calcite. Includes black shales with rare graptolites.|sedimentary siliciclastic|||N|
Dunns Mine Limestone|25887|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Curdimurka Subgroup|24236|||Neoproterozoic||||Cryogenian|||||334|SA|Yes|37854|37854|Murrell B.|03/AUG/06|Gatehouse, C.G.|10/AUG/83|Age: Willouran|Limestone, sandstone, quartzite, sedimentary breccia.||||N|
Duntroon Group|5856|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||||Cretaceous||||Cretaceous|||||||No|42075|||||||||||N|
Dutton Suite|5878|||||Yes|Group, Suite|Formal|Variation of published name|Described|Sleaford Complex|27899|||Paleoproterozoic|2459|15|isotopic, U/Pb|Archean|2558|27|isotopic, U/Pb||||No|40448||||||Age: 2517-2459Ma. Late orogenic granitoids.|Granite, granitoids|igneous felsic intrusive|||Y|
Ealbara Rhyolite|23568|||||Yes|Formation, beds|Formal|Other new published name|Described|Gawler Range Volcanics|7059|||Mesoproterozoic|1510|15||Mesoproterozoic|1589|16|isotopic, U/Pb||||No|38604||S.Daly|06/MAY/81||||Rhyolite, flow banded; rhyodacite. ignimbritic; tuff|igneous felsic volcanic|||N|
Early Cambrian mafic volcanics 76519|76519|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Cambrian|510|||Early Cambrian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Mainly basaltic rocks; may include minor ultramafic volcanics|igneous mafic volcanic|||N|
Early Paleozoic sedimentary rocks 76521|76521|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Devonian|384|||Early Cambrian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Early Paleozoic sedimentary rocks 76680|76680|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Devonian|354|||Ordovician|490||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Eba Formation|34326|||||Yes|Formation, beds|Formal|Variation of reserved name|Fully described|||||Paleoproterozoic|1723|||Paleoproterozoic|1740||||||No|60954||||||Formerly assigned to the Tarcoola Formation. Age: >1723Ma. See also misspelt Mount Eba Formation.|Quartzite; conglomerate; sandstone; siltstone; shale; minor basalt.|metasedimentary siliciclastic|||N|
Echidna Formation|5941|Echidna beds|5942|||Yes|Formation, beds|Formal|Resvd name published|Fully described|||||Neocomian||||Neocomian|||||||No|42545||||||Supersedes Echidna beds (used 1977, but not recorded by this database). Reserved 1976 as Echidna. Formerly 'Echidna beds'.|||||N|
Edeowie Limestone Member|25716|Edeowie Limestone|5965|||Yes|Member, phase|Formal|Unknown or process pending|Redefined|Billy Creek Formation|1645|||Early Cambrian||||Early Cambrian||||||SA|No|35255|35395||||||Planar to wavy laminated, platy dolomite mudstone with peloidal sandy limestone and tuff.|sedimentary carbonate|||N|
Ediacara Member|5972|||||Yes|Member, phase|Formal|Other new published name|Fully described|Rawnsley Quartzite|25432|||Neoproterozoic||||Neoproterozoic|||||300||No|37461|||||||Massive sandstone, laminated siltstone, fine grained sandstone.||||N|
Edithburg Formation|29469|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|42966||||||Yorke Peninsula unit. Correlated with Late Pliocene Norwest Bend Formation, Murray Basin.|||||N|
Elatina Formation|6029|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Yerelina Subgroup|20962|||Ediacaran|600|||Cryogenian|650||||500||No|44689||||||Part of the Umberatana Group. Age: Marinoan.|Dominated by shallow-water sandstone but contains lenticular diamictite units that are clearly of glacial origin.|sedimentary siliciclastic|||N|
Eleanor Sand|6048|Eleanor sand|6049|||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|40450|||||||||||N|
Elkera Formation|6073|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Mopunga Group|12305|||Ediacaran|544|||Ediacaran|600||||240|NT|Yes|48990|48990|M.R.Walter|31/JAN/79|Passmore, V.L.|26/MAY/80|Formerly of the Grant Bluff Formation but excluded with revision of the unit (Walter 1980).  Age: Ediacaran.|Blue grey to dusky red, laminated to thin bedded, micaceous, siltstone, sandstone; dolostone, some stromatolitic.|sedimentary siliciclastic|sedimentary carbonate||N|
Elyuah Formation|6118|||||Yes|Formation, beds|Formal|Other new published name|Redefined|Mopunga Group|12305|||Ediacaran||||Ediacaran||||17|210|NT|Yes|44327|48990|Walter M.R.|15/AUG/06|Passmore, V.L.|26/MAY/80|Brown and green shale, basal pebbly conglomerate. Overlies Arunta Block units.|Mudstone, siltstone; thin basal sandstone or pebbly arkose.|sedimentary siliciclastic|||N|
Emeroo Subgroup|25895|||||Yes|Subgroup|Formal|Variation of published name|Defined|Burra Group|3106|||Cryogenian||||Cryogenian|||||3920|SA|Yes|37854|37854|||Gatehouse, C.G.|10/AUG/83||Quartzite, sandstone, dolomite, conglomerate|sedimentary siliciclastic|||N|
Emu Bay Shale|6152|||||Yes|Formation, beds|Formal|Variation of published name|Fully described|Kangaroo Island Group|9221|||Early Cambrian||||Early Cambrian|||||150||No|7992||||||Together with White Point Conglomerate is correlated with Oraparinna Shale.|Basal conglomerate with fine sandstone and mudstone (containing the fossil Lagerstatte within basal 10 m) above; sandstone and conglomerate above.|argillaceous detrital sediment|sedimentary siliciclastic||N|
Encounter Bay Granite|6174|Encounter Bay granite|6175|||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Cambrian|495|6|isotopic, K/Ar|Cambrian|508|14|||||No|30398|||||||Granite, megacrystic and even-grained, blue quartz, metasediment xenoliths, metasomatic albitisation. Hybrid phases as inclusions. I-type to marginally S-type. Possibly syn-DD1, pre DD2.|igneous felsic intrusive|||Y|
Engenina Adamellite|6187|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Younger Lincoln Supersuite|30608|Statherian|1641|38||Statherian|1702|25|isotopic, U/Pb|||SA|Yes|34830|34830|Benbow M.C., Flint R.B.|04/AUG/06|Gatehouse, C.G.|30/MAR/79|Age(U-Pb) 1691+/-25 (Tarcoola, Kingoonya). Located in the Mount Woods Inlier.  Stated to be part of the Lincoln Complex by some authors - but this name is no longer in current usage (pers.Comm. W. Cowley, Aug. 2007). PP.|Dominantly monzogranite, also granite and granodiorite; grey, porphyritic and foliated. Tabular to ovoid feldspar phenocrysts 20 mm across, aligned sub parallel to the foliation|igneous felsic intrusive|||Y|
Enorama Shale|27399|Enorama shale|6200|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Upalinna Subgroup|31400|||Cryogenian||||Cryogenian|680|23|chemical U-Th-Pb||450||No|44659||||||Age: Marinoan. Redefined by Dyson(1997), to include upper part of old Etina Formation.|Laminated grey-green and minor red shale, silty shale and rare fine grained sandstone; three basin-wide stromatolite horizons near base.|argillaceous detrital sediment|sedimentary carbonate||N|
Epsilon Formation|6221|Epsilon formation|6223|||Yes|Formation, beds|Formal|Other new published name|Defined|Gidgealpa Group|7182|||Kungurian||||Kungurian|280|||30|140|SA|No|30873|30873|||||The unit is up to 90m thick in the Mettika Embayment, see ref 00/30891.|Sandstone, siltstone, mudstone and coal.|sedimentary siliciclastic|organic-rich rock||N|
Eregunda Sandstone Member|27149|||||Yes|Member, phase|Formal|Resvd name published|Defined|Billy Creek Formation|1645|||Middle Cambrian||||Middle Cambrian|||||166|SA|Yes|35835|35835|Moore P.S.||Gatehouse, C.G.|01/AUG/79|Arrowie Basin.|Greyish-red arkose with minor interbedded shale and siltstone.||||N|
Ernabella Adamellite|6237|Ernabella adamellite|6239|||Yes|Formation, beds|Formal|Unknown or process pending|Described|||Pitjantjatjara Supersuite|39078|Mesoproterozoic||||Mesoproterozoic|1120|100|||||No|33994||||||Age: 1120 Ma (Webb, 1985).|Monzogranite, orthopyroxene and clinopyroxene|meta-igneous felsic intrusive|||Y|
Erudina Siltstone Member|23582|Erudina siltstone Member|6258|||Yes|Member, phase|Formal|Other new published name|Defined|Billy Creek Formation|1645|||Early Cambrian||||Early Cambrian|||||270|SA|No|36495|36495|P.S.Moore|19/SEP/78||||Includes red and green sandstones and siltstones within predominantly green, calcareous, micaceous mudstones, which are generally flat or lenticular bedded.||||N|
Etadunna Formation|6287|Etadunna formation|6290|||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Late Miocene|12.5|||Late Oligocene|25.7||||80||No|44829|||||||White dolomite and limestone with green and grey Mg rich claystone and fine-grained sand.|sedimentary carbonate|||N|
Ethiudna Subgroup|35883|Ethiudna Calc-Silicate Group|6302|||Yes|Subgroup|Formal|Variation of published name|Defined|Curnamona Group|35326|||Statherian|1708|||Statherian|1711.5||||||No|23347|23347|||||Age: ~1.71Ga. Of Willyama Supergroup, Olary Domain, Curnamona Province. Upper part of Curnamona Group. Contains Bewooloo, Cathedral Rock, Peryhumuck, Waukaloo, Whey Whey and Topraminga Formations. Its base varies according to which units of the Wiperaminga Subgroup it overlies. Formerly known as "Ethiudna calc-silicate group" of Campana (1953) and former  "Bimba formation"; and, generally equivalent to the "Calcsilicate Suite" of Clarke et al (1986).|Well-bedded, pelitic sediments with calc-silicate rocks. Quartz-feldspar-biotite composite gneiss. Contains layered albitic metsediments.|metasedimentary siliciclastic|metasedimentary carbonate||N|
Etina Formation|6307|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Upalinna Subgroup|31400|||Neoproterozoic||||Neoproterozoic|||||50||No|44659||||||Age: Marinoan. Upper part of this unit reassigned to Enorama Shale, including Wundowie Limestone Member. Part of the Umberatana Group.|Cycles of thick, grey, oolitic and stromatolitic limestone with intervening grey-green siltstone.|sedimentary carbonate|argillaceous detrital sediment||N|
Ettlewood Calc-Silicate Member|6324|Ettlewood Calc-silicate Member|6326|||Yes|Member, phase|Formal|Other new published name|Defined|Allendale Metasediments|23328|||Paleoproterozoic|1693|4||Paleoproterozoic|1693|4||||NSW|No|38969|39662|||||Part of Broken Hill Group in the Olary / Broken Hill Province. Equivalent to the marker unit, Bimba Formation, in the Olary Domain. The Bimba-Ettlewood equivalent provides a tie-point for the two domains.|Pale, planar to irregularly layered epidote and clinopyroxene-rich calc-silicate.|metasedimentary carbonate|||N|
Ettrick Formation|6337|Ettrick Marl|6341|||Yes|Formation, beds|Formal|Variation of published name|Defined|Murray Group|13544|||Early Miocene|14.9|||Early Oligocene|32||||50|SA|No|43466|42966|||||Shown as NOT Murray Group in SA (96/28130). Revised stratigraphy for the Murray Group (Lukasik and James 1999) up to Murray Supergroup, included this unit in its definition, along with Geera Clay and Winnambool Formation. Formerly part of the now obsolete Glenelg Group together with Compton Conglomerate; this is the basal unit of Murray Group ( in South Australia) and incorporates the former Compton Conglomerate rocks.|Sand and silt.||||N|
Eucarro Rhyolite|36782|Eucarro Dacite|27269|||Yes|Formation, beds|Formal|Resvd name published|Fully described|Gawler Range Volcanics|7059|||Mesoproterozoic||||Mesoproterozoic|||||||No|24346||Allen S.R., McPhie J., Simpson C.J. Centre for Ore Deposit Research, U of Tas|15/FEB/02|||For revision of Gawler Range Volcanics, to be published in AJES.  Formation that replaces the former Eucarro Rhyodacite [? only Eucarro Dacite in database]. Comprises 71-72wt%SiO2.  Defined as Eucarro Rhyolite Formation (03/32813).|Compositionally zoned rhyolite lava with higher silica content at base; generally plagioclase rich and evenly porphyritic|igneous felsic volcanic|||N|
Eucla Group|6345|Eucla group|6347|||Yes|Group, Suite|Formal|Unknown or process pending|Fully described|||||Miocene||||Miocene|||||||No|34232|||||||Marine clastics and carbonates deposited offshore||||N|
Eudunda Arkose Member|27401|||||Yes|Member, phase|Formal|Unknown or process pending|Described|Tapley Hill Formation|17814|||Neoproterozoic||||Neoproterozoic|||||||No|34536||||||Age: Sturtian|||||N|
Eumeralla Formation|6363|||||Yes|Formation, beds|Formal|Other new published name|Defined|Crayfish Subgroup|4874|||Albian|97|||Aptian|125||||2743||No|32898|50154|||||Defined SA & Vic Reynolds et al. (1966). Of Otway Group, Vic, 1994. Stated to be within the Otway Supergroup in RefID: 22674 and 44133|Volcanilithic sandstone, siltstone, mudstone, mud-clast conglomerate, with feldspar and quartz grains, and coal: fine to medium grained, consolidated, well-bedded, cross-bedded; braided stream deposits.|sedimentary siliciclastic|organic-rich rock||N|
Eumeralla Supersequence|73285|||||Yes|Supergroup|Sequence stratigraphy|Sequence strat published|Defined|||||Phimopollenites pannosus|96.6||biozone|Pilosisporites notensis|117||biozone||2300||No|63134|63134|Ryan, D.J.|15/MAY/07|||Sequence marks the onset of thermal subsidence following initial continental rifting and half-graben growth.|Sequence comprises chloritic, micaceous and carbonaceous claystone and volcaniclastic and feldspathic sandstone.|sedimentary siliciclastic||continental rift|N|
Euralia kimberlite|36791|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Jurassic||||Jurassic|170||||||No|23772||||||Age: 170Ma|||||Y|
Eurelia bed|6379|||||Yes|Bed|Formal|Unknown or process pending|Mentioned||||||||||||||||No|39635|||||||||||N|
Eurinilla Formation|25901|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Pleistocene||||Pleistocene|||||10|SA|No|30920|30056||||||Fluvial and fluviolacustrine sediments: basal conglomerate; channel sand, clay, some vertebrate fossils; often gypsified.|regolith|||N|
Euriowie Subgroup|6382|Euriowie Sub-Group|26540|||Yes|Subgroup|Formal|Variation of published name|Described|Torrowangee Group|18460|||Ediacaran||||Cryogenian|||||||No|36733||||||Part of the Adelaidean sequence. South Australian equivalent is Farina Subgroup.|Siltstone minor sandstone, limestone sandy limestone and conglomerate of marine origin|sedimentary siliciclastic|||N|
Evergreen Formation|6416|||||Yes|Formation, beds|Formal|Other new published name|Defined|Bundamba Group|2963|||Aalenian|178|||Pliensbachian|194.5|||30|255||No|44124|44169|||||Includes the former "Evergreen Shales" and Boxvale Sandstone as a member. Age names and numerical ages don't quite match. Source of data unclear.|Labile and sublabile, sandstone, carbonaceous mudstone, siltstone and minor coal; local oolitic ironstone.|feldspar- or lithic-rich arenite to rudite|organic-rich rock||N|
Ewarara Pyroxenite|69764|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned|Giles Complex|7206|||Mesoproterozoic||||Mesoproterozoic|||||||No|61339||||||See also the informal Ewarara pyroxenite intrusion and Ewarara Layered Intrusion.|||||Y|
Eyre Formation|6451|||||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Middle Eocene|42|||Paleocene|62||||120|SA|No|30176|33938|||||See also Winton Formation. See ref 00/30891 for location of type section. Geological Province: Callabonna Subbasin/ Lake Eyre Basin.  Overprinted by the "Cordillo Silcrete". See also Lake Eyre Formation.|Variably silcrete-altered quartzose sandstone, minor pebbly sandstone and conglomerate; ubiquitous glossy quartz pebbles.|quartz-rich arenite to rudite|||N|
Eyrian Formation|6459|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|||||Eocene||||Eocene|||||||No|44269|||||||||||N|
Fabian Quartzite Member|23585|||||Yes|Member, phase|Formal|Unknown or process pending|Fully described|Tarcoola Formation|17845|||Mesoproterozoic||||Mesoproterozoic|||||||No|39905||S.Daly|10/AUG/83||||Contains thin, laminated carbonates (stromatolites), overlain by thin- to thick-bedded, well-sorted quartzite and carbonaceous, pyritic, micaceous quartzite.||||N|
False Bay Formation|23588|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned|||||Late Pleistocene||||Late Pleistocene|||||||No|40976||V.Gostin|08/FEB/82||||||||N|
Faugh-a-Ballagh Member|29839|||||Yes|Member, phase|Formal|Resvd name published|Defined|Tommie Wattie Formation|29838|||Paleoproterozoic||||Paleoproterozoic|||||1000||No|22884|22884|Laing B.|28/JUL/95|||Olary province, Type locality in RefID: 22884. Within the Thackeringa Group.|Calc-albitite and plagioclase-rich metasediment in quartzofeldpsthic metasediment; minor amphibolite and ironstone.||||N|
Finke Group|6661|||||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Carboniferous||||Late Devonian|||||1000||No|48865|48865|||||Not related to Finke Beds.|Fine to medium quartz sandstone., minor siltstone and shale, pebble and boulder conglomerate.||||N|
Finlay Dam Rhyolite|75865|||||Yes|Formation, beds|Reserved|Reserved|Reserved|||||Mesoproterozoic|1581|4|isotopic, U/Pb|Mesoproterozoic|1587|6|isotopic, U/Pb||||No|||Claire E. Fricke (PIRSA Geological Survey)|11/MAR/11|||Age: early Mesoproterozoic; U-Pb ages 1581 ± 4 Ma and 1587±6 Ma. Lithology: Rhyolites, generally porphyritic, K-feldspar (orthoclase)-plagioclase-quartz with apatite, zircon and minor fluorite and haematite-sericite-carbonate alteration. Province: Curnamona Province. Distribution: subsurface, Benagerie Ridge and west into the Moorowie Sub-basin/Erudina Domain; known from drill holes Mudguard 1, CU1, BRD 004, BRD 006 and Frome 13. Parent: Benagerie Volcanic Suite. Relationships: Interpretation from geophysical imagery suggests the volcanics comprise a thick, flat-lying sheet which overlies folded Willyama Supergroup metasediments. Expected publication: MESA Journal.|||||N|
Finniss Formation|31518|Finniss Clay|6668|||Yes|Formation, beds|Formal|Variation of published name|Described|Murray Group|13544|||Early Miocene||||Early Miocene|||||50||No|23179||Lukasik J., Queen's University, Canada|22/AUG/97|||RefID: 64237 - Replaced Finniss Clay in the Lukasik and James (1998) revision of the Murray Group up to Murray Supergroup, and included three new members: Cowirra Clay, Portee Carbonate and Woolpunda Marl Members. This modified name is retained in current usage, and is now a constituent of the Morgan Subgroup (Murray Group) having been excluded from the former Morgan Group initially.|Low energy carbonate ramp sediments with abundant molluscs.||||N|
Fishing Bay Formation|29470|||||Yes|Formation, beds|Formal|Other new published name|Mentioned|||||Neogene||||Neogene|||||||No|42966||||||Eyre Peninsula. Correlated with Late Pliocene Norwest Bend Formation, Murray Basin.|||||N|
Fitton Formation|6695|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|Yudnamutana Subgroup|21049|||Neoproterozoic||||Neoproterozoic|||||3000||No|34535||||||Age: Sturtian|Calc-silicate metasediments, quartzites, boulder beds; laminated siltstone, minor quartzite, sparse lithic clasts; has occasional beds and lenses of scapolitic and amphibolitic calc-silicate tillite and siltstone.|metasedimentary carbonate|sedimentary siliciclastic||N|
Flaxman Formation|6733|Flaxmans Beds|6736|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Sherbrook Group|16826|||Coniacian|85|||Turonian|90||||620|VIC|No|34611|42361|||||Type section in Victoria. Age Cenomanian to Turonian in Port Campbell Embayment area, Vic.|Mudstone, siltstone, fine- to coarse-grained sandstone; ironstone, siderite, dolerite, thin coal present.||||N|
Flinders Chase Granite|29852|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Cambrian||||Cambrian|||||||No|64282||Belperio A.|18/AUG/95||||Granite, grey, coarse-grained, quartz+feldspar+biotite. Foliated around the margins|igneous felsic intrusive|||Y|
Fork Tree Limestone|6822|||||Yes|Formation, beds|Formal|Other new published name|Described|Normanville Group|14255|||Early Cambrian||||Early Cambrian|||||300||No|9124|||||||Massive and bedded calc-dolomite.|sedimentary carbonate|||N|
Fortress Hill Formation|6841|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Yerelina Subgroup|20962|||Neoproterozoic||||Neoproterozoic III|||||1830|SA|No|34535|30177|||||Age: Marinoan. Nackara Arc.|Grey-green siltstone, minor quartzite, lenses of gritty limestone.||||N|
Fountain Spring Beds|26304|||||Yes|Formation, beds|Informal|Resvd name published|Defined|Emeroo Subgroup|25895|||Neoproterozoic||||Neoproterozoic|||||1100|SA|Yes|36733|36733|G.J.Ambrose|12/SEP/77|Gatehouse, C.G.|30/NOV/79|Former Parent Unit - River Wakefield Subgroup, see ref 00/30621 for details. Should be Fountain Spring beds if in current use (post 1984).|Laminated grey dolomitic siltstone and interbedded thick grey quartzites with clay gall laminations, grey-green silty shale (salt casts); ;minor grey silty dolomite and a few quartzites near the base.||||N|
Freeling Heights Quartzite|25915|||||Yes|Formation, beds|Formal|Other new published name|Defined|Radium Creek Metamorphics|15789|||Calymmian||||Calymmian|||||4100|SA|No|34537|30177||||||Feldspathic quartzites, arenaceous schists, mica schists, minor corundum schists, quartz pebbles, conglomerates; cross-bedding common.||||N|
Freeling Heights Quartzite, Mount Adams Quartzite, Yagdlin Phyllite|74199|||||Yes|Formation, beds|Informal|Variation of published name|Unpublished|Radium Creek Metamorphics|15789|||Mesoproterozoic||||Mesoproterozoic|||||||No|||||||Informal grouping for use in the Australian 1:1million scale geology map - National geological maps project|Sandstone, medium to coarse-grained, sericitic, feldspathic; grits; quartzite pebbles beds; schist|sedimentary siliciclastic|||N|
Freshwater Limestone|6907|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|||||Middle Pleistocene||||Middle Pleistocene|||||||No|34180||||||Not used since 1969. Is this name still current?|||||N|
Fulham Sand|24637|||||Yes|Formation, beds|Formal|Unknown or process pending|Redefined|||||Late Pleistocene||||Pleistocene|||||15|SA|Yes|34180|41362|Bowman G.M., Sheard M.J.|12/SEP/88|Alley, N.|06/AUG/88|Name used by Firman (1966) but not defined until 1988 by Bowman & Sheard.|Orange siliceous aeolian sand.||||N|
Gairdner Dolerite|72709|||||Yes|Formation, beds|Formal|Resvd name published|Described|||||Neoproterozoic||||Neoproterozoic|827|6|isotopic, U/Pb-Pb/Pb ion probe||||No|63224||Cowley, W. (PIRSA)|23/NOV/06|Cowley, W.|23/NOV/06|To replace Gairdner Dyke Swarm. See also Gairdner Dykes.|Dolerite dykes locally intruded by black porphyritic basalt|igneous mafic intrusive|||N|
Gambier Limestone|6976|Gambier limestone|6980|||Yes|Formation, beds|Formal|Variation of published name|Defined|Murray Group|13544|||Early Miocene|15|||Late Oligocene|38||||400|SA|No|43466|42966|||||Of Murray Group in Murray Basin & Glenelg Group, Otway Basin & Heytesbury Group, Gambier Basin. See also Lexicon.  Age: 27.5-~24Ma to ~33-15Ma. Interfingered with Naracoorte Limestone. See also: Compton Sandstone - Trade name only - produced from the Gambier Limestone (see RefID 68211)|Limestone, fossiliferous. Open marine shelf.|sedimentary carbonate|||N|
Gantheaume Sand Member|29850|||||Yes|Member, phase|Formal|Resvd name published|Briefly described|Saint Kilda Formation|16542|||Holocene||||Holocene|||||||No|60958||Belperio A.|18/AUG/95||||Unconsolidated aeolian cliff-top dunes and sand spreads; originates from aeolian reworking of Bridgewater Formation, particularly out of receding coastal cliffs.||||N|
Garford Formation|25918|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Pliocene|4|||Middle Miocene|18.5||||70|SA|Yes|35080|35080|Benbow M.C., Pitt G.M.|01/FEB/78|Gatehouse, C.G.|05/DEC/79||Mudstone, carbonate, stromatolitic, oncolitic and oolitic, gastropods, minor sandstone horizons.  Upward change from argillaceous to carbonate mudstone. Lacustrine|argillaceous detrital sediment|sedimentary carbonate||N|
Gawler Range Volcanics|7059|Gawler Range volcanics|7060|||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Calymmian|1585|||Calymmian|1595||||1500|SA|Yes|61556|29838|Blissett A.H.|24/JUL/73||31/MAR/75|Comagmatic with Hiltaba Suite.|Rhyodacite, rhyolite, dacite, basalt, tuff, siltstone, sandstone, mudstone, granitic and volcanic breccia.|igneous felsic volcanic|sedimentary siliciclastic||N|
