Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Claire Creek Limestone Member|4081|||||Yes|Member, phase|Formal|Unknown or process pending|Briefly described|Cowombat Siltstone|25864|||Devonian||||Devonian|||||||No|37727|||||||Limestone|sedimentary carbonate|||N|
Clarkes Hill Basalt|4112|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|30370|||||||Basalt||||N|
Cliffy Island Granite|26481|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Middle Devonian||||Middle Devonian|||||||No|42726||||||Briefly described. Age updated from GSV data (HG, Dec 2005).|Granite, S Type||||Y|
Clifton Formation|4157|Clifton Beds|4155|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Heytesbury Group|8311|||Early Miocene|15|||Late Oligocene|30||||90|VIC|No|48581|31036|||||See also Lexicon. SJ54-11,12. Superseded Kawarren limestone in 1974.|Shallow marine deposits: medium to coarse grained calcarenite of bryozoan and shell fragments in quartz sand matrix, moderately sorted, thin to medium bedded (60581).|sedimentary carbonate|sedimentary siliciclastic||N|
Clifton Springs Tuff|73495|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Bellarine Volcanic Group|72699|||Miocene||||Miocene|||||||No|65715||VandenBerg, F. (GSV)|19/JUL/07|VandenBerg, F.|19/JUL/07|Published in RefID 65715. VandenBerg (2009) Rock unit names in the Bendigo Zone portion of central Victoria, Seamless Geology project. GSV report 129, p14, 15.|Well-bedded mafic tuffs, predominantly sand-sized; also incude clay and lapilli.|igneous mafic volcanic|||N|
Clonbinane Sandstone Member|4180|Clonbinane Member|4179|||Yes|Member, phase|Formal|Variation of published name|Briefly described|Dargile Formation|5213|||Pridoli||||Ludlow|||||||No|35283||||||Formerly of Humevale Fm of Williams (1964). Initially mapped as part of Humevale Fm (Williams 1964) together with Mount Phillipa Member at base of the formation, Humevale Siltstone forming the bulk of the formation and Flowerdale Sandstone Member near the top. It is now considered to be part of Dargile Fm (Unit 4 of former Dargile Beds of Thomas (1937)). See also Clonbinane Member.|Sandstone. Medium-grained and with coquinal bioclastic lags.||||N|
Cloven Hills Granodiorite|37252|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Ordovician||||Ordovician|||||||No|24012|50154|||||Age and lithology updated from GSV data (HG, Dec 2005)|Biotite-hornblende granodiorite; massive, light bluff, medium to coarse grained, equigranular; accessary magnetite, sphene, allanite and epidote; magnetic|igneous felsic intrusive|||Y|I-type
Clover Hill Complex|73148|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described||||||||||||||||No|61896|||||||||||Y|
Cobargo Supersuite|4250|||||Yes|Supergroup|Formal|Variation of published name|Briefly described|||||Early Devonian||||Early Devonian|||||||No|42827|||||||Felsic Intrusives|igneous felsic-intermediate intrusive|||Y|
Cobaw Suite|38292|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Late Devonian||||Late Devonian|||||||No|24385||||||Replaced part of Harcourt Suite|Granite, Granodiorite||||Y|
Cobbannah Group|32459|||||Yes|Group, Suite|Formal|Other new published name|Described|||||Early Silurian|430|||Early Silurian|440||||3850||No|44187||VandenBerg, A.H.M.|23/MAR/07|||Warburton 1:250 000 sheet area. Used on May 1997 map.|Deep marine; quartzite and minor siltstone; no fossils; sandstone, mudstone.|sedimentary siliciclastic|||N|
Cobbledick Basalt|77308|Cobbledick basalt|37363|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Oligocene||||Oligocene|||||||No|65715||||||Formalises the name of Unit no. 37363. Thought by Holdgate et al. (2002) to separate Werribee and Yaloak Formations.|Basalt.|igneous mafic volcanic|||N|
Cobbler Rhyolite|37535|Mine Creek Rhyolite|35138|||Yes|Member, phase|Formal|Variation of published name|Described|Rose River Volcanics|68479|||Late Devonian||||Late Devonian|||||200|VIC|No|23309||||||Previously known as Mine Creek Rhyolite of Gaul (1995). Within the Tolmie Igneous Complex.|Rhyolite|igneous felsic volcanic|||N|
Cobbs Spur Andesite Breccia|21512|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|Jamieson Volcanic Group|73609|||Cambrian||||Cambrian|||||||No|23309||VandenBerg, A.H.M.|07/SEP/94|||Formerly a unit in Licola Volcanic Group (VandenBerg et al. 1995) which has been made redundant.|Andesite breccia, volcanogenic sandstone, phosphatic shale, limestone megaclasts; marine lavas and sedimentary rocks. Red-black in RGB. Non-magnetic.||||N|
Cobden basalt|38161|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Quaternary||||Quaternary|||||||No|24344|||||||Basalt||||N|
Cobia Subgroup|32306|||||Yes|Subgroup|Formal|Variation of published name|Briefly described|Latrobe Group|10217|||Early Oligocene||||Middle Eocene|||||||No|13323||Partridge A.D.|02/FEB/98|||Supersedes Cobia Group of Thompson (1986) - now top of Latrobe Group.|Non-marine to paralic clastics; marine clastics.||||N|
Cobram Sand|4268|||||Yes|Formation, beds|Formal|Other new published name|Described|Coonambidgal Formation|4598|||Quaternary||||Quaternary|||||||No|35272||||||Source-bordering dunes first described and named by Lawrence (1975). Occur mainly along banks of larger streams  - dunes still actively forming today.|Composed of fine- to coarse-grained quartz sand, minor silt, and clay blown from channels of adjacent streams, forming clusters of low and narrow crescentric dunes and are still actively forming today.||||N|
Cobungra Granite|34840|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Omeo Metamorphic Complex|14578|||Wenlock||||Llandovery|||||||No|22968||||||Type section location given in ref. 00/30701. BOGONG 1:100 000. Geological Survey of Victoria map code: G549. Age and lithology updated from GSV data (HG, Dec 2005).|Granite, granodiorite: dark grey; fine to coarse-grained; massive to strongly foliated; abundant K-feldspar phenocrysts and variable muscovite-biotite-cordierite-sillimanite content; abundant metasedimentary enclaves ||||Y|
Cochranes Creek Granodiorite|37647|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Early Devonian||||Early Devonian|||||||No|23309||||||GSV Code: G341|Strongly porphyritic, I-type, granodiorite with dark brown biotite, some microcline; euhedral quartz up to 2 cm, pegmatitic, aplitic|igneous felsic intrusive|||Y|
Cocks Break Granodiorite|34860|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Early Devonian||||Early Devonian|||||||No|22968||||||Age and lithology updated from GSV data (HG, Dec 2005)|I-type; Granodiorite: grey; medium-grained; porphyritic in biotite |igneous felsic intrusive|||Y|
Cod Formation|75876|||||Yes|Formation, beds|Reserved|Reserved|Reserved|||||Late Miocene||||Middle Miocene|||||||No|||Partridge, A. (Biostrata P/L), Kelman, A. (GA)|23/MAR/11|||Of Albacore Subgroup, Gippsland Basin. Named after the Cod-1 well the Cod Formation is the formal name applied to Unit III of the Seaspray Group described by Bernecker et al. (1997). The formation consists of Middle (to Late?) Miocene coarse-grained quartzose bioclastic packstones found within the Mid-Miocene channels within the Central Deep. The type section is designated as from 801 to 1415m in the Kingfish-7 well (Bernecker et al., 1997, fig.5).|Coarse-grained quartzose bioclastic packstones||||N|
Cohuna Silt|4303|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Quaternary||||Quaternary|||||||No|33486|||||||Kow Swamp sediments||||N|
Coimadai Shale|77309|Coimadai Limestone|4307|||Yes|Formation, beds|Formal|Variation of published name|Fully described|||||Pliocene||||Pliocene|||||||No|65715||||||Replaces Coimaidai limestone, Coimaidai beds and Coimaidai series of Officer and Hogg (1897) as well as the more recent Coimadai (sic) Limestone (Unit no. 4307) which itself superseded Coimadai Dolomite and Coimadai Dolomite Member. Paper says newly defined here, but does not meet all definition criteria.|Variable composition ranging from well laminated dolomite to basaltic tuffs. Lacustrine with air-fall tuff.|sedimentary carbonate|igneous mafic volcanic||N|
Colbinabbin Diorite|37710|||||Yes|Formation, beds|Formal|Variation of reserved name|Described|||||Middle Cambrian||||Early Cambrian|||||||No|60599||||||Possibly meant to replace Colbinabbin Ferro-diorite. Age and lithology updated from GSV data (HG, Dec 2005). Intrusive rocks at Cornella East identified by Bailey (1979) - single large diorite sill which intrudes Sheoak Gully Boninite. Represents final phase of Heathcote Volcanics (Lower Cambrian).|Ferro-diorite: fine- to medium-grained; subophitic growths of plagioclase and augite; grey-green in outcrop, variably weathered.|igneous intermediate intrusive|||Y|
Coldstream Rhyolite|4316|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|Dandenong Ranges Igneous Complex|37539|||Late Devonian||||Late Devonian|||||||No|33598|||||||Rhyolite|igneous felsic volcanic|||N|
Coleraine Volcanic Group|41194|||||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Late Jurassic||||Early Jurassic|||||75||No|50160|50154||||||Alkaline volcanics.|igneous volcanic|||N|
Coliban Basalt|32062|Coliban-Campaspe basalts|4327|||Yes|Formation, beds|Formal|Resvd name published|Defined|Newer Volcanic Group|38291|||Pliocene|4.82|.05|isotopic, K/Ar|Miocene|7.1|.7|isotopic, K/Ar||30||No|60599|60599|Wohlt K.|21/NOV/97|||Lava flows, originally informally named "Coliban-Campaspe River flows" (Cherry and Wilkinson 1994) in BENDIGO - now formalised as Coliban Basalt. Age: variety of ages ranging from 5.57+/-0.06Ma(lower)  to 4.82+/-0.05Ma (upper); and 7.1+/-0.7Ma - all K/Ar dating - presented in RefID: 60599.|Lava flow: olivine basalt; iddingsitised olivine, plagioclase and clinopyroxene phenocrysts; fine-grained, moderately vesicular (60592)||||N|
Colongulac Loess|4367|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described||||||||||||||||No|31511|||||||Loess||||N|
Colquhoun Granite|4369|||||Yes|Formation, beds|Informal|Other new published name|Described|||||Early Devonian||||Late Silurian|||||||No|42726||||||Briefly described. Formal name not intended. GSV Code: G130. Age and lithology updated from GSV data (HG, Dec 2005).|Pink, coarse to medium grained, biotite granite, I-type|igneous felsic intrusive|||Y|I-type
Colquhoun Sandstone Member|4371|||||Yes|Member, phase|Formal|Unknown or process pending|Described|Lakes Entrance Formation|10081||||||||||||||No|35273||||||Colquhoun Granite has priority. Not a variation.|Sandstone||||N|
Combyingbar Formation|26487|Bemm River Beds|28238|||Yes|Formation, beds|Formal|Variation of published name|Fully described|||||Late Devonian|360|||Late Devonian|375||||300||No|42627||||||Also supersedes Cann River Beds, Genoa River beds and Combienbar River Beds. Age: ca375-360Ma.  Not in Mount Tambo Group. Includes fish fauna and tetrapod trackway (described from Genoa River Beds in 1993).|Fluvial, upward fining sequence of sandstone, mudstone, siltstone with basal conglomerate.|sedimentary siliciclastic|||N|
Commins Track Leucogranite|34915|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Early Devonian||||Early Devonian|||||||No|22968||||||Age and lithology updated from GSV data (HG, Dec 2005)|Leucogranite: grey to pink; medium to coarse-grained; equigranular to porphyritic |igneous felsic intrusive|||Y|
Commissioners Flat Granodiorite|37711|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Late Devonian||||Late Devonian|||||||No|60599||||||Formerly known as "Heathcote Granite", an unsuitable name due to preoccupation by Heathcote Volcanics. Age and lithology updated from GSV data (HG, Dec 2005). Intrudes adjacent Heathcote Volcanics, and Lazy Bar Andesite (Heathcote Volcanics).|Fine- to medium-grained, holocrystalline, altered granodiorite, grey-green in fresh outcrop, weathering to white and pink.|igneous felsic intrusive|||Y|I-type
Concongella Gritstone Member|41873|Concongella Gritstone|35582|||Yes|Member, phase|Formal|Variation of published name|Described|Warrak Formation|23141|||Late Cambrian||||Late Cambrian|||||||No|60451|||||||Contact metamorphosed calc-silicate rock; meta gritstone; quartz, minor feldspar, lithic pebbles.|metasedimentary|||N|
Cones Suite|73150|||||Yes|Group, Suite|Formal|Other new published name|Briefly described||||||||||||||||No|61896|||||||||||N|
Connleys Track Granodiorite|34841|Sam Hill|32404|||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Wenlock|424|5||Wenlock|424|5|||||No|22968||||||OMEO notes attribute unit to Mount Sam of White and Chappell (1991) which does not exist in that publication. Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G117. Pluton on OMEO.|Nonmagnetic, pale grey, medium grained, biotite granodiorite and granite; S-type, massive; small biotite-rich enclaves common, enclaves of gneiss locally abundant|igneous felsic intrusive|||Y|
Connors Creek Tonalite|34845|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Ensay Suite|34902|Early Devonian||||Late Silurian|||||||No|22968||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G135 |Medium to coarse grained, biotite-hornblende tonalite; I-type; massive-moderately foliated. G135a: highly magnetic; G135b + G135c: weakly to moderately magnetic|igneous felsic intrusive|||Y|
Coode Island Silt|28285|Coode Island silt|4475|||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|Yarra Delta Group|29186|||Holocene||||Pleistocene|||||||No|30986|||||||Silty clay, sometimes fossiliferous; sands, minor gravel of the Yarra delta.||||N|
Coojar Granodiorite|37249|||||Yes|Formation, beds|Formal|Other new published name|Fully described||||||||||||||||No|24012|||||||Granodiorite||||Y|
Coolungoolun coal|4563|||||Yes|Formation, beds|Informal|Unknown or process pending|Briefly described||||||||||||||||No|37127|||||||Coal||||N|
Coomandook Formation|4583|||||Yes|Formation, beds|Formal|Unknown or process pending|Redefined|||||Pleistocene||||Pliocene|||||75|SA|No|34180|42966||||||Partly lithified, grey, cream, fossiliferous, medium-grained quartz sand, calcareous sand, calcarenite, sandy clay; characteristically contains lithic clasts and skeletal debris derived from older limestone|regolith|||N|
Coombool Member|4595|||||Yes|Member, phase|Formal|Unknown or process pending|Redefined|Monash Formation|26036|||Albian||||Albian|||||150|SA|No|33488|42966||||||Green-grey chloritic volcanolithic siltstone, sandstone and shale.||||N|
Cooney Ridge Granodiorite|37712|Cooney Ridge Granite|29718|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Early Devonian||||Late Silurian|||||||No|23309||||||previously mapped as orbost granodiorite by Beams and Hough (1979). Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G512|Medium-coarse grained hornblende, I-type, biotite granodiorite|igneous felsic intrusive|||Y|
Coongulmerang Formation|4615|Coongulmerang Beds|4614|||Yes|Formation, beds|Formal|Unknown or process pending|Described|Sale Group|16557|||Pliocene||||Pliocene|||||||No|35273|||||||||||N|
Coonooer Granite|23508|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Coonooer Suite|37536|Early Devonian||||Early Devonian|||||||No|42726||R.King|26/NOV/76|||Card. NLR 31-AUG-82. BD in 94/27659, but formal name not intended.  GSV Code: G359. Formerly of the Mount Cole Suite. Age updated from GSV data (HG, Dec 2005)|Muscovite biotite granite, reduced S-type, weakly porphyritic, with aplitic and pegmatitic phases; occasional large rafts of weathered micaceous hornfels|igneous felsic intrusive|||Y|S-type
Coonooer Suite|37536|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Early Devonian||||Early Devonian|||||||No|23309||||||Comprises Carapooee Granodiorite (G356), Berrimal Granite (G358) and Coonooer Granite (G359). Bibby and Moor (1998). Also contains Barrakee, Grieves Granites, and Narrewillock pluton (Wedderburn geol. map 2001). Parts formerly called Mount Cole Suite?|Hornblende and biotite-hornblende granites. Weakly magnetic plutons.|igneous felsic intrusive|||Y|
Coopers Creek Limestone|24873|Coopers Creek limestone|4629|||Yes|Formation, beds|Formal|Other new published name|Described|Jordan River Group|9028|||Pragian||||Pragian|||||||No|43530||||||Moe area, sheet 8121. See also Coopers Creek Formation, Coopers Creek Beds.. Used as dimension stone in Victoria.|In Victoria, includes limestones and silty limestones, medium to dark grey in colour and partly consisting of comminuted fossil fragments. Deep marine deposits.|sedimentary carbonate|||N|
Coopracambra Tonalite|30515|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Glenbog Supersuite|7362|Early Devonian||||Early Devonian|||||||No|22878||Simpson C.|27/SEP/96|||Craigie 1:100 000 sheet area. Age and lithology updated from GSV data (HG, Dec 2005)|Hornblende-biotite tonalite: dark grey green, coarse grained, massive; strongly porphyritic in quartz and feldspar; strongly altered |igneous felsic intrusive|||Y|
Coorabin Coal Measures|4633|||||Yes|Group, Suite|Formal|Unknown or process pending|Fully described|||||Late Permian||||Late Permian|||||20||No|44340|||||||Upward-fining sequence of conglomerate, sandstone, siltstone, mudstone, carbonaceous clay and coal.|organic-rich rock|||N|
Copperhead Volcaniclastic Member|4688|||||Yes|Member, phase|Formal|Other new published name|Briefly described|Thorkidaan Volcanics|18080|||Ludlow||||Ludlow|||||||No|41585||||||Within the Enano Group.|Polymict breccia, pebbly sandstone, siltstone and minor conglomerate with clasts of rhyolite lava; rhyolitic pyroclastics and quartzite.|sedimentary siliciclastic|||N|
Corduroy Creek Gabbro|37266|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|||||Cambrian||||Cambrian|||||||No|24002|||||||Gabbro|igneous mafic intrusive|||Y|
Cornella Member|30575|||||Yes|Member, phase|Formal|Resvd name published|Defined|Mount Ida Formation|27504|||Lochkovian||||Lochkovian|||||300||No|61185|60599|VandenBerg, A.H.M.|29/OCT/96|||Encompasses early Spirifer Beds (Thomas 1937).|Fine-grained sandstone, siltstone; parallel and convolute laminations, ripple drift and swaley cross laminations; intensely burrowed, common slumps, ball and pillow structures; shelly fossils (60592).|sedimentary siliciclastic|||N|
Corryong Granite|4755|Corryong granite|4756|||Yes|Formation, beds|Formal|Other new published name|Fully described|||Tom Groggin Suite|18286|Late Silurian|421|3|isotopic, K/Ar|Early Silurian|321|3|||||No|34544||||||Of the Koetong Supersuite. Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G92|Nonmagnetic, grey, medium to very coarse grained, equigranular to strongly porphyritic in Kfeldspar, two-mica-cordierite S-type granite; locally contains sillimanite or andalusite.|igneous felsic intrusive|||Y|S-type
Costerfield Siltstone|4769|Costerfield Beds|4767|||Yes|Formation, beds|Formal|Variation of published name|Described|Murrindindi Supergroup|35522|||Wenlock||||Llandovery|||||600||No|33604||||||Includes Illaenus Band at top.|Burrowed siltstone and claystone sequence coarsening up to very fine- to fine-grained sandstone; dark grey to brown-grey when fresh; laminated to thinly bedded.|sedimentary siliciclastic|||N|
Council Trench Formation|4785|Council Trench Sandstone|4786|||Yes|Formation, beds|Formal|Other new published name|Defined|||||Triassic||||Triassic|||||12||No|39865|63741|||||Of Roberts (1984).|Thin sequence of cross-bedded sandstone, pebble conglomerate and fossiliferous siltstone; sediments dominated by granitic and metamorphic detritus derived locally.  Fluvial in origin. Palaeoflora of at least 20 species (Webb et al 2006).|sedimentary siliciclastic|||N|
Cove Sand|77691|||||Yes|Formation, beds|Formal|Resvd name published|Described|||||Late Pleistocene||||Late Pleistocene||||0|5||No|68991||Williams, G.E. (Uni of Adelaide)|11/JAN/13|VandenBerg, F.|11/JAN/13|The name "Cove Sand" is applied to a Late Pleistocene unit 0-5 m thick exposed in coastal cliffs 20 km SE of Warrnambool. It overlies the Miocene Port Campbell Limestone or the Late Pleistocene "Dog Trap Bay Sand" (new name) and is overlain by the Late Pleistocene Bridgewater Fm. The geographic name comes from The Cove, a locality adjacent to Childers Cove where the unit is well exposed. For publication in AJES 2013. (G. Williams and V. Gostin, Univ. of Adelaide, Jan 2013).|||||N|
Cowombat Formation, Gibsons Folly Formation|37704|||||Yes|Subgroup|Informal|Variation of published name|Not recorded|Enano Group|24268|||Pridoli||||Ludlow|||||||No|||||||Informal grouping of units to be used for Victoria 1:1million geological map, National Maps Project. Includes Cowombat and Gibsons Folly Formations of the Enano Group.|Marine siltstone, rhyolitic porphyries, andesite, limestone megaclasts|sedimentary siliciclastic|||N|
Cowombat Siltstone|25864|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Enano Group|24268|||Pridoli||||Ludlow|||||800|VIC|No|33606|39447||||||Siltstone, sandstone, limestone, conglomerate: nonmagnetic cut by northeast, north and west-northwest weakly magnetic (10-20 nT) trends; moderate to high total count K, Th, low U|sedimentary siliciclastic|||N|
Coynallan Tonalite|37713|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||Surveyors Creek Suite|37872|Early Devonian||||Late Silurian|||||||No|23309||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G579|Weakly to moderately magnetic, medium grained equigranular to coarse and porphyritic, I-type hornblende tonalite; massive to foliated; numerous round mafic enclaves to several metres across.|igneous felsic intrusive|||Y|
Crabhole Creek Limestone|29915|Crabhole|29914|||Yes|Formation, beds|Formal|Resvd name published|Described|Yalmy Group|20777|||Llandovery||||Llandovery|||||||No|43315||Magart A., VandenBerg A.H.M., Willman C.E., Hendrickx M.|03/NOV/95|||Orbost region.|Strongly foliated and predominantly composed of fine- to medium-grained calcite; typically impure with crenulated pelitic layers present; weakly carbonaceous in parts.||||N|
Cranbourne Sand|4844|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|||||Pleistocene||||Pleistocene|||||||No|30929||||||The type section lies to the south of Cranbourne in the Royal Botanic Gardens, Cranbourne (RBGC). It is supposedly accessible through Botanic Drive, but that road has been cut off from the type section by a fence; the only way to access it at present is through the botanical gardens. The site is listed as being of State Significance, and was recorded in Rosengren 1984 (Sites of Geological and Geomorphological Significance in the Westernport Bay Catchment).  - information courtesy Karen Kapteinis 13-AUG-2012. See email for more info.|Sand||||N|
Crawford Member|4868|Crawford Limestone Member|4866|||Yes|Member, phase|Formal|Unknown or process pending|Briefly described|Whalers Bluff Formation|19858|||Pleistocene||||Pleistocene|||||||No|31624||||||Not to be confused with Crawford Formation (NT) of the Northern Territory.|Limestone||||N|
Crayfish Subgroup|4874|Crayfish Group|4873|||Yes|Subgroup|Formal|Variation of published name|Described|Otway Group|14685|||Barremian||||Berriasian|||||4700||No|42361||||||Crayfish Group is still the preferred name in SA.|Fluvial sandstones, conglomerates and minor silstones, coals, tuffs and basalt.|sedimentary siliciclastic|igneous volcanic||N|
Crayfish Supersequence|73284|||||Yes|Supergroup|Sequence stratigraphy|Sequence strat published|Defined|||||Foraminisporites wonthaggiensis|117||biozone|Retitriletes watherooensis|146||biozone|0|5000||No|63134|63134|Ryan, D.J.|15/MAY/07|||The base of this sequence may be older than Tithonian as the base of the deepest half-graben have not been intersected by drilling. Sequence marks the onset of rifting in the Otway Basin and growth of major half-graben depocentres.||sedimentary siliciclastic||continental rift|N|
Cretaceous sedimentary rocks 76566|76566|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Cretaceous|97|||Early Cretaceous|141||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Croajingalong Granite|4910|Croajingalong Adamellite|4909|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||Wallagaraugh Suite|25586|Early Devonian||||Late Silurian|||||||No|42726||||||Age updated from GSV data (HG, Dec 2005) GSV Code: G5.|Coarse grained, porphyritic I-type granite, with reddish biotite, pink K-feldspar|igneous felsic intrusive|||Y|
Crohn Granite|29708|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Wenlock||||Wenlock|||||||No|43312||VandenBerg A.H.M., Willman C.E., Hendrickx M. & Magart A.|01/SEP/95|||Orbost mapping project. G515. Age and lithology updated from GSV data (HG, Dec 2005)|Tonalite: medium-grained, porphyritic, green-grey.|igneous felsic intrusive|||Y|I-type
Crosbie Granite|4939|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Late Devonian||||Middle Devonian|||||||No|35281||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: 289.  Intrudes Castlemaine Group. Contact metamorphic aureole developed in Knowsley East Shale and all formations of Heathcote Volcanics.|Non-magnetic with discontinuous moderately magnetic metamorphic aureole; medium- to coarse-grained, biotite granite; equigranular; composed of quartz, orthoclase, biotite.|igneous felsic intrusive|||Y|I-type
Cross Granite|30361|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Devonian||||Devonian|||||||No|23165||Moore D.|09/AUG/96|||Buried pluton, identified through magnetostratigraphy.|||||Y|
Crowstick Diorite|4959|Crowstick diorite|4960|||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described||||||||||||||||No|39860|||||||Diorite||||Y|
Cudgewa Falls Volcanics|37537|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Mount Burrowa Volcanic Group|37868|||Middle Devonian||||Early Devonian|||||||No|23309|||||||Volcanics||||N|
Cunninghame Greensand Member|5032|||||Yes|Member, phase|Formal|Unknown or process pending|Described|Lakes Entrance Formation|10081|||Oligocene||||Oligocene|||||||No|35273|||||||Glauconitic sandstone; hosts crude oil.||||N|
Curlip Formation|39339|Curlip Gravels|5051|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Emperor Subgroup|32290|||Turonian||||Turonian|||||||No|13323||||||Within the Emperor Subgroup (Latrobe Group). Interfingers with Kipper Shale. An article describing the change of name has not yet (2012) been indexed.|Alluvial, fluvial sandstones and thin fine-grained clastic beds||||N|
Currajung Volcanics|39336|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Paleocene||||Paleocene|63||||||No|13323|||||||Basaltic volcanics||||N|
Currie Creek Ignimbrite|21593|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Marroo Subgroup|22271|||Ludlow||||Ludlow|||||700||No|43206||VandenBerg A.H.M., Orth K.|22/MAR/89|||Probably same unit as the Tasmanian Currie Group and Currie Granite - unclear which is current formal name?  Names may vary between Tasmania (King Island) and Victoria if the rocks extend into the island. Murrindal area.|Green to grey granular quartz-feldspar ignimbrite, with abundant phenocrysts and lithic clasts.||||N|
Currie Group|37271|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||||Neoproterozoic||||Neoproterozoic|||||||No|24002||||||Probably same unit as Currie Creek Ignimbrite and Currie Granite - unclear which is current formal name? Names may vary between Tasmania (King Island) and Victoria.|||||N|
Currowong Suite|5085|Currawong Suite|5081|||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||Currowong Supersuite|5087|Early Devonian||||Silurian|||||||No|42827||||||Named after Corrowong Creek? Age ~417 - 415 Ma.|||||Y|
Currowong Supersuite|5087|||||Yes|Supergroup|Formal|Variation of published name|Briefly described||||||||||||||||No|42827||||||Named after Corrowong Creek? See also Dalgety Supersuite.|||||Y|
Curtis Diorite|37538|||||Yes|Formation, beds|Formal|Variation of published name|Described|||Ararat Suite|28331|Early Devonian||||Early Devonian|||||||No|23309||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G386.  See also the informal Curtis diorite.|Highly magnetic, dark grey to black, hornblende-biotite diorite, quartz poor; feldspar and hornblende phenocrysts; oxidised|igneous intermediate intrusive|||Y|I-type
Cut-throat Diorite|37714|Cut Throat Diorite|41874|||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Ararat Suite|28331|Early Devonian||||Early Devonian|||||||No|23309||||||Age and lithology updated from GSV data (HG, Dec 2005)|Quartz diorite: pale grey; fine grained; porphyritic; oxidised, moderately magnetic, highly weathered |igneous intermediate intrusive|||Y|
