Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Dunlop Well granite|30631|||||Yes|Formation, beds|Informal|STRATLEX Entry|Not recorded|||||Proterozoic||||Proterozoic|||||||No|||||||Used for Proterozoic granites project. Gascoyne Province.|||||Y|
Dunnawah|35286|||||Yes|Formation, beds|Reserved|Reserved|Reserved||||||||||||||||No|||Occhipinti S.|08/DEC/99|||Gascoyne region, Glenburgh 1:250 000 sheet area.|||||N|
Dunnsville Granodiorite|23565|||||Yes|Formation, beds|Formal|Resvd name published|Described|||||Archean||||Archean|||||||No|41786||W.K.Witt|18/FEB/88|||See also Dunnsville Granite.|Medium- to coarse-grained granodiorite; penetrative foliation and subhorizontal mineral lineation; sheared contacts with greenstones.; low Ca granite|igneous felsic intrusive|||Y|
Duplex Hill Group|5859|||||Yes|Group, Suite|Formal|Variation of published name|Mentioned||||||||||||||||No|41249|||||||||||N|
Dupuy Formation|25888|Dupuy formation|5869|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Early Cretaceous||||Late Jurassic|145|||||WA|No|37306|40617||||||Marine silty claystone.|argillaceous detrital sediment|||N|
Durba Sandstone|5872|||||Yes|Formation, beds|Formal|Other new published name|Defined|Savory Group|23957|||Cambrian|500|||Neoproterozoic|520||inferred||100|WA|No|33849|40089|||||Defined as equivalent to Mesoproterozoic age in 1985. A max. age of 520 Ma makes it Cambrian.|Sandstone, conglomerate.|sedimentary siliciclastic|||N|
Durlacher Supersuite|37648|||||Yes|Supergroup|Formal|Resvd name published|Defined|||||Statherian|1619|15||Statherian|1696|20||||WA|Yes|24544|61262|Sheppard, S.|29/OCT/02|||Name for belt of Palaeoproterozoic granites in the northern Gascoyne Complex (Maroonah and Mangaroon 1:100 000 sheet areas) - includes Pimbyana, Dingo Creek and Yangibana Granites and several unnamed units. Now extended to Discretion Granite in Milgun 1:100 000 sheet area (2010).|Metamonzogranite and granodiorite, minor tonalite, syenogranite, gabbro|igneous felsic intrusive|igneous intermediate intrusive|continental margin arc|Y|S-type
Dwarf Well Granite|73691|||||Yes|Formation, beds|Formal|Resvd name published|Described||||||||||||||||No|64580||Tyler, I. (GSWA)|11/OCT/07|||For use on mapsheet WEBB; nearest town Kiwirrkurra. Outcrop locations is south of Dwarf Well. To be pub: as part of Interpreted Bedrock Geology map of WEBB 1:250K sheet/part of MACDONALD 1:250K sheet. GSWA in early 2008.|Coarse-grained biotite granite in low scattered pavements and bouldery outcrops south of Dwarf Well.||||Y|
Dyasons Granite|5885|||||Yes|Formation, beds|Formal|Other new published name|Described|||Paperbark Supersuite|31788|Paleoproterozoic|1850|||Paleoproterozoic|1865||||||No|30525|||||||Recrystallised leucocratic medium to fine grained biotite monzogranite with minor secondary muscovite|igneous felsic intrusive|||Y|
Eagle Hawk Sandstone|23567|Hudson Formation|8551|||Yes|Formation, beds|Formal|Other new published name|Defined|Elder Subgroup|26535|||Middle Cambrian||||Middle Cambrian|||||210|WA|No|41840|41840|P.E.Playford|04/MAY/83||||Fine to medium micaceous and feldspathic sandstone; minor siltstone and mudstone.|sedimentary siliciclastic|||N|
Earaheedy Group|27144|||||Yes|Group, Suite|Formal|Other new published name|Redefined|||||Statherian|1800|||Orosirian|2000||||6000|WA|No|30010|65419|||||Redefined 1997. Subdivided into 2 subgroups: Tooloo and Miningarra Subgroups. Defined as being in Nabberu Basin. Intruded by Prenti Dolerite. Age poorly constrained.|Shallow marine clastic and chemical sedimentary rocks.  Metasandstone, metasiltstone and phyllite.|sedimentary siliciclastic|sedimentary non-carbonate chemical or biochemical||N|
Earaheedy Group - quartz sandstone|74384|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|Earaheedy Group|27144|||Paleoproterozoic||||Paleoproterozoic|||||||No||||||||Sandstone, arkose, siltstone|sedimentary siliciclastic|feldspar- or lithic-rich arenite to rudite||N|
Early Cambrian mafic volcanics 76519|76519|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Cambrian|510|||Early Cambrian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Mainly basaltic rocks; may include minor ultramafic volcanics|igneous mafic volcanic|||N|
Early Paleozoic sedimentary rocks 76521|76521|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Devonian|384|||Early Cambrian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Early Paleozoic sedimentary rocks 76698|76698|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Lopingian|251|||Terreneuvian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset. [Note: Name of unit does not match age range given - whole of Paleozoic, CEB Feb-2012]|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
East Kimberley kimberlite|5901|||||Yes|Formation, beds|Informal|Unknown or process pending|Mentioned||||||||||||||||No|40811|||||||||||Y|
East Yilgarn Gneiss|5905|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|38788|||||||||||N|
Eastern Gneiss|5914|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described||||||||||||||||No|30011||||||Albany-Fraser Province.|||||N|
Eastern Lennard Shelf Lamproite|5915|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|41158|||||||||||Y|
Eastern Leucocratic Granitoid|37105|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Tickalara Metamorphics|18130||||||||||||||No|23751||||||Probably same unit as Eastern Leucocratic granite?|||||Y|
Eastern Member|37724|||||Yes|Member, phase|Reserved|Reserved|Reserved|Marillana Formation|37720||||||||||||||No|||Kneeshaw, M.|21/NOV/02||||Clay and channel iron deposit||||N|
Eastman Granite|21728|||||Yes|Formation, beds|Formal|Resvd name published|Described|||San Sou Suite|31896|Paleoproterozoic|1800|||Paleoproterozoic|1804|5|isotopic, U/Pb-Pb/Pb ion probe||||No|22754||Sheppard S., Tyler I.M., Griffin T.J.|18/NOV/94|||East Kimberley region.|Fine to coarse grained leucocratic biotite syenogranite, monzogranite and monzonite|igneous felsic-intermediate intrusive|||Y|
Eaton Sand|27268|Eaton sand|5938|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Pleistocene||||Pleistocene||||||WA|No|40367|40367|Semeniuk, V.|18/JAN/80|||Max. thickness: >10m.|Of laminated to bedded yellow to orange quartz sand, medium and coarse sand-sized grains; interstitial fine sand, minor clay also occur; contains scattered charcoal, trace fossils (burrows and root casts) and vegetative debris; unfossiliferous||||N|
Echuca Shoals Formation|5943|||||Yes|Formation, beds|Formal|Other new published name|Described|Bathurst Island Group|1249|||Early Cretaceous|114|||Early Cretaceous|133||||||No|42053||||||See also Echuca Shoals (abbreviated version).|Predominantly an extensive claystone; organic-rich, oil-prone marine shale.|argillaceous detrital sediment|||N|
Eddy Suite|75622|||||Yes|Group, Suite|Formal|Resvd name published|Briefly described|||||||||Paleoproterozoic|1660||||||No|||Spaggiari, C. (GSWA)|24/FEB/10|||Zanthus 1:250k sheet SH51-15 , ?Zanthus 1:100k sheet 3635. Metagranite, quartz metadiorite and metagabbronorite. Please note that the unit occurs in remote country and there are no geographic features in the vicinity, other than Harris Lake.  To be published = 2010 WA state map 1:500k layer. Published GSWA Record 2011/23 p22 [to be indexed ASAP]. These rocks have been dated at c. 1660 Ma.|Metagranite, quartz metadiorite and metagabbronorite.|meta-igneous felsic intrusive|meta-igneous ultramafic intrusive||Y|
Edell Number I Trachyte|5956|Edel Volcanics""|5955|||Yes|Formation, beds|Informal|Unknown or process pending|Described||||||||||||||||No|40811|||||||||||N|
Edmund Group|34906|Edmund Subgroup|26264|||Yes|Group, Suite|Formal|Variation of published name|Defined|Bangemall Supergroup|34951|||Calymmian|1462|3|inferred, intrusive relationship|Statherian|1620||inferred, underlying unit||4000||No|22905|24183|||||Age: c. 1620Ma-c.1465Ma. Together with the Collier Group it overlies the Gascoyne Complex.|Sandstone, siltstone, mudstone,dolomite, chert, conglomerate.|sedimentary siliciclastic|sedimentary non-carbonate chemical or biochemical||N|
Edna May Gneiss|35377|||||Yes|Formation, beds|Formal|Variation of published name|Described|||||Archean||||Archean|||||||No|23200|||||||Tonalitic orthogneiss-gneiss.||||N|
Eel Creek Formation|23572|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Tarcunyah Group|31872|||Neoproterozoic|820|||Neoproterozoic|820||||500||No|39697||Lord, J.H.|30/MAY/75||||Mudstone, shale, siltstone, sandstone; minor glauconitic and tuffaceous sandstone, rhyolite tuff; basal hematite-clast conglomerate, ferruginous shale; dolerite sills|argillaceous detrital sediment|sedimentary siliciclastic||N|
Eelya Suite|74814|||||Yes|Group, Suite|Formal|Resvd name published|Briefly described|||Annean Supersuite|74813|Neoarchean|2747|||Neoarchean|2753||||||No|64891||Van Kranendonk, M. (GSWA)|17/SEP/08|||Geological province: Murchison Domain. High-HFSE.|Biotite granodiorite  with high HFSE geochemical characteristics;weakly metmorphosed.|igneous felsic intrusive|||Y|
Eerada Formation|5995|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Archean||||Archean||||||WA|No|29688|29688||||||||||N|
Egan Formation|25891|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Louisa Downs Group|10676|||Ediacaran||||Ediacaran|||||80|WA|No|44397|48927|||||In the Louisa Basin.|Tillite: poorly sorted medium grained sandstone with conglomerate containing faceted boulders, siltstone, and in the upper part, limestone and dolomite partly replaced by chert|feldspar- or lithic-rich arenite to rudite|sedimentary carbonate||N|
Egret Formation|23573|||||Yes|Formation, beds|Formal|Resvd name published|Mentioned||||||||||||||||No|41732||Middleton M.|24/SEP/87|||Mentioned 89/26653, also GSWA Memoir 3 1990 (advice from R.Hocking 10-12-92).|||||N|
Eighty Mile Beach Coquina|21735|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Holocene||||Holocene|||||3||Yes|64449|64449|Semeniuk, V.|30/JAN/95|Hocking, R.|29/JUL/08|PUBLICATION: Semeniuk, V., 2008, Journal of the Royal Society of Western Australia Volume 91 Part 1 (Supplement): 53-148.  Radiocarbon dating of shells within the Formation places it in the Holocene, viz., 3680 +/- 210 yrs BP.|Light-coloured, laminated, bedded to cross-laminated, polymictic shell gravel, shell grit, shelly sand, and some coarse and medium sand layers.||||N|
Eileen Member|78301|||||Yes|Member, phase|Reserved|Reserved|Reserved|Boab Formation|78346||||||||||||||No|||Allen, H. (GSWA)|16/AUG/13|||Basal mudstone member of the Boab Sandstone. Occurs in subsurface central Canning Basin (Barbwire Terrace) wheretobepublished = GSWA report A revised subsurface stratigraphy for the Central and Southern Canning Basin.GSWA Report to be published early 2014. Map sheet=Dummer.|Mudstone||||N|
Elang Formation|34215|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Callovian||||Callovian|||||||No|22663|||||||Quartzose, very fine- to fine-grained, moderately well-sorted sandstones with interbedded siltstone and claystone.|sedimentary siliciclastic|||N|
Elder Subgroup|26535|||||Yes|Subgroup|Formal|Unknown or process pending|Described|Goose Hole Group|23629|||Late Cambrian||||Middle Cambrian|||||370||No|41840||||||Of the Goose Hole Group. Includes: Eagle Hawk Sandstone, Overland Sandstone.|||||N|
Eley Monzogranite|39603|Eley Adamellite|24264|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||Sisters Supersuite|68741|Archean|2929|||Archean|2930||||||No|24532|||||||K-feldspar-porphyritic biotite monzogranite; weakly foliated.|igneous felsic intrusive|||Y|
Elgee Siltstone|6057|||||Yes|Formation, beds|Formal|Variation of published name|Fully described|Kimberley Group|9572|||Paleoproterozoic|1805|||Paleoproterozoic|||||250||No|44366||||||Listed as in Halls Creek Province, but references say Kimberley Basin.|Massive red-brown siltstone with fine-grained micaceous, ferruginous and feldspathic sandstone interbeds; basal sequence in places of stromatolitic, sandy or oolitic dolomite, shale, micaceous siltstone and fine grained sandstone|sedimentary siliciclastic|sedimentary carbonate||N|
Eliassen Formation|75545|Eliasson Formation|23576|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Oxfordian|||biozone|Oxfordian|||biozone||||No|60379||Hocking, R.M.|18/JAN/93|||Fully described in GSWA Record 1992/7, 93/27545, where it was accidentally misspelt as Eliasson Formation.|||||N|
Elimberrie Formation|6061|Elimberrie Beds|6059|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Proterozoic||||Proterozoic|||||||No|42710||||||See also Elimberrie Bioherms.|||||N|
Eliot Range Dolomite|30279|Ruby Plains Dolomite|30207|||Yes|Formation, beds|Formal|Resvd name published|Defined|Ruby Plains Group|30278|||Cryogenian|||biozone|Tonian|||biozone||300|WA|Yes|43299|23621|Blake D.|30/APR/96|Hocking, R.|22/APR/99|East Kimberley, Gordon Downs 1:250 000 sheet area. Overlying & underlying units may be conformable or disconformable. Previously mapped as part of Bungle Bungle Dolomite. Distinguished on basis of stromatolite fauna. Correlates with Heavitree Quartzite and Bitter Springs Formation (Amadeus Basin).|Dolomitic mudstone, siltstone and sandstone; minor dolomitic breccia and black chert; stromatolitic|argillaceous detrital sediment|sedimentary siliciclastic||N|
Eliza Formation|76742|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|Mount Palgrave Group|76740|||Stenian|1063||inferred|Stenian|1077||inferred||||No|69009||Howard, H.M. (GSWA)|17/JAN/12|||Talbot 1:250k sheet SG52-09. To be published: Werner, M, Howard, HM, Smithies, RH, Aitken, ARA and Medlin C 2012, Mount Eveline, WA Sheet 4345: Geological Survey of Western Australia, 1:100 000 Geological Series.|Rhyolite lavas, subvolcanic sills, and pyroclastic rocks, locally interlayered with volcanic sandstones and siltstones and minor basalt.|igneous felsic volcanic|||N|
Elizabeth Hill Supersuite|68738|||||Yes|Supergroup|Formal|Resvd name published|Briefly described|||||Mesoarchean||||Mesoarchean|||||||No|64174||Van Kranendonk, M.|13/APR/05|||For use on PINDERI HILLS map sheet; near Dampier.  Named for Elizabeth Hill Mine.  Reserved name published as Elizabeth Hill Suite.  Age: c.3068Ma.|Granodiorite, monzogranite, tonalite, leucogranite, pegmatite; interleaved in places.|igneous felsic intrusive|||Y|
Ellawarrina Monzogranite|36899|||||Yes|Formation, beds|Formal|Other new published name|Defined|Yule Granitoid Complex|33198|Sisters Supersuite|68741|Archean||||Archean|3165||||||No|23598|23598|||||Type Locality: 21 30' 00''E, 117 58' 10''S.  Omitted from Pilbara lithostrtigraphy revision (GSWA Record 2006/15), but now tentatively placed in the Sisters Supersuite (M. Van Kranendonk, GSWA, 2008).|Biotite - bearing monzogranite|igneous felsic intrusive|||Y|
Ellendale 11 Lamproite|6075|Ellendale 11 lamproite|6076|||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 16 Lamproite|24949|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 2 Lamproite|6077|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 23 Lamproite|6078|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 31 Lamproite|6079|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 38 Lamproite|6080|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 7 Lamproite|6082|Ellendale 7 lamproite|6083|||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale 9 Lamproite|6084|Ellendale 9 lamproite|6085|||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|41158||||||Informally named unit of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08).|||||Y|
Ellendale Formation|6087|Ellendale Beds|6086|||Yes|Formation, beds|Formal|Variation of published name|Described|Oscar Range Group|14667|||Neoproterozoic||||Mesoproterozoic|||||||No|42710||||||This name takes precedence over the informally named Elendale Lamproite (numbered) units of the Miocene Ellendale Lamproite Province or Field (email R.Hocking 20/11/08). Cryogenian as age for parent unit Oscar Range Group in the 2006 edition of GSWA's 1:500k Bedrock Geology of WA.|Cross bedded and rippled grey-green to brown phyllitic sandstone, feldspathic sandstone and minor siltstone and cobble and boulder conglomerate, overlain by laminated siltstone with occasional hematite lenses|sedimentary siliciclastic|argillaceous detrital sediment||N|
Ellington Granite|39349|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Archean||||Archean|2662|3|isotopic, Pb/Pb||||No|24091|||||||||||Y|
Ellis Sandstone|6108|Ellis Formation|28531|||Yes|Formation, beds|Formal|Other new published name|Defined|||||Neoproterozoic||||Neoproterozoic|||||||No|48842|48842|||||Not to be confused with Ellis Formation in the Antarctic. Interfingers with Sir Frederick Conglomerate.|Cross-bedded quartz sandstone and pebbly sandstone; may be kaolinitic; minor interbedded calcareous sandstone and siltstone.|sedimentary siliciclastic|||N|
Elma Conglomerate|68859|Mount Elma Conglomerate|32739|||Yes|Formation, beds|Formal|Resvd name published|Fully described|||||Famennian||||Frasnian|||||||No|44231||Hocking, R.|04/MAY/05|||To replace the obsolete Mount Elma Conglomerate. Interbedded locally with Pillara, Nullara and Sadler Limestones, and Virgin Hills Formation|Quartzite-dominated cobble to boulder conglomerate; minor coarse-grained arkosic sandstone;|feldspar- or lithic-rich arenite to rudite|||N|
Elsa Sandstone Member|23577|Elsa Sandstone|6113|||Yes|Member, phase|Formal|Variation of published name|Briefly described|Worral Formation|24124|||||||Silurian|||||||No|40837||P.Lehmann|20/JAN/84||||||||N|
Elsie Creek Tonalite|73382|Elsie Creek granite|32596|||Yes|Formation, beds|Formal|Resvd name published|Defined|||Emu Pool Supersuite|68766|Paleoarchean|3290|||Paleoarchean|3299||||||No|65724|65829|Hickman, A.|28/MAY/07|||For use on map sheet 3055; nearest town is Nullagine. To be published: YILGALONG 1:100K Geol. Series map (2005). Defined in Yilgalong Explan. Notes to be pub: June 2007. Intrusion of Emu Pool Supersuite forming most of Yilgalong Granitic Complex.|Metamorphosed, foliated to gneissic, biotite tonalite and granodiorite; minor monzogranite.|igneous felsic intrusive|||Y|
Elvire Formation|6117|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Albert Edward Group|24651|||Ediacaran||||Ediacaran|639|47|isotopic, Rb/Sr||100|WA|No|44317|45047|||||Ruby Plains 1:100 000 sheet area. Defined as Adelaidean age. Thin bedded argillite; minor quartz sandstone.|Thinly bedded to laminated, partly micaceous, red-brown shale and green siltstone with minor thinly bedded lithic and quartzose sandstone mainly near the top and bottom|argillaceous detrital sediment|sedimentary siliciclastic||N|
Emanuel Formation|25894|Emanuel Limestone|6124|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Prices Creek Group|15573|||Middle Ordovician||||Early Ordovician|||||775|WA|No|44404|45153|||||See also Lexicon.|Shallow-marine siltstone, shale and limestone, with lesser sandstone.Fossiliferous.|sedimentary carbonate|argillaceous detrital sediment||N|
Emerald Mine Greenstone Complex|40510|||||Yes|Group, Suite|Informal|Other new published name|Briefly described|||||Archean||||Archean|||||||No|24531||||||Informal name for a greenstone belt which apparently contains no Strelley Pool Formation, as do many of the other greenstone belts in the East Pilbara Terrane - 11 out of 20 have identified Strelley Pool Formation within them. See also the informally presented Emerald Mine greenstone complex.|||||N|
Emeriau Sandstone|28532|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Neogene||||Late Cretaceous|||||30|WA|No|44998|45153|||||See also lexicon.  See also the misspelt Emiriau Sandstone.|Fine- to coarse-grained poorly sorted sandstone; conglomerate|sedimentary siliciclastic|||N|
Emma Member|23579|||||Yes|Member, phase|Formal|Resvd name published|Described|Calypso Formation|23457||||||||||||||No|42615||Hocking R.M.|18/JAN/93|||Described in GSWA Record 1992/7, 93/27545.|||||N|
Empress Shale|38791|Empress Formation|6150|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Woolyeenyer Formation|20591|||Archean||||Archean|||||||No|23926|||||||||||N|
Emu Point Member|76051|||||Yes|Member, phase|Formal|Other new published name|Described|King Leopold Sandstone|9602|||Statherian||||Orosirian|||||||No|64748|||||||Poorly-sorted quartz-pebble and sst-boulder conglomerate; coarse-grained sandstone|sedimentary siliciclastic|||N|
Emu Pool Supersuite|68766|Emu Supersuite|69687|||Yes|Supergroup|Formal|Resvd name published|Described|||||Paleoarchean|3290|||Paleoarchean|3324||||||No|65724||Van Kranendonk, M.|20/APR/05|||For use on SPLIT ROCK sheet; near Marble Bar. Includes some 19 granites. Previously published as Emu Supersuite (GSWA Annual Review 2003-04: Van Kranendonk et al, "Event stratigraphy..."). Not related to Emu Suite in Queensland. In East Pilbara Terrane.|Monzogranite, hornblende-biotite monzogranite, syenogranite, tonalite, granodiorite, mafic tonalite, quartz diorite|igneous felsic intrusive|igneous intermediate intrusive||Y|
Emull Gabbro|34449|||||Yes|Formation, beds|Formal|Other new published name|Described|||Sally Downs Supersuite|31785|Paleoproterozoic|1805|||Paleoproterozoic|1835||||||No|22754||||||Part of the Bow River batholith. Age: c. 1835-1805Ma.|Medium to fine grained gabbro, quartz gabbro and tonalite; locally extensively veined by granitic rocks|igneous mafic intrusive|||Y|
Enacheddong Dolomite|25897|Enacheddong Formation|6169|||Yes|Formation, beds|Formal|Variation of published name|Defined|Manganese Group|11171|||Mesoproterozoic||||Mesoproterozoic||||||WA|No|43056|41669||||||Dolomite, dolarenite, shale, chert|sedimentary carbonate|argillaceous detrital sediment||N|
Enderby Formation|6177|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|Dingo Group|5509|||Middle Jurassic||||Middle Jurassic|||||||No|31604|||||||||||N|
Eneabba Formation|29284|Eneabba Member|6181|||Yes|Formation, beds|Formal|Variation of published name|Redefined|||||Early Jurassic||||Early Jurassic|||||854||No|42687|43347|||||Briefly described in RefID: 22814. Formerly of Cockleshell Gully Formation (name now abandoned) as Eneabba Member.|Feldspathic sandstone interbedded with local minor conglomerate and multicoloured claystone and siltstone; rare coal|sedimentary siliciclastic|organic-rich rock||N|
Enga Sandstone|6185|Enga Formation|6184|||Yes|Formation, beds|Formal|Variation of published name|Defined|Langfield Group|10161|||Tournaisian||||Tournaisian|||||160|WA|No|44965|41864|||||See also Lexicon. Max. thickness: <150m. Formerly called "Snowie Sandstone"|Well sorted, medium-grained quartz sandstone, calcareous in part, siltstone, shale, quartzic limestone; fossiliferous|sedimentary siliciclastic|||N|
Enokurra Sandstone|6199|Enokurra Grit|32756|||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Proterozoic||||Proterozoic||||||WA|No|34203|36293||||||Sandstone||||N|
Enterprise Dolerite|69188|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Archean||||Archean|||||||No|60627|||||||||||N|
Entia Gneiss|6208|||||Yes|Formation, beds|Formal|Variation of published name|Described|Harts Range Group|8120|||Statherian|1766||isotopic, Pb/Pb|Statherian|1767|2|isotopic, U/Pb||||No|44964||||||Currently used as a constituent of the Entia Gneiss Complex. Geological Province: Arunta Block (Division 2). Formerly of the Harts Range Group|Quartzofeldspathic gneiss; layered amphibolite: conspicuously interlayered|high grade metamorphic rock|||N|
Eramurra Monzogranite|68508|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Maitland River Supersuite|68668|Archean|2982|5||Archean|2982|5|||||No|64174|63441|Hickman, A.  (GSWA)|30/MAR/05|Hocking, R.|03/MAY/06|New name added in nomenclatural revision in GSWA Record 2006/15 (Van Kranendonk). Also, to be used on FORTESCUE map sheet; nearest town Karratha. Age: 2982+/-5Ma.|Seriate biotite monzogranite containing mafic schleiren and veins of pegmatite. Composite, including pegmatite veins of Sisters Supersuite rock.|igneous felsic intrusive|||Y|
Erayinia Granite Complex|74600|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Archean|2645|12||Archean|2660||||||No|60555||||||See also Erayinia Granitic Suite and Erayinia Granitoid Complex.|Syenogranite, quartz syenite, syenite, quartz monzonite; syenite group|igneous felsic intrusive|igneous intermediate intrusive||N|
Erayinia Granitic Suite|75274|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Archaean||||Archaean|||||||No|65264||||||See also Erayinia Granite Complex and Erayinia Granitoid Complex.|Ranges in composition from monzogranite to quartz syenite and syenite, typically with hornblende or clinopyroxene, and locally with abundant mafic xenoliths; massive to moderately foliated; strong shearing in mafic enclaves.||||Y|
Eremophila Member|78344|||||Yes|Member, phase|Reserved|Reserved|Reserved||||||||||||||||No|||Allen, H. (GSWA)|19/AUG/13|||Replacing the informal WMC term eremophila red beds, exists in petroleum wells of the Barbwire Terrace, Canning Basin.
wheretobepublished = A Revised Subsurface Devonian Stratigraphy for the Central and Southern Canning Basin. GSWA Report to be published early 2014. Map sheet = Dummer. Unit in ? Formation (TBA).|||||N|
Erica Sandstone|6229|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Redcliff Pound Group|15983|||Neoproterozoic||||Neoproterozoic|||||700|WA|Yes|29809||Blake D.H.|15/MAR/73||||Shallow marine, well sorted, mainly fine to medium grained, sublithic and minor quartz sandstone, siltstone, shale and glauconitic sandstone; cross bedded, ripples; minor conglomerate|sedimentary siliciclastic|||N|
Erong Granite|33441|||||Yes|Formation, beds|Formal|Resvd name published|Described|||||Paleoproterozoic||||Paleoproterozoic|1800||||||No|23781||Tyler I.|09/NOV/98|||Gascoyne region.|Medium- to coarse-grained muscovite-biotite-garnet monzogranite, granite and pegmatite.||||Y|
Errabiddy Formation|31762|Errabiddy Sandstone|6243|||Yes|Formation, beds|Formal|Variation of published name|Described|Badgeradda Group|863|||Neoproterozoic||||Mesoproterozoic|||||||No|43835|||||||Feldspathic sandstone with minor pebble conglomerate lenses.|sedimentary siliciclastic|||N|
Erskine Sandstone|6256|Erskine Series""|6257|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Middle Triassic||||Early Triassic|||||270|WA|No|44479|45153|||||See also Lexicon.|Fluvial very fine to medium grained parallel-and cross-bedded micaceous sandstone with minor siltstone and mudstone; plant macrofossils and palynomorphs|sedimentary siliciclastic|argillaceous detrital sediment||N|
