Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Delegate Suite|31500|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||Delegate Supersuite|31499|Early Devonian||||Silurian|||||||No|42726|||||||||||Y|
Delegate Supersuite|31499|||||Yes|Supergroup|Formal|Other new published name|Briefly described||||||||||||||||No|42726|||||||||||Y|
Dellwood Ignimbrite Member|36826|Dellwood Ignimbrite|35761|||Yes|Member, phase|Formal|Resvd name published|Defined|Emmaville Volcanics|6143|||Late Permian||||Permian|||||||No|23859|23859|||||Type Locality: 399000E, 6746000N|||||N|
Delungra Volcanic Suite|69824|||||Yes|Group, Suite|Formal|Resvd name published|Defined|||||Early Miocene|19|||Late Oligocene|24||||||No|63347|63347|Dawson, M. (GSNSW)|21/NOV/05||||Lithologies include mafic flows, intrusions and volcaniclastic rocks of theoleiitic and alkaline composition.||||N|
Demon Creek Granite|5360|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|30911|||||||||||Y|
Dempsey Formation|5365|Dempsey Beds|5364|||Yes|Formation, beds|Formal|Variation of published name|Described|Tomago Coal Measures|18289|||Late Permian||||Late Permian|||||590||No|43491|||||||Siltstone, sandstone, tuff; minor carbonaceous claystone; several coal seams.||||N|
Denman Formation|25877|||||Yes|Formation, beds|Formal|Other new published name|Defined|Wittingham Coal Measures|20334|||Permian||||Permian|||||30|NSW|No|29942|40805||||||||||N|
Depot Glen Formation|76024|Depot Glen beds|21640|||Yes|Formation, beds|Formal|Variation of published name|Defined|Teltawongee Group|37348|||Cambrian|504.5|2.6|isotopic, U/Pb-Pb/Pb ion probe|Cambrian|||||||No|66921|66623|||||Felsic tuffs dated (Koonenberry Explan Notes p37, 348. RefID66623).|Strongly-cleaved metamudstone (phyllite); interbedded metasiltstone and subarkose sandstone (containing detrital muscovite); regionally metamorphosed to greenschist facies.|metasedimentary siliciclastic|||N|
Derale Sandstone|5387|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Mount Knowles Group|30853|||Famennian||||Late Devonian|||||800||No|43476|23170|||||Formerly considered part of Lambie Group.|Richly fossiliferous quartz arenite and sublithic arenite, rare shale.||||N|
Deriah Formation|5391|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Ladinian||||Ladinian|||||160||No|41472|||||||Fine to medium grained lithic sandstone rich in volcanic fragments with common mudstone clasts overlain by off-white lithic sandstone and dark grey mudstone.|feldspar- or lithic-rich arenite to rudite|||N|
Dering Siltstone|26517|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|Teamsters Creek Subgroup|17916|||Neoproterozoic||||Neoproterozoic III|||||200||No|30261|||||||Finely laminated and well-bedded siltstone.||||N|
Derra Derra Volcanics|69826|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Delungra Volcanic Suite|69824|Early Miocene|23||isotopic, K/Ar|Late Oligocene|28||||150||Yes|63347|63347|Dawson, M. (GSNSW)|22/NOV/05|||Interfingers with Bingara Volcanics.|Quartz- and olivine-bearing tholeiitic basalt and diamond-bearing gravels.||||N|
Derrida Phase|74616|Derrida Granite|5396|||Yes|Member, phase|Informal|Variation of published name|Described|Ungarie Granite|18839|||Wenlock||||Llandovery|||||||No|61964||||||Describes a part of the Ungarie Granite, formerly mapped  separately as "Derrida Granite" (Chappell et al, 1991) - with different chemical properties and enhanced prospectivity compared with the rest of Ungarie Granite. On NYMAGEE sheet.|Equigranular, fine- to medium-grained cordierite-biotite granite|igneous felsic intrusive|||N|
Derringullen Formation|5398|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Silurian||||Late Silurian|||||||No|29993|||||||||||N|
Derriwong Group|5403|Derriwong beds|5406|||Yes|Group, Suite|Formal|Variation of published name|Fully described|||||Early Devonian||||Late Silurian|||||100||No|36066||||||Equivalent of the Combaning Formation. Includes Lochkovian vertebrate fossil fauna (See "Derriwong Beds")|Sandstone, siltstone, shale, basal polymictic conglomerate; porphyritic rhyolitic volcanics and shallow intrusives; minor limestone|sedimentary siliciclastic|igneous felsic volcanic||N|
Deua Formation|5426|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Minuma Range Group|11947|||Late Devonian||||Late Devonian|||||360|NSW|Yes|39028|40276|Owen M.|01/APR/82|Russell, T.|14/SEP/82|Contains marine sediments and fish fauna. Includes brachiopods and bivalves.|Medium to fine purplish quartzofeldspathic sandstone, minor shale|feldspar- or lithic-rich arenite to rudite|||N|
Devils Chimney breccia pipe|76949|Devils Chimney|5429|||Yes|Formation, beds|Informal|Variation of published name|Reserved|||||Neogene||||Mesozoic|||||||No|||||||See previous name for definition.|A 60m tall heterolithic volcanic breccia pipe. Clast-supported breccia material includes sedimentary, mafic and ultramafic igneous rock clasts. Matrix is fine-grained and turbid hematite- and goethite-pigmented kaolinite|igneous volcanic|||N|
Devils Elbow Limestone Member|5432|||||Yes|Member, phase|Informal|Resvd name published|Briefly described|Silver Gully Formation|16884|||Devonian||||Devonian|||||||No|42376||||||Name may be obsolete.|||||N|
Devils Pulpit Member|34256|||||Yes|Member, phase|Formal|Variation of published name|Fully described|Tangerang Formation|27094|||Pragian||||Lochkovian|||||200||No|22678||||||Reservation of Devils Pulpit Sandstone Member lapsed 1984. Reservation of Devils Pulpit Tuff Member lapsed 1992.|Massive, thick-bedded, occasionally graded, rhyolitic polymictic volcanic breccia + rare fossil fragments, intercalated with thick-bedded, often graded, coarse- and fine-grained volcanic sst, minor laminated vitric mudstone.||||N|
Devonian felsic to mafic volcanics 76557|76557|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Devonian|354|||Early Devonian|410||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly a bimodal mixture of mafic and felsic volcanics; may include andesites|igneous mafic volcanic|igneous felsic volcanic||N|
Devonian granites 76552|76552|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Devonian|384|||Early Devonian|410||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Mainly felsic intrusive rocks.  Range in composition from alkali feldspar granite to tonalite; includes associated rocks such as migmatite and minor gabbro and diorite.|igneous felsic intrusive|||Y|
Devonian sedimentary rocks 76555|76555|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Devonian|384|||Early Devonian|410||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Devonian sedimentary rocks 76556|76556|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Devonian|384|||Early Devonian|410||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Devonian to Carboniferous felsic to mafic volcanics 76549|76549|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Mississippian|333|||Middle Devonian|384||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly a bimodal mixture of mafic and felsic volcanics; may include andesites|igneous mafic volcanic|igneous felsic volcanic||N|
Devonian to Carboniferous sedimentary rocks 76547|76547|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Mississippian|314|||Early Devonian|410||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Devonian to Carboniferous sedimentary rocks 76548|76548|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Mississippian|333|||Middle Devonian|384||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Devonian to Carboniferous volcaniclastic sedimentary rocks 76546|76546|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Mississippian|314|||Late Devonian|368||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly volcaniclastic sedimentary rocks.|sedimentary|||N|
Dewrang Group|24917|Dewrang Formation|5442|||Yes|Group, Suite|Formal|Unknown or process pending|Defined|||||Late Permian||||Late Permian|||||580||No|40872|44244|||||Of the Gloucester Basin (New England Fold Belt).|||||N|
Dhruwalgha Tinguaite|5445|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Late Triassic||||Late Triassic|||||||No|43346|43346||||||||||N|
Dicksons Road Dacite Member|27141|||||Yes|Member, phase|Formal|Unknown or process pending|Defined|Florida Volcanics|6774|||Early Devonian||||Early Devonian||||||NSW|No|35287|39618||||||||||N|
Dicky Cooper Monzogranite|77039|Dicky Cooper Adamellite|32264|||Yes|Formation, beds|Reserved|Variation of published name|Reserved|||Bullenbalong Suite|2895|Silurian||||Silurian|||||||No|||Blevin, P. (GSNSW)|10/JUL/12|||Name updated to meet IUGS standards.|Biotite monzogranite commonly containing cordierite|igneous felsic-intermediate intrusive|||Y|S-type
Digby Formation|5470|Digby Beds|5469|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Early Triassic||||Late Permian|||||250||No|38614|||||||Poorly sorted pebble to boulder orthoconglomerate, rare sandstone.|sedimentary siliciclastic|||N|
Digby Formation, Napperby Formation|42287|||||Yes|Subgroup|Informal|Variation of published name|Not recorded|||||Ladinian||||Induan|||||||No|||||||Informal grouping of units to be used for New South Wales 1:1 million geological map, National Maps Project.|Poorly sorted, pebble to boulder orthoconglomerate; finely laminated quartzose sandstone and siltstone interbedded with thick, massive or crossbedded quartzose sandstone|sedimentary siliciclastic|||N|
Dights Creek Coal|5479|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|Glen Gallic Subgroup|27417|||Late Permian||||Late Permian|||||||No|29942|||||||Durain rich coals separated by tuffaceous claystone.|organic-rich rock|igneous felsic volcanic||N|
Dights Hill Tonalite|28505|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|31278|||||||||||Y|
Digilah Formation|5480|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Middle Jurassic||||Early Jurassic|||||30||No|31326||||||Of Loughnan and Evans (1978). Formerly (?) the upper section of the Purlawaugh Formation, which overlay the Ukebung Formation, representing the lower section of Pulrawaugh Formation|Monotonous succession of thinly bedded mudstones and siltstones, lenticular beds of clay-ironstone||||N|
Dignams Siltstone|37357|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|Bendoc Group|1474|||Late Ordovician||||Late Ordovician|||||||No|50234||Scott, M.|19/FEB/02|||Goulburn 1:100 000, Kingsdale 1:25 000 sheet areas.|Grey to cream ripple laminated to medium-bedded siltstone with minor mudstone and quartzose fine-grained sandstone.||||N|
Dilga Formation|27390|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned|||||Devonian||||Silurian|||||||No|43476|||||||||||N|
Dingo Road Basalt Member|78493|||||Yes|Member, phase|Informal|Other new published name|Described|Comerong Volcanics|25853|||Late Devonian||||Middle Devonian|||||||No|66768|||||||||||N|
Dinoga Formation|29267|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Late Carboniferous||||Middle Cambrian||||||NSW|Yes|41328|41328|Aitchison J.C. et al.|31/MAY/07||27/FEB/91|In Central Block and Woodsreef Melange.|Siltstone; quartz and lithic wacke; minor mudstone and conglomerate.||||N|
Dirnaseer Gabbro|21669|||||Yes|Formation, beds|Formal|Resvd name published|Described|||||Late Devonian||||Late Devonian|||||||No|44192||Warren A., Gilligan L., Raphael N.|22/NOV/93|||Cootamundra 1:250 000 notes|Olivine gabbro, troctolite, anorthosite, gabbro, norite|igneous mafic intrusive|||Y|
Discovery Limestone|35865|||||Yes|Member, phase|Formal|Other new published name|Briefly described|||||Middle Cambrian||||Middle Cambrian|||||||No|23336||||||Parent probably Coonigan Formation.|||||N|
Djuan Tonalite|5547|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Early Triassic|234.8|8|isotopic, K/Ar|Late Permian|263.7|.9|isotopic, Ar/Ar|||QLD|Yes|42525|30303|||Withnall, I.|20/MAR/08|DEFINITION CARD  rec'd March 2008.|Tonalite, appinite, hornblendite.  Detailed lithology given in the UNIT DEFINITION section.|igneous felsic intrusive|||Y|
Dochra Siltstone Member|26521|||||Yes|Member, phase|Formal|Unknown or process pending|Described|||||Late Permian||||Late Permian|||||||No|43447|||||||||||N|
Docker Head Claystone Member|5553|||||Yes|Member, phase|Formal|Unknown or process pending|Fully described|Banks Wall Sandstone|1065||||||||||||||No|31886|||||||||||N|
Doctor George Granite|23549|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||Mumbulla Suite|30468|Late Devonian||||Middle Devonian|||||||No|38320||B.W.Chappell|27/OCT/75||||Fine leucogranite|igneous felsic intrusive|||Y|
Dodger Diorite|5556|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|||Boggy Plain Suite|2091|Early Devonian||||Late Silurian|||||||No|40882|||||||||||Y|
Dog Trap Creek Formation|23550|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Avon Subgroup|802|||Late Permian||||Late Permian|||||150||No|40872|44244|M.Lennox|20/MAR/85|||For use in Stroud-Gloucester Trough. To be used for sedimentary fm.only.|Cyclic succession of shale, siltstone and sandstone.||||N|
Doncaster Member|5593|||||Yes|Member, phase|Formal|Variation of published name|Defined|Wallumbilla Formation|19323|||Aptian||||Aptian||||150|300|QLD|No|44406|45110|||||Eromanga & Surat Basins.|Mudstone, siltstone; minor quartz sandstone in part glauconitic, silty limestone, gypsum.|sedimentary siliciclastic|sedimentary non-carbonate chemical or biochemical||N|
Donganelly Formation|36335|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|Mount Fairy Group|26052|||Ludlow||||Wenlock|||||||No|50234||Pogson D.|20/AUG/01|||Goulburn 1:100 000 sheet area.|||||N|
Donkey Gap Gabbro|5605|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|42726|||||||||||Y|
Donovan Basic Complex|24250|||||Yes|Group, Suite|Formal|Resvd name published|Defined|||||Late Devonian|355|13|isotopic, Rb/Sr|Early Devonian||||||NSW|Yes|39028|40276|D.Wyborn|30/NOV/79|Russell, T.|14/SEP/82|Used on the Araluen 1:100 000 sheet.|Gabbro, quartz gabbro, granophyre|igneous mafic intrusive|||N|
Doona Coal Member|77387|||||Yes|Member, phase|Informal|Variation of published name|Reserved|Trinkey Formation|18599|||Permian||||Permian|||||||No|||Greenfield, J. (GSNSW)|14/JUN/12|||See also Doona Seam.|Coal: Typically 3-4m thick in Caroona area, dull and banded coal with thin beds and laminae of tuffaceous claystone throughout|organic-rich rock|argillaceous detrital sediment||N|
Doona Sandstone Member|5620|||||Yes|Member, phase|Formal|Unknown or process pending|Briefly described|Ukebung Formation|18777|||Late Jurassic||||Middle Jurassic|||||3||No|35095||||||Not related to Doona Coal Member.|Dull grey to white, fine to medium-grained arenite.||||N|
Doona Seam|77246|||||Yes|Formation, beds|Informal|Other new published name|Mentioned|Black Jack Group|1798|||Late Permian||||Late Permian|||||||No|68004|||||||Interbanded stony coal and tuff.|organic-rich rock|igneous felsic volcanic||N|
Doonbah Clay|5621|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|40726|||||||||||N|
Doonbara Formation|5622|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Miocene||||Oligocene|||||40||No|33820||||||Probably not in QLD? NSW uses this unit in the 2009 Koonenberry notes.|Alluvial, colluvial and residual clastics, commonly silicified or ferruginised. Ferruginous quartzose sandstone and granule conglomerate with maghemite pisolites.|feldspar- or lithic-rich arenite to rudite|||N|
Doone Member|23553|||||Yes|Member, phase|Formal|Resvd name published|Defined|Rast Group|23935|||Devonian||||Devonian|||||350|NSW|No|41394|41394|S.Trigg|29/OCT/82|||Defined in Ref. 88/26134 P68|Arenite and granule-cobble conglomerate.||||N|
Doongala Chert Member|39535|||||Yes|Member, phase|Formal|Resvd name published|Described|Clements Formation|32694|||Darriwilian||||Darriwilian|||||||No|62405||Colquhoun, G.|27/OCT/03|||To be used on 1:100 000 map sheet 8230. Within the Wagga Group.|Includes thin chert beds (up to 10m thick) which pass laterally into quartz sandstone turbidites and shale of undifferentiated Clements Fm. Forms rare outcrops + abundant scree of v. fractured chert; numerous conodonts, radiolarians.||||N|
Doonside Formation|5628|||||Yes|Formation, beds|Formal|Other new published name|Defined|Curtis Island Group|5093|||Carboniferous||||Devonian||||||QLD|No|38406|31659||||||Chert, jasper, mudstone, siltstone, lithic sandstone, tuff, limestone, and altered basalt.|sedimentary non-carbonate chemical or biochemical|argillaceous detrital sediment||N|
Dooralong Shale|24252|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Narrabeen Group|13874|||Late Permian||||Late Permian||||8|201|NSW|Yes|36042|39660|R.Uren|25/NOV/77|Hawke, J.|12/JUL/78||Interbedded siltstone and claystone, and fine to coarse-grained sandstone.||||N|
Dormans Flat Granite|41585|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Triassic||||Triassic|||||||No|63732||||||To be used on Warwick and Tweed Heads 1:250 000 map sheets, GSQ - map symbol Rgsf.   Also to be used on Queensland 1:1million geological map, National Maps Project. In Geology of Queensland 2013, p458.|Pale pinkish grey to pale reddish brown, fine grained, highly porphyritic, (allanite-titanite) biotite monzogranite.|igneous felsic intrusive|||Y|
Dorrigo Mountain Complex|5642|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Late Carboniferous||||Late Carboniferous|||||||No|31806|||||||Microdiorite, microgranite; other minor intrusives and plutons of unknown affinity|igneous felsic intrusive|||Y|I-type
Dorroughby Tuff Member|5644|Dorroughby Tuff|30762|||Yes|Member, phase|Formal|Variation of published name|Mentioned|Nimbin Rhyolite|14148||||||||||||||No|43881|||||||||||N|
Double Peak Volcanics|23556|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Mount Hope Group|25281|||Lochkovian||||Lochkovian||||||NSW|No|37772|41126|E.Scheibner|23/JUL/80||||||||N|
Doubtful River Gabbro|5654|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Late Ordovician||||Late Ordovician|445|10|isotopic, K/Ar||||No|45147|||||||Gabbro, diorite, metabasic intrusives, pyroxenite|igneous mafic intrusive|||Y|
Douro Group|5668|Douro Volcanics|5674|||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Ludlow||||Llandovery||||||NSW|No|30731|35070|||||Used on the new GOULBURN 1:250 000 sheet (2006) also. Includes Hawkins Volcanics, age: 433.7 Ma.|||||N|
Dowd Formation|24929|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Toongi Group|26178|||Late Silurian||||Late Silurian|||||720|NSW|No|43476|40328||||||Fine-grained sandstone, shale, lithic sandstone, rhyolite, calcarenite.||||N|
Downderry Limestone Member|5685|||||Yes|Member, phase|Formal|Unknown or process pending|Defined|Ballingoole Limestone|28166|||Eastonian||||Eastonian|||||7.5|NSW|No|33063|33063|||||Age determined by fossil assembleges.|||||N|
Downs Rhyodacite Member|37910|Downs Rhyodacite|30056|||Yes|Member, phase|Formal|Resvd name published|Defined|Clifden Formation|4147|||Carboniferous||||Carboniferous||||||NSW|Yes|24605|24605|Roberts, J.|02/FEB/96|Sutherland, F.L.|22/JAN/03|To be replaced by 'The Downs Rhyodacite Member' [GSNSW May-2011]|||||N|
Doyalson Formation|5686|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|34270|||||||||||N|
Doyles Creek Subgroup|5688|Doyles Creek Sub-Group|5687|||Yes|Subgroup|Formal|Unknown or process pending|Described|Wollombi Coal Measures|20362|||Late Permian||||Late Permian|||||60||No|41010|||||||||||N|
Doyles River Road Serpentinite|75835|||||Yes|Formation, beds|Informal|Other new published name|Mentioned||||||||||||||||No|65317||||||Probably accidentally 'formalised'. Only used in figure for serpentinite near Doyles River Road.  No description.|||||N|
Dr George Mountain Granite|5689|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||Mumbulla Suite|30468|Early Devonian||||Early Devonian|||||||No|42726||||||Briefly described. Formal name not intended|||||Y|
Drake Volcanics|28513|Drake volcanics|5698|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Wandsworth Volcanic Group|29113|||Late Permian||||Early Permian|||||1500||No|43385||||||DEFINED as Drake Andesite in 79/04313. See also Cataract River Formation.|Complexly interbedded rhyodacitic to andesitic flows, tuffs, breccias and volcanolithic sediments; including porphyritic lava, rhyolitic to andesitic crystal-lithic tuff, breccia and agglomerate. Also epiclastic sediments and subvolcanic intrusives.|igneous felsic volcanic|igneous intermediate volcanic||N|
Dramoore Granodiorite|21693|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Cooma Suite|4573|Late Silurian||||Late Silurian|||||||No|43233||Lewis P.C.|07/APR/94|||Bega 1:250 000 sheet area|Foliated granodiorite and tonalite|igneous felsic intrusive|||Y|
Drik-Drik Formation|27392|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Tamworth Group|17757|||Devonian||||Devonian|||||550||No|43400|43400|||||See also Drik Drik Formation.|Breccia, siltstone, sandstone.||||N|
Drildool beds|32375|Drildool Beds|39319|||Yes|Formation, beds|Informal|Other new published name|Described|||||Barremian||||Hauterivian|||||280||No|43277||||||Nyngan 1:250 000 sheet area. Great Australian Basin. Lateral equivalent of Bungil Formation.|Grey, fine grained lithic sandstone, laminated interbedded and intermixed with siltstone, mudstone and minor thin coal seams. Rare mudstone breccia. Sporadic pebbles, siderite nodules and fragments of mudstone and coal.|sedimentary siliciclastic|||N|
Dripstone Formation|30526|Dripstone Group|5704|||Yes|Formation, beds|Formal|Variation of published name|Defined|Mumbil Group|13411|||Llandovery|436|4||Llandovery|||||545||No|23225|23170|Scott M.|25/SEP/96|||Wellington &/or Euchareena 1:100 000 sheet area.|Rhyolitic to felsitic tuff and tuffaceous sandstone; siltstone; mafic to felsic lava; limestone.|igneous felsic volcanic|sedimentary siliciclastic||N|
Drogheda Volcanics|29673|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Crudine Group|4970|||Middle Devonian||||Early Devonian|||||500|NSW|No|43639||Wyborn D. for Lachlan NGMA.|04/SEP/95|||Originally reserved to  replace Kowmung Volcaniclastics in Bathurst 1:250 000 sheet area; however, does not appear to have done so [Dec/2005 PP]. Type section along tributary of Tuglow River.  May be genetically related to the Bindook Complex.|Consists of a succession of rhyolite ignimbrite and pyroclastic surge and fall deposits.||||N|
Drouin Conglomerate Member|73366|||||Yes|Member, phase|Formal|Resvd name published|Briefly described|Meryula Formation|11741|||Early Devonian||||Late Silurian|||||||No|69094||Burton, G.|22/MAY/07|||For use on map sheet 8135; nearest town is Coolabah. To be published: 2008? Explan.Notes for Sussex abd Byrock 1:100K map sheets, GSNSW. Within the Kopyje Group (Cobar Supergroup).|Massive to rarely bedded matrix- to clast-supported conglomerate, pebbly sandstone and sandstone; minor chert and vein quartz|sedimentary siliciclastic|||N|
Dryden Sandstone Member|23562|||||Yes|Member, phase|Formal|Resvd name published|Defined|Burthong Formation|3177|||Devonian||||Devonian|||||200|NSW|No|41528|41528|Trigg S.|05/OCT/82|||Defined in Ref. 89/26448 P65|||||N|
Drysdale Conglomerate Member|24931|Drysdale Conglomerate|5731|||Yes|Member, phase|Formal|Variation of published name|Redefined|Chesney Formation|3959|||Lochkovian||||Lochkovian||||||NSW|Yes|29621|43774|Baker C.J., Schmidt B.L., Sherwin L.||Bryan, J.H.|27/OCT/75||||||N|
Duckhole Coal Member|77591|||||Yes|Formation, beds|Reserved|Variation of reserved name|Reserved|Four Mile Creek Subgroup|28559|||Permian||||Permian|||||||No|||Greenfield, J. (GSNSW) after R.A.Britten|14/JUN/12|||Sydney Basin. This name revived by GSNSW 14-JUN-2012.|Coal: dull and bright bands, rare stoney bands, thin shale beds - coaly to carbonaceous, grey hard sideritic mudstone, carbonaceous mudstone beds|organic-rich rock|argillaceous detrital sediment||N|
Duckmaloi Granite|5750|||||Yes|Formation, beds|Formal|Other new published name|Described|||Oberon Suite|31534|Carboniferous||||Carboniferous|||||||No|42726||||||Bathurst 1:250 000 sheet area. Intrudes Mumbil Group.|Grey, coarse-grained biotite granite|igneous felsic intrusive|||Y|I-type
Duddo Limestone|5752|Duddo limestone|5754|||Yes|Formation, beds|Formal|Other new published name|Defined|Murray Group|13544|||Middle Miocene||||Late Oligocene|||||130|VIC|No|34360|42966|||||Of Lawrence (1966). Retained as a formal unit through the Lawrence (1975) and Lawrence and Abele(1988) stratigraphic name revisions where it overlay Netherby Marl. It appears to have been excluded from the Murray Supergroup stratigraphic reclassification by Lukasik and James (1998); now reinstated in the Murray Group in South Australia but may have been replaced by Victoria? No; included in Murray Group in Vic as well (VandenBerg 2009).|Marine: calcarenite, bryozoal limestone; prodigiously fossiliferous|sedimentary carbonate|||N|
Dudley Coal|5755|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described||||||||||||||||No|39292|||||||||||N|
Dukes Basalt|39631|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described||||||||||||||||No|24087|||||||Composed of 2 sub-lithologies: massive basalt, and pillow basalt.|igneous mafic volcanic|||N|
Dulladerry Volcanics|29509|Dulladerry Rhyolite|5787|||Yes|Formation, beds|Formal|Variation of published name|Defined|Rocky Ponds Group|32475|||Frasnian|376|4|isotopic, U/Pb-Pb/Pb ion probe|Middle Devonian|||biozone||2300|NSW|No|43494|23214|||||Used in Narromine and Bathurst 1:250 000 sheet areas. 1993 ref says includes Lochkovian microvertebrate fauna . Originally assigned an Early Devonian age but now considered to be Middle Devonian (2006 ref). (see Dulladerry Rhyolite).|Quartz-K-feldspar phyric, welded rhyolitic ignimbrite, rhyolite lavas, volcanic breccia, basalt; minor andesite, volcaniclastic sandstone, siltstone, conglomerate.|igneous felsic volcanic|||N|A-type
Duluth Gabbro|37359|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned||||||||||||||||No|24037|||||||Gabbro||||Y|
Dumboy-Gragin Granite|5798|||||Yes|Formation, beds|Formal|Other new published name|Defined|||Mole Suite|73958|Anisian||||Nammalian||4|isotopic, U/Pb|||NSW|No|42748|42748|||||Source: DMR NAND04 Nandewar Geology Integration and Upgrade project 18 Nov 2003. Formerly part of Uralla Suite, Uralla Supersuite; now classed in the Mole Suite (Jun 2012).|Leucocratic, medium to coarse-grained syenogranite with K-feldspar megacrysts common and a micrographic to granophyric texture developed in places|igneous felsic intrusive|||Y|I-type
Dumboy-Gragin Suite|73938|||||Yes|Group, Suite|Reserved|Reserved|Unpublished|||Mole Supersuite|73955||||||||||||No|||Blevin, Bultitude & Champion|21/NOV/07|||Ref: Champion, Blevin and Bultitude, pers.comm., Nov. 2007.|||||Y|
