Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Black Gin Creek Formation|38739|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|23893|||||||||||N|
Black Jack Granodiorite|25788|||||Yes|Formation, beds|Formal|Other new published name|Defined|||Brittania Supersuite|34672|Early Devonian||||Late Silurian||||||QLD|No|42633|42750|||||See also Black Jack Granite. But Black Jack Group should take precedence, superseding Black Jack Formation and Black Jack Coal Measures (NSW and Qld).|Grey to pink, variably altered, biotite granite; hornblende-biotite granodiorite characterised by large blue quartz anhedra|igneous felsic intrusive|||Y|
Black Pinnacle Igneous Complex|30125|Black Pinnacle Complex|21263|||Yes|Group, Suite|Formal|Resvd name published|Fully described|||Bogie Suite|38250|Permian||||Carboniferous|||||||No|43093||||||Reserved as Black Pinnacle Complex.|Rhyolitic vitrophyre; spherulitic rhyolite and rhyolitic rudite; eutaxitic rhyolitic ignimbrite; sparsely porphyritic felsite and granophyre, syenogranite, monzogranite, tonalite, granodiorite|igneous felsic volcanic|||Y|
Black Pinnacle Igneous Complex - tonalite|69429|||||Yes|Member, phase|Informal|Variation of published name|Not recorded|Black Pinnacle Igneous Complex|30125|||Permian||||Carboniferous|||||||No|||||||Informal subdivision of the Black Pinnacle Igneous Complex to be used on the Queensland 1:1 million geological map, National Maps Project.|Hornblende-biotite tonalite and granodiorite, monzogranite, biotite arfvedsonite syenogranite, microdiorite|igneous felsic intrusive|||N|
Black Pinnacle Igneous Complex - vitrophyre|69428|||||Yes|Member, phase|Informal|Variation of published name|Not recorded|Black Pinnacle Igneous Complex|30125|Leichhardt Supersuite|34680|Permian||||Carboniferous|||||||No|||||||Informal subdivision of the Black Pinnacle Igneous Complex to be used on the Queensland 1:1 million geological map, National Maps Project.|Rhyolitic vitrophyre; spherulitic rhyolite and rhyolitic rudite; eutaxitic rhyolitic ignimbrite; sparsely porphyritic felsite and granophyre, syenogranite, monzogranite, tonalite, granodiorite|igneous felsic volcanic|||N|
Black Prince Granite|36162|||||Yes|Formation, beds|Formal|Other new published name|Described|||Nettle Suite|28005|Late Carboniferous||||Late Carboniferous|||||||No|23506|||||||Pale pink, medium-grained, porphyritic biotite granite; commonly extensively altered.|igneous felsic intrusive|metasomatic||Y|I-type
Black Snake Creek Granite|1837|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Early Triassic||||Early Triassic||||||NSW|No|33766|33476|||||Defined 1976. NOT Same unit as Black Snake Porphyry defined in 1995 in Goomeri 1:100 000 sheet (9345)|The bulk of the granitoid body is medium-grained, grey-pink granite with a very small amount of mafic minerals. The marginal phase is finer grained, averaging 1mm; it is grey-pink and has a saccharoidal texture|igneous felsic intrusive|||Y|I-type
Black Snake Porphyry|24729|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Early Triassic||||Middle Triassic|||||||No|40920|22846|||||Defined 1995.  NOT same unit as Black Snake Creek Granite in Drake 1:100 000 sheet area (9340).|Grey porphyritic quartz diorite to monzodiorite; porphyritic microdiorite|igneous intermediate intrusive|||Y|
Black Soil Andesite|27969|Black Soil|21265|||Yes|Formation, beds|Formal|Transferred from STRATLEX Mar 1995|Described|Agate Creek Volcanic Group|27313|||Early Permian||||Early Permian|||||400||No|43259||||||See also Black Soil Microgranite.|Greyish-green locally sparsely porphyritic augite-hypersthene-basaltic andesite with agate-filled amygdales; probably includes intrusive equivalents|igneous intermediate volcanic|||N|
Black Soil Microgranite|37804|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described||||||||||||||||No|23291||||||See also Black Soil Andesite.    |||||Y|
Black Stump Arkose|1843|Field River Beds|6636|||Yes|Formation, beds|Formal|Resvd name published|Defined|Keepera Group|9375|||Cryogenian||||Cryogenian|||||700|NT|Yes|8217|48990|Walter M.R.|25/JUL/06|Passmore, V.L.|26/MAY/80|Defn gives first ref as BMR Journal J0401/05. Type section on HAY RIVER sheet. See also Geology of Queensland 2013, p94.|Micaceous (to pebbly) arkose, sandstone, micaceous mudstone|sedimentary siliciclastic|||N|
Black Stump, Gnallan-a-gea and Sun Hill Arkoses; Little Burke and Yardida Tillites|78112|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Early Palaeozoic||||Neoproterozoic|||||||No|68553||||||Published in Queensland Geology 1:2 000 000 map (2012). To be used in GA 1:2.5m Bedrock Geology.|Sandstone, shale, conglomerate|sedimentary siliciclastic|||N|
Blackeye Granite|24188|Williams Granite|20083|||Yes|Formation, beds|Formal|Resvd name published|Defined|||Cowie Suite|33046|Mesoproterozoic||||Mesoproterozoic||||||QLD|Yes|37862|49009|Blake D.H.|08/JUN/79|Whitaker, W.|10/DEC/80|Defn card held [CEB Jul 2002]. Of the Cowie Suite? Stated also to be of the Maramungee Suite (2004)|Medium to fine-grained, even-grained, foliated, leucocratic granodiorite; minor quartz-feldspar pegmatite. The granodiorite contains about 5 percent dark minerals (amphibole+/-biotite+/-clinopyroxene).|igneous felsic intrusive|||Y|
Blackheath Sandstone Member|28375|||||Yes|Member, phase|Formal|Unknown or process pending|Briefly described||||||||||||||||No|44543|||||||||||N|
Blackman Gap Complex|27713|Blackman Gap Granite|21267|||Yes|Group, Suite|Formal|Variation of published name|Fully described|||White Springs Supersuite|36107|Silurian||||Late Silurian|426|7|isotopic, U/Pb-Pb/Pb ion probe||||No|41680||||||Associated with Blackman Gap Supersuite.|Pale grey to cream, variably foliated, medium to coarse-grained, seriate to megacrystic, biotite-muscovite granodiorite and granite; extensively altered in places; minor pegmatite aplite, schist; metasedimentary inclusions common locally|igneous felsic intrusive|||Y|I-type
Blackman Gap Supersuite|29975|||||Yes|Supergroup|Formal|Variation of published name|Described||||||||||||||||No|43083||||||Note: some units formerly included in Blackman Gap Supersuite now placed in White Springs Supersuite.|||||Y|
Blackstone Formation|1871|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Brassal Subgroup|2507|||Carnian||||Carnian||||200|240||No|44542|44510||||||Shale, siltstone, economic coal seams, sandstone|sedimentary siliciclastic|organic-rich rock||N|
Blackwall Breccia|26398|||||Yes|Formation, beds|Formal|Other new published name|Defined|Kholo Subgroup|26661|||Carnian||||Carnian|||||30||No|44542|44510|||||Correlated with Weir Basalt and Sugars Basalt in IPSWICH 1:100k explan notes (1989).  Within the Ipwsich Coal Measures.|Matrix supported, granule to pebble sedimentary breccia|sedimentary siliciclastic|||N|
Blackwater Group|1876|Blackwater group|29235|||Yes|Group, Suite|Formal|Other new published name|Defined|||||Late Permian|248|||Late Permian|251||||1550|QLD|No|43994|48900|||||Defined 1969. Generalised numerical ages taken from regional diagram. Unit consistently described as Permian.|Sandstone, siltstone, shale, mudstone, coal, tuff, conglomerate|sedimentary siliciclastic|organic-rich rock||N|
Blackwood Quartz Syenite|28377|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Cenozoic||||Cenozoic|||||||No|40577|||||||Biotite-hornblende-clinopyroxene quartz syenite|igneous intermediate intrusive|||Y|
Blair Athol Coal Measures|1886|Blair Athol Coal measures|1887|||Yes|Formation, beds|Formal|Other new published name|Fully described|Back Creek Group|845|||Early Permian||||Early Permian|||||||No|43987||||||See also Lexicon.|Sandstone, shale, mudstone, quartz-pebble to polymictic conglomerate and coal|quartz-rich arenite to rudite|organic-rich rock||N|
Blanders Granodiorite|21269|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Early Devonian||||Silurian||||||QLD|No|43286|43480|Hutton L. J., Rienks I.P.|30/NOV/94|||Lolworth & Reedy Springs areas (Reedy Springs Batholith).|Grey, foliated, medium-grained hornblende-biotite granodiorite|igneous felsic intrusive|||Y|
Blantyre Sandstone|1928|Blantyre Beds|28242|||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Jurassic||||Jurassic|||||||No|44081|||||||Quartzose sandstone, minor siltstone, mudstone, coal|quartz-rich arenite to rudite|organic-rich rock||N|
Blantyre Sandstone, Eulo Queen Group|78113|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Jurassic||||Jurassic|||||||No|68553||||||Published in Queensland Geology 1:2 000 000 map (2012). To be used in GA 1:2.5m Bedrock Geology.|Quartzose sandstone, minor siltstone, mudstone, coal|sedimentary siliciclastic|organic-rich rock||N|
Blazan Shale|1937|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Narpa Group|37962|||Undillan||||Middle Cambrian|||||8||No|44273||||||Interfingers with Quita Formation.|Siltstone, shale, thin-bedded chert, fine-grained sandstone and rare beds of bituminous limestone. Interfingers with Quita Formation.||||N|
Blaze Creek Gneiss|76894|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Kalkadoon Supersuite|30638|Paleoproterozoic||||Paleoproterozoic|||||||No|||||||Used in North-West Queensland mineral and energy province report 2011. Described as being part of Kalkadoon Supersuite, Kalkadoon Igneous Event. Also Geology of Queensland 2013, p60 with age:1858+/-3 Ma.|Broadly layered, pink to cream or grey, porphyritic to equigranular quartzofeldspathic gneiss and subordinate mafic gneiss; local S-C fabrics|high grade metamorphic rock|||Y|
Blenheim Formation|1944|Blenheim Subgroup|1948|||Yes|Formation, beds|Formal|Variation of published name|Defined|Back Creek Group|845|||Late Permian|259|||Early Permian|||||||No|43475|48881||||||Carbonaceous and micaceous labile sandstone, siltstone, shale, coquinite, minor conglomerate.|sedimentary|||N|
Blister Swamp complex|36492|||||Yes|Group, Suite|Informal|Other new published name|Briefly described||||||||||||||||No|23513||||||Probably misspelt - should be Blisters Swamp complex??? Therefore related to Blisters Swamp Granite.|||||N|
Blisters Swamp Granite|23394|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Ordovician||||Ordovician||||||QLD|No|42750|42750|Crouch S.B.S., Withnall I.W.|04/NOV/91|||DEF 94/27683.|Light grey, fine to coarse-grained, hornblende-biotite granodiorite characterised by large quartz and K-feldspar phenocrysts|igneous felsic intrusive|||Y|
Bloodwood Granite|36161|||||Yes|Formation, beds|Formal|Other new published name|Described|||O'Briens Creek Supersuite|29322|Late Carboniferous||||Carboniferous|||||||No|23506|||||||Pale pink, fine to medium-grained biotite granite.||||Y|I-type
Blue Mountains Adamellite|1994|||||Yes|Formation, beds|Formal|Other new published name|Defined|||Blue Mountains Supersuite|34858|Early Devonian|405|13|isotopic, U/Pb|Late Silurian|409|7|isotopic, U/Pb|||QLD|No|34581|34581|||||Previously shown as part of Blue Mountains Suite, but no evidence that the Suite name has ever been published. See also Blue Mountains Basalts.|Biotite monzogranite, hornblende-biotite monzogranite, leucocratic biotite granite|igneous felsic intrusive|||Y|
Blue Mountains Suite|69351|Blue Mountains Supersuite|34858|||Yes|Group, Suite|Reserved|Reserved|Reserved|||Blue Mountains Supersuite|34858||||||||||||No|||Champion D.|23/JUN/05|||Has this name ever been published? Is is likely to be? CEB Dec 2011.  See also Blue Mountains Supersuite, Blue Mountains Adamellite.|||||Y|
Blue Mountains Supersuite|34858|||||Yes|Supergroup|Formal|Other new published name|Described|||||Early Devonian|405|13|isotopic, U/Pb-Pb/Pb ion probe|Early Devonian|409|7|isotopic, U/Pb-Pb/Pb ion probe||||No|22811||||||Error in Bain and Draper, 1997. Age shown in table (40Ma) is in error.  Age (p128, presumably from two plutons in Supersuite) from U-Pb SHRIMP zircons:  405 +/-13 Ma, 409 +/-7 Ma. I-type characteristics. See also Blue Mountains Adamellite, Morris Adamellite.  In Geology of Queensland 2013, p282 as part of Pama Igneous Association.||igneous felsic intrusive||convergent settings|Y|I-type
Blue Mountains, Flyspeck and Kintore Supersuites|78114|||||Yes|Supergroup|Informal|Variation of published name|Mentioned|||||Middle Devonian||||Silurian|||||||No|68553||||||Published in Queensland Geology 1:2 000 000 map (2012). Informal grouping called "Pama Province Early Devonian intrusives" (StratNo 78410) in GSQ 1:2mill digital data set. Digital version to be used in GA 1:2.5m Bedrock Geology.|Pale grey to cream or brown, equigranular to porphyritic muscovite-biotite granite, commonly S-type; some I-type, hornblende-biotite granite to granodiorite|igneous felsic intrusive|||Y|
Blue Range rhyolite|36549|||||Yes|Formation, beds|Informal|Other new published name|Briefly described||||||||||||||||No|23513|||||||||||N|
Blue Rock Creek beds|29431|Blue Rock Creek Beds|2003|||Yes|Formation, beds|Informal|Variation of published name|Described|||||Middle Devonian||||Early Devonian|||||500||No|43113||||||Part of the cover sequences of the Greenvale Province (Geology of Queensland 2013, p189).|Micaceous feldspathic sandstone and pebble to cobble conglomerate, laminated siltstone, shale, and limestone|sedimentary siliciclastic|||N|
Blue St Creek granite|36564|||||Yes|Formation, beds|Informal|Other new published name|Briefly described||||||||||||||||No|23513||||||Unsure what St stands for, written as St.|||||Y|
Blue Valley Rhyolite|30356|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|Bulgonunna Volcanic Group|2867|||Early Permian||||Late Carboniferous|||||||No|43259|||||||||||N|
Bluegrass Creek Granite|27262|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Early Permian|||isotopic, K/Ar|Late Carboniferous|||isotopic, K/Ar|||QLD|No|42701|42701|Hutton L.J.|02/MAR/87|||Ages: 280Ma to 287+/-12 Ma.|Medium to coarse-grained biotite granite and granodiorite|igneous felsic intrusive|||Y|
Bluestone Creek Granodiorite|75728|||||Yes|Formation, beds|Reserved|Reserved|Reserved|||||Permian||||Carboniferous|||||||No|||Bultitude, R.J.|20/JUL/10|||Located ~58 km SW of Collinsville, in SE GLENDON (8356), Bowen 1:250 000 Sheet area (SF 55-3).  Named after Bluestone Creek which drains part of the pluton.  Most probably late Carboniferous or early Permian.|Pale pink to pale pinkish grey, fine to medium-grained, uneven-grained to slightly porphyritic, granophyric biotite-hornblende and hornblende-biotite granodiorite; mafic inclusions up to ~50 cm across common (most < 10 cm) etc|igneous felsic intrusive|||Y|
Bluewater Rhyolite|21273|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Boonmoo Volcanic Subgroup|27966|||Late Carboniferous||||Late Carboniferous|306|3|isotopic, Rb/Sr||2000||No|43151|43626|Mackenzie D.E.|04/MAY/89|||306+/-3 Ma, Rb-Sr. Featherbed Cauldron Complex.|Rhyodacitic to rhyolitic ignimbrite with orthopyroxenes in places.||||N|
Blythesdale Group|2034|Blythesdale Formation|2030|||Yes|Group, Suite|Formal|Unknown or process pending|Defined|||||Barremian||||Tithonian|||||||No|44269|44279|||||Also used in Eromanga Basin.|White, medium- to coarse-grained sandstone, shale.|sedimentary siliciclastic|||N|
Boam Creek Granite|32128|Boam Creek Granodiorite|35014|||Yes|Formation, beds|Formal|Variation of reserved name|Briefly described|||||Early Permian|319.5|4.9|isotopic, U/Pb-Pb/Pb ion probe|Late Carboniferous|319.5|4.9|isotopic, U/Pb-Pb/Pb ion probe||||No|23037||Hutton L.|30/JAN/98|||Granodiorite described in text, Granite only mentioned.|Grey to green, fine to medium-grained, hornblende-biotite and biotite granodiorite to granite.|igneous felsic intrusive|||Y|
Boatswain Granodiorite|23396|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|||Millchester Supersuite|34670|Devonian||||Silurian|||||||No|42633||Hutton L.J., Rienks I.P., Crouch S.B.S.|13/APR/92||||Medium-grained, slightly porphyritic, biotite-hornblende granodiorite; tonalite; granite|igneous felsic intrusive|||Y|
Bobby Dazzler Rhyolite|23397|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Bulgonunna Volcanic Group|2867|||Carboniferous||||Late Carboniferous||||40|200||No|42701||Hutton L.J.|18/FEB/87||||Crystal rich, moderately lithic rich, lapilli-ash dacitic to rhyolitic ignimbrite; rarely developed eutaxitic texture||||N|
Bobby Volcanics|39068|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Late Triassic||||Middle Triassic|||||||No|68319||Murray, C.|16/SEP/03|||For use on Bundaberg 1:250 000 map sheet. Not related to Bobby Dazzler Rhyolite.|Greenish brown, hornblende and feldspar-phyric andesite; minor amygdaloidal porphyritic basalt, rhyolite and trachyte; volcanic breccia, mudstone and siltstone, locally with plant remains|igneous intermediate volcanic|igneous mafic volcanic||N|
Bock Granodiorite|21277|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Almaden Suite|30425|Late Carboniferous||||Late Carboniferous|||||||No|43151||Mackenzie D.E.|27/FEB/86|||Within the Almaden Supersuite. Part of Featherbed Cauldron Complex. Intruded Boonmoo Volcanic Subgroup.|Dark grey, fine to medium-grained, sparsely porphyritic augite-biotite-hornblende granodiorite.|igneous felsic intrusive|||Y|I-type
Bocoolima Granodiorite|38882|Bocoolima Tonalite|32049|||Yes|Formation, beds|Formal|Variation of reserved name|Briefly described|Galloway Plains Igneous Complex|38881|||Early Triassic||||Late Permian|||||||No|24489||||||Possibly replaces Bocoolima Tonalite.|Deeply weathered, grey medium-grained biotite-hornblende granodiorite|igneous felsic intrusive|||Y|
Bode syenogranite|33926|||||Yes|Formation, beds|Informal|Other new published name|Mentioned||||||||||||||||No|22465||||||Informal name|||||Y|
Bogie Creek Granite|25798|Bogie Creek Adamallite|21280|||Yes|Formation, beds|Formal|Resvd name published|Defined|||Bogie Suite|38250|Permian|311|3|isotopic, Rb/Sr|Carboniferous|311|3|isotopic, Rb/Sr|||QLD|No|42245|42245|||||Reserved as Bogie Creek Adamellite by Hutton (1989).|Grey or pink, fine to medium-grained, porphyritic hornblende-biotite granite|igneous felsic intrusive|||Y|
Bogie Suite|38250|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||Leichhardt Supersuite|34680|Permian||||Carboniferous|||||||No|23422||||||Part of Leichhardt Supersuite.|||||Y|
Bogie Supersuite|34682|||||Yes|Supergroup|Formal|Variation of published name|Briefly described||||||||||||||||No|22847|||||||||||Y|
Boiler Gully Complex|24742|Boiler Gully complex|28384|||Yes|Group, Suite|Formal|Unknown or process pending|Defined|||||Ordovician||||Neoproterozoic|||||||No|39027|45009|||||Greenvale Subprovince. References give ages ranging from Mesoproterozoic to Devonian, but most recent references give age range as Neoproterozic to Early Paleozoic (CEB Dec 2011).  In Geology of Queensland 2013, p156, Greenvale Province, with likely age given as early Paleozoic.|Serpentinite; minor clinopyroxenite and metagabbro; Amphibolite, metagabbro, minor serpentinite|meta-igneous mafic intrusive|||N|
Boiler Gully and Gray Creek Complexes, and unnamed mafic and ultramafic intrusive units|78116|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Early Palaeozoic||||Neoproterozoic|||||||No|||||||Published in Queensland Geology 1:2 000 000 map (2012). To be used in GA 1:2.5m Bedrock Geology.|||||Y|
Boiling Creek Group|2107|||||Yes|Group, Suite|Formal|Other new published name|Defined|||||Late Carboniferous||||Early Carboniferous||||1230|2300||No|44360|44360|||||Probably discontinued (along with its constituents?) and replaced by Lorray Formation (per email I. Withnall, 3/10/08). PP. Cec Murray consulted for confirmation (3/10/08).|Lithic arenite, siltstone, mudstone, shale, conglomerate, limestone|feldspar- or lithic-rich arenite to rudite|||N|
Bombarri Granodiorite|31109|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Ordovician||||Ordovician||||||QLD|No|43480|43480|||||Reserved as Bombarri Gneiss by Hutton and Rienks (1994). informally known as Bombarri Creek Complex. Reedy Springs Batholith.|Foliated grey or pinkish-grey, fine to medium-grained subequigranular to locally porphyritic muscovite-biotite granodiorite, commonly with abundant biotite-rich schlieren and xenoliths of gneiss and amphibolite and cut by pegmatitic stringers|igneous felsic intrusive|||Y|
Bondonga beds|2168|Bondonga Beds|26413|||Yes|Formation, beds|Informal|Variation of published name|Described|||||Early Permian||||Early Permian|||||||No|42378||||||Silver Spur Subprovince, Woolomin Province (Geology of Queensland 2013).|Lithic, locally pebbly arenite, clast to matrix supported sandy to muddy conglomerate, locally pebbly mudstone; minor siltstone; rare limestone and basalt.|sedimentary siliciclastic|||N|
Bonnor Creek Granodiorite|29978|Bonnor Creek Granite|2182|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||Claret Creek Supersuite|29977|Late Carboniferous||||Late Carboniferous|||||||No|43060|||||||Pink to grey, hornblende-biotite granite to granodiorite|igneous felsic intrusive|||Y|
Bonnor Suite|37893|||||Yes|Group, Suite|Formal|Variation of published name|Described|||Claret Creek Supersuite|29977|Late Carboniferous||||Late Carboniferous|||||||No|23291||||||See also Bonnor Creek Granite, Bonnor Creek Granodiorite and Bonner Granite.|||||Y|
Boodjamulla Formation|74651|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|South Nicholson Group|17123||||||||||||||No|67539||Sweet, I.|13/AUG/08|||To be published in second edition digital map data of 1:100 000 map series for Lawn Hill, Bowthorn and Musselbrook 1:100 000 sheet areas to be issued by Geological Survey of Queensland; expected release date: 2009. named for Boodjamulla National Park, previously called Lawn Hill National Park.|Comprises two cycles of sandstone and mudstone.|sedimentary siliciclastic|||N|
Boogooramunya Granite|2193|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Late Triassic||||Late Triassic||||||QLD|No|41738|41778||||||Biotite granite, granophyre, rhyolite.|igneous felsic intrusive|||Y|
Bookookoorara Monzogranite|73824|Bookookoorara Adamellite|2198|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||Bungulla Suite|67899|Triassic||||Triassic|||||||No|63732||Blevin, P.|12/NOV/07|||Replaces "Adamellite".  Ref: Champion, Blevin and Bultitude, pers.comm., 2007. Within the Stanthorpe Supersuite.|Medium to coarse-grained monzogranite with a porphyritic texture.|igneous felsic intrusive|||Y|I-type
Bool Creek beach sand|2209|||||Yes|Formation, beds|Informal|Unknown or process pending|Briefly described||||||||||||||||No|38302||||||Informal name for morphostratigraphic unit on southeast Queensland coast.|||||N|
Boolangalla Granophyre|75128|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|24613||||||Flow-banded rhyolite dykes associated with Mount Douglas Formation and Percy Creek Volcanics are probably related to this unit.|||||N|
Boolbun Granite|30009|||||Yes|Formation, beds|Formal|Other new published name|Defined|||Boolbun Suite|69315|Late Permian||||Late Permian||||||QLD|No|43070|43070||||||Grey, medium-grained, porphyritic (tourmaline-) biotite granite: commonly intensely deformed; minor grey, fine to medium-grained, mainly equigranular (tourmaline-) (muscovite-) biotite granite.|igneous felsic intrusive|||Y|
Boolbun Suite|69315|||||Yes|Group, Suite|Formal|Resvd name published|Described|||Cooktown Supersuite|4502|Late Permian||||Late Permian|||||||No|60425||Champion D.|22/JUN/05||||||||Y|S-type
Boolgal Granophyre|35036|||||Yes|Formation, beds|Formal|Variation of published name|Described|||||Triassic||||Triassic|||||||No|23037||||||Intrudes Coonambula Granodiorite. In Geology of Queensland 2013, p429.|Pale brown, coarse-grained to aplitic, equigranular, arfvedsonite-bearing leucocratic granite.|igneous felsic intrusive|||Y|A-type
Boolgal Granophyre; Greencoat Quartz Monzonite and Mount Saul Quartz Monzonite|78117|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Triassic||||Triassic|||||||No|||||||Published in Queensland Geology 1:2 000 000 map (2012).Informally grouped as 'Rawbelle Batholith - Triassic intrusives' (stratNo 78425) in digital version Digital version to be used in GA 1:2.5m Bedrock Geology.|Granite and granodiorite to quartz-monzonite|igneous felsic intrusive|||Y|
Booloumba beds|2232|Booloumba Beds|25800|||Yes|Formation, beds|Informal|Variation of published name|Redefined|||||Carboniferous||||Devonian|||||||No|38805|22845|||||See also Booloumba Formation, and definition for Booloumba Beds.  North D'Aguilar Subprovince, Wandilla Province (Geology of Queensland 2013, p330-1)|Quartzose meta-arenite, argillite, haematitic slate, pillow basalt, volcaniclastic breccia|metasedimentary siliciclastic|igneous mafic volcanic||N|
Boomarra Metamorphics|42515|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Statherian||||Statherian|1776|8|||||No|50100||||Withnall, I.|24/APR/08|For use on COOLULLAH and QUAMBY 1:100K map sheets. Probably named for the homestead Boomarra in the Parish of Boomarra (Mount Isa region); the name Boomarra Horst has long been in use also. See also Geology of Queensland 2013, p57.|White to pink fine to medium-grained quartzose to feldspathic metasandstone, psammitic schist, minor calc-silicate granofels; common massive to banded amphibolite.|metasedimentary siliciclastic|metasedimentary carbonate||N|
Boomarra Metamorphics - amphibolite|74556|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||||Paleoproterozoic||||Paleoproterozoic|||||||No|||||||Mapping in progress (2008) - Ian Withnall (GSQ).|Biotite schist, hornblende-bioite granofels, quartzite, common amphibolite.|metasedimentary siliciclastic|||N|
Boomarra Metamorphics - felsic metavolcanics|74557|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described||||||||||||||||No|||||||Mapping progress (2008) - Ian Withnall (GSQ).|Biotite schist, felsic metavolcanics.|sedimentary siliciclastic|meta-igneous felsic volcanic||N|
Boomer Formation|2233|||||Yes|Formation, beds|Formal|Other new published name|Defined|Back Creek Group|845|||Late Permian||||Late Permian|||||300|QLD|No|43994|48898||||||Lithic sandstone, siltstone, mudstone, rare conglomerate.||||N|
Boomerang Basalt|30199|Boomerang basalt|2240|||Yes|Formation, beds|Formal|Other new published name|Described|McBride Basalt Group|29973|||Quaternary||||Pleistocene|||||||No|43113|||||||Olivine basalt (0.23 Ma)|igneous mafic volcanic|||N|
Boonara Granodiorite|25801|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Middle Triassic||||Early Triassic||||||QLD|No|39505|41778|||||Formerly "Mount Mudlo Granodiorite".|Grey biotite-hornblende granodiorite, hornblende-pyroxene quartz diorite to diorite.|igneous felsic intrusive|||Y|
Boonderoo Formation|28389|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned|||||Early Permian||||Late Carboniferous|||||||No|41710||||||See also Boonderoo beds.|Mudstone, siltstone, sandstone, limestone, conglomerate|argillaceous detrital sediment|||N|
Boondooma Igneous Complex|2259|Boyne River Granite|2465|||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Triassic|215||isotopic|Permian|272.7|9|isotopic|||QLD|Yes|30914||Murphy P.R., Schwarzbock H., Cranfield L.C., Withnall I.W., Murray C.G.||Staines, H.R.E.|07/AUG/75|1975 Defn card held [CEB Jul 2002]. Previously included as part of Yarraman Complex (Hill and Denmead, 1960), including Boyne River Granite of McTaggart (1963). Name first used by Murphy et al (1976). Comprises 2 main subdivisions - Triassic & Permo-Triassic - see redefinition data (2008).|Granodiorite, adamellite, granite, tonalite, diorite, gabbro; Cream to pale grey, fine to medium-grained, equigranular to coarsely porphyritic biotite-hornblende granite|igneous intrusive|||Y|
Boondooma Igneous Complex - granite|42048|||||Yes|Subgroup|Informal|Variation of published name|Not recorded|Boondooma Igneous Complex|2259|||Triassic||||Triassic|||||||No|||||||Informal grouping of units to be used on the Queensland 1:1 million geological map, National Maps Project.|Cream to pale grey, fine to medium-grained, equigranular to coarsely porphyritic biotite-hornblende granite|igneous felsic intrusive|||Y|
Boondooma Igneous Complex - granodiorite|42049|||||Yes|Subgroup|Informal|Variation of published name|Not recorded|Boondooma Igneous Complex|2259|||Early Triassic||||Late Permian|||||||No|||||||Informal grouping of units to be used on the Queensland 1:1 million geological map, National Maps Project.|Granodiorite, monzogranite, granite, tonalite, diorite, gabbro|igneous felsic intrusive|||Y|
