Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Cahill Formation|24806|Cahill formation|3299|||Yes|Formation, beds|Formal|Resvd name published|Defined|Namoona Group|13724|||Paleoproterozoic|1865|||Paleoproterozoic|1870||isotopic, U/Pb-Pb/Pb ion probe||3500|NT|Yes|46824||Needham, R.S.|29/MAR/76|Wells, A.T.|29/APR/76|Intruded by Zamu Dolerite, and Jim Jim Suite. Myra Falls Metamorphic may be a high-grade equivalent of Cahill Formation. See also variation Cahill Schist. Previously included in Woodcutters Supergroup. May now be included in Cosmo Supergroup.|Interbedded and well foliated, medium-grained mica-feldspar-quartz schist, feldspathic quartzite, meta-arkose, feldspar-quartz schist, mica schist, garnet-mica schist and quartzite; minor conglomerate; commonly magnetitic, locally chloritised|metasedimentary siliciclastic|||N|
Cahill Formation - high grade metasediments|72380|||||Yes|Member, phase|Informal|Variation of published name|Described|Cahill Formation|24806|||Orosirian|2050|||Siderian|2500||||||No|||||||Lithology referring to an informal unnamed unit of the Cahill Formation to be used for Northern Territory 1:1 million geological map, National Maps Project.|Calc-silicate gneiss, metapsammite, metapelite; higher metamorphic grade part of Cahill Formation|high grade metamorphic rock|||N|
Cahill Formation - quartzite|72399|||||Yes|Member, phase|Informal|Variation of published name|Described|Cahill Formation|24806|||Orosirian|2050|||Siderian|2500||||||No|||||||Lithology referring to an informal unnamed unit of the Cahill Formation to be used for Northern Territory 1:1 million geological map, National Maps Project.|Quartzite|metasedimentary siliciclastic|||N|
Calamity Gneissic Unit|3308|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Kulgera Suite|29907|Mesoproterozoic||||Mesoproterozoic|||||||No|42699||||||Reserved as Calamity.  Not a formal stratigraphic name? Musgraves Province. See Calamity gneiss for lithological details.|||||N|
Callie Member|40762|||||Yes|Member, phase|Formal|Resvd name published|Fully described|Dead Bullock Formation|35396|||Orosirian||||Orosirian||||1000|||No|62628||Crispe, A.|08/APR/04|||Crystallisation age from a tuff within the Callie Member (Cross and Crispe 2007). Within the Tanami Group. Detailed stratigraphy for this unit at Dead Bullock Soak is published by Smith et al (1998) and Lambeck (2004) - see page 10 RefID: 63261. Contains the Callie mineralisation deposit hosted by the "Callie host unit".|Fine-grained lithologies: siltstone, chert, Fe-rich siltstone + carbonaceous shale, tog. with rare tuffaceous sandstone;  top dominated by laminated siltstone +Fe-rich chert transitional up into interbedded greywacke/siltstone of overlying Killi Killi Fm.|sedimentary siliciclastic|sedimentary non-carbonate chemical or biochemical||N|
Calyx Corner beds|72569|||||Yes|Member, phase|Informal|Other new published name|Briefly described|Virgin Hills Formation|19137|||Famennian||||Frasnian|||||||No|62735||||||Informally named horizon within the Virgin Hills Formation in the McWhae Ridge area.|||||N|
Cambrian sedimentary rocks 76536|76536|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Cambrian|490|||Early Cambrian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Cambrian to Ordovician sedimentary rocks 76530|76530|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Ordovician|434|||Early Cambrian|545||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Camfield beds|25829|Camfield Beds|3399|||Yes|Formation, beds|Informal|Variation of published name|Defined|||||Late Miocene||||Middle Miocene||||||NT|No|36335|45148||||||Conglomeratic limestone, chalcedonic limestone, calcareous sandstone, siltstone, basal conglomerate|sedimentary carbonate|||N|
Camooweal Dolostone|68909|Camooweal Dolomite|3402|||Yes|Formation, beds|Formal|Variation of published name|Defined|Barkly Group|32954|||Mindyallan||||Boomerangian|||||167||Yes|60122||||Kruse, P.D.|07/JUN/05|Revised definition (PD Kruse, after Öpik (1954, 1956a), 07-JUN-2005). Replaces Camooweal Dolomite. Age: Middle Cambrian: latest Floran or early Boomerangian to notionally early Mindyallan.|Dolostone, dolomitic limestone, planar microbial dololaminite with nodular chert; minor marl; basalt intraclast and ooid dolograinstone, oncoid dolofloatstone, quartzic dolostone and quartz sandstone|sedimentary carbonate|||N|
Campbell Springs Dolostone|33807|Campbell Springs Dolomite|28279|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Limbunya Group|10414|||Statherian|1638|9||Statherian|1639|7|isotopic, U/Pb||50|NT|No|60682||Kruse P. , Beier P., Young D.|02/DEC/99|||Supersedes Campbell Springs Dolomite (unit no. 28279). Birrindudu - Victoria River Basins.  Age of volcaniclastic unit within dolostone: 1639 +/- 7Ma [Check Ref ID 23809 Smith, 2001 for more info on what was dated & how] . Overlain by the former Bardia Chert Member, now remapped as Tertiary silcrete/duricrust.|Dolostone, stromatolitic in part; chert, dolomitic siltstone, dolarenite, dolorudite; minor water-laid tuffite|sedimentary carbonate|igneous felsic volcanic||N|
Canulgerra Sandstone|24210|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Hanlon Subgroup|24304|||Statherian||||Statherian||||||NT|Yes|39624|49033|A.J.Stewart, D.H.Blake|13/OCT/81|Brakel, A.|17/FEB/84|Davenport Project. Definition by Wyche S. 07-OCT-1981. Within the Hatches Creek Group.|Quartz arenite, siltstone, shale; minor feldspathic/lithic arenite; rare conglomerate.|quartz-rich arenite to rudite|feldspar- or lithic-rich arenite to rudite||N|
Cape Londonderry Formation|3509|||||Yes|Formation, beds|Formal|Variation of published name|Fully described|Troughton Group|18608|||Ladinian|235|||Early Triassic|240||||||No|41459||A.J.Mory|17/JUL/87||||||||N|
Caramal Amphibolite|76181|Zamu Dolerite|27310|||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Paleoproterozoic|||||||||||Yes|67779|67779|Glass, L.M., Hollis, J.A. (NTGS)|03/OCT/11|||Replaces Zamu Dolerite (of Ferguson and Needham 1978) in part. Occurs within Cahill Formation, Nourlangie Schist  and Kukalak Gneiss.|Mainly granoblastic hornblende and plagioclase amphibolite; weakly to strongly foliated, locally garnetiferous; hornblende-bearing leucosomes that are cross-cut and deformed in the foliation.|medium grade metamorphic rock|||N|
Caranbirini Member|23467|||||Yes|Member, phase|Formal|Resvd name published|Fully described|Lynott Formation|10891|||Calymmian||||Calymmian|||||200||No|39791||K.A.Plumb|28/APR/83||||Thin bedded mudstone and dolomitic mudstone, partly carbonaceous and pyritic.||||N|
Carl Creek Limestone|3620|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Miocene|21.5|||Oligocene|21.5||||||No|44213|44274|||||Defined 1960, 1968. See also Lexicon. Renamed Verdon Limestone by Traves and Noakes 1954, but old name was re-established. Age: <21.5Ma Together with Gregory Downs Limestone thickness is 12m.|Basal calcite-cemented breccia overlain by a thick-bedded sandy calcirudite containing gastropod and vertebrate remains.||||N|
Carlo Sandstone|3624|||||Yes|Formation, beds|Formal|Other new published name|Defined|Toko Group|18263|||Darriwilian||||Darriwilian|||||190|NT|No|44358|44309||||||Quartzose and minor feldspathic sandstone.|sedimentary siliciclastic|||N|
Carlton Group|3629|||||Yes|Group, Suite|Formal|Variation of published name|Described|||||Early Ordovician||||Middle Cambrian|||||1500||No|44159||||||Do not confuse with Carlton nomenclature of NSW.|Quartz sandstone, conglomerate, minor limestone|sedimentary siliciclastic|sedimentary carbonate||N|
Carmichael Sandstone|3635|||||Yes|Formation, beds|Formal|Other new published name|Defined|Larapinta Group|10184|||Late Ordovician||||Ordovician|450||||150|NT|No|44342|45041|||||Previously combined with Stokes Siltstone in "Stokes Formation". Age assumed to be Ordovician, but some authors give range into the Devonian. Age control appears to be very poor.|Interbedded pale brown to red-brown sandstone, siltstone and mudstone.|sedimentary siliciclastic|||N|
Carmilly Formation|38418|Carmilly Creek|30249|||Yes|Formation, beds|Formal|Resvd name published|Defined|Tomkinson Creek Group|18318|||Paleoproterozoic|1780|||Paleoproterozoic|1780||||750||No|24304|24303|||||Reserved as Carmilly Creek (Hussey, 1996)|Mudstone, sandstone, dolostone and chert; stromatolitic bioherms and evaporite pseudomorphs|sedimentary siliciclastic|||N|
Carnegie Formation|3647|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Neoproterozoic||||Neoproterozoic|||||||No|48842|48842||||||Sandstone, siltstone, shale, conglomerate, diamictite, dolomite.|feldspar- or lithic-rich arenite to rudite|||N|
Carolina Sandstone Member|26462|||||Yes|Member, phase|Formal|Other new published name|Fully described|Seigal Volcanics|16726|||Statherian||||Statherian|||||20||No|44305||||||Previously considered part of Peters Creek Volcanics. Defn on Tech File E/53-8. Within the Tawallah Group.|Flaggy to massive, fine-grained, dark red weathering grey sandstone with some siltstone interbeds.||||N|
Carr Boyd Group|3663|Carr Boyd Range Group|3665|||Yes|Group, Suite|Formal|Other new published name|Fully described|||||Cryogenian||||Ectasian|||||||No|31393||||||Carr Boyd Ranges, East Kimberley? Different from Carr Boyd Rocks Complex/Carr Boyd Complex.|Sandstone, ferruginous sandstone, siltstone and mudstone.|sedimentary siliciclastic|||N|
Carrara Range Group|3679|Carrara Range Formation|3678|||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Statherian|1700|||Statherian|1750|||||NT|Yes|49018|49018||||||Pink, massive to flow banded rhyolite; fine to medium grained sublithic to lithic sandstone; massive to vesicular basalt and microdolerite; medium to coarse grained locally pebbly lithic to quartzose sandstone|igneous|sedimentary siliciclastic||N|
Carrington Suite|41811|Carrington Granitic Suite|31354|||Yes|Group, Suite|Formal|Variation of published name|Described|||||Statherian|1779|6|isotopic, U/Pb-Pb/Pb ion probe|Statherian|1780||||||No|50369||||||Probably intended to replace Carrington Granitic Suite. See also Carrington Granite Suite. Informally subdivided in to 7 unnamed granite bodies in Lake Mackay area. Shown as equivalent age to Rapide Granite, older than 1770-1760Ma Yambah Event, younger than Reynolds Range Group, Nicker beds.|Weakly porphyritic to equigranular, medium grained, biotite granite; leucocratic in places|igneous felsic intrusive|||Y|
Carrington Suite - group 1|72640|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Carrington Granitic Suite|31354|Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Porphyritic biotite granite|igneous felsic intrusive|||Y|
Carrington Suite - group 2|72641|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Carrington Granitic Suite|31354|Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Granite, varies fine, medium to coarse grained, equigranular, commonly biotite-rich, occasional muscovite|igneous felsic intrusive|||Y|
Carrington Suite - group 3|72642|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Carrington Granitic Suite|31354|Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Granite, dominantly leucocratic and equigranular, varies fine, medium to coarse, contains aplite and leucocratic veins, rare clots or radial tourmaline|igneous felsic intrusive|||Y|
Carrington Suite - group 4|72643|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Carrington Granitic Suite|31354|Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Foliated porphyritic biotite granite and biotite-hornblende, may contain garnet. Rare cordierite and garnet bearing phase|igneous felsic intrusive|||Y|
Carrington Suite - group 5|72644|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Carrington Granitic Suite|31354|Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Porphyritic biotite granite, foliated|igneous felsic intrusive|||Y|
Carruthers Formation|38416|Carruthers Creek Formation|38515|||Yes|Formation, beds|Formal|Variation of published name|Defined|Namerinni Group|38414|||Paleoproterozoic||||Paleoproterozoic|||||1100||No|24304|24303|||||Reserved as Carruthers Creek (Hussey, 1996). Abbreviation of Carruthers Creek Formation.|Includes upper (sandstone and mudstone; stromatolitic bioherms, halite and gypsum pseduomorphs), middle (sst; lithic arenite, mudst. dolomitic mudst.,) and lower (mudst. and fine-gr.sst)) facies as well as undifferentiated sst, mudst, chert and dolostone.||||N|
Carters Bore Rhyolite|3701|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Sybella Suite|30647|Statherian|1678|2|isotopic, U/Pb-Pb/Pb ion probe|Statherian|1680|3|isotopic, U/Pb-Pb/Pb ion probe|||QLD|Yes|32660|35167|Derrick G.|03/AUG/06|Ward, W.T.|26/JAN/78|Mount Isa Province. Age updated by NABRE project. Of McArthur Group, or revised to McNamara Group? (See AJES 47[3]).|Porphyritic rhyolite, porphyritic felsic volcanics, minor basalt|igneous felsic volcanic|||Y|
Cartier Formation|3707|Cartier Beds|3705|||Yes|Formation, beds|Formal|Variation of published name|Fully described|||||Aquitanian|20.4|||Oligocene|30||||||No|41437|||||||Comprises claystones, marls and calcisiltites.||||N|
Casey Inlier East 78213|78213|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Paleoproterozoic||||Paleoproterozoic|||||||No|||||||Unnamed unit used in the Mafic-Ultramafic Event Series dataset 2013. No lithology stated. Both Yambah and Stafford age plutons present within the polygon [which means??]. Aileron province in Northern Territory 1:2 500 000 map (Ahmad & Scrimgeour, 2006).|||||U|
Castlereagh Hill Porphyry|3764|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||Paperbark Supersuite|31788|Orosirian|1850|||Orosirian|1865||||||No|44317||||||Part of the Whitewater Volcanics reassigned to Castlereagh Hill Porphyry. Porphyritic rock unit of Castlereagh Hill redefined as Greenvale Porphyry. In the Western Zone of the Lamboo Complex.|Quartz-feldspar porphyry, hornblende-biotite granodiorite|igneous volcanic|igneous felsic intrusive||Y|
Catfish Conglomerate|3784|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|41268|||||||||||N|
Cato Volcanics|21470|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Spencer Creek Group|29406|Fagan Supersuite|31308|Statherian||||Statherian|1717|11|isotopic, U/Pb-Pb/Pb ion probe||400|NT|Yes|44112|44112|Haines P.W., Pietsch B.A., Rawlings D.J., Madigan T.L.|27/APR/94|Haines, P.|14/MAR/95|Arnhem Bay 1:250 000 sheet area. Correlated with McArthur Basin units. Geochemical parent grouping - Fagan Supersuite.|Rhyolite: pink to brown, porphyritic with phenocrysts of K-feldspar, quartz, plagioclase and pyroxene.||||N|
Caulfield beds|37728|Fickling beds|6632|||Yes|Formation, beds|Informal|Resvd name published|Defined|||||Calymmian|||inferred|Orosirian|||inferred||600|NT|Yes|24442||Rawlings, D.|22/NOV/02|Kruse, P.D.|11/APR/05|To be used in Lawn Hill Platform and South Nicholson Basin area. Mount Drummond 1:250 000 map sheet area. Previously mapped as 'Fickling beds' .|Medium to very thick bedded, coarse grained, poorly sorted lithic sandstone and matrix supported granule to pebble conglomerate; minor intercalated carbonate, chert and siltstone|sedimentary siliciclastic|||N|
Cavenagh Metamorphics|3844|Cavenagh metamorphics|24216|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Paleoproterozoic||||Paleoproterozoic|||||||No|9199|||||||Well layered and massive quartzofeldspathic gneiss, para-amphibolite, amphibolite; rare calc-silicate rock, hematite quartzite|high grade metamorphic rock|||N|
Celia Dolostone|42259|Celia Dolomite|26471|||Yes|Formation, beds|Formal|Variation of published name|Described|Manton Group|25203|||Paleoproterozoic|2026|||Paleoproterozoic|2500||||300||No|50623||||||Dolostone now preferred term. Advised by P.Kruse (Nov. 2004).|Stromatolitic magnesite, dolostone, some silicified, rare para-amphibolite and mudstone.|sedimentary carbonate|||N|
Cement Dam Gneiss|41993|Cement Dam gneiss|24217|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Paleoproterozoic|||inferred, geological correlation|Paleoproterozoic|||inferred, geological correlation||||No|9199||||||See also the informal Cement Dam gneiss.  Age inferred from regional geology.|Porphyroblastic-feldspar biotite-rich gneiss|high grade metamorphic rock|||N|
Cenozoic alluvium 76543|76543|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Holocene|0|||Paleocene|65||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Surficial or regolith units; poorly consolidated alluvial, colluvial, aeolian, lacustrine and coastal deposits; residual deposits (eg, laterite).|regolith|||N|
Cenozoic regolith 76541|76541|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Holocene|0|||Paleocene|65||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Surficial or regolith units; poorly consolidated alluvial, colluvial, aeolian, lacustrine and coastal deposits; residual deposits (eg, laterite).|regolith|||N|
Cenozoic regolith 76542|76542|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Holocene|0|||Paleocene|65||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Surficial or regolith units; poorly consolidated alluvial, colluvial, aeolian, lacustrine and coastal deposits; residual deposits (eg, laterite).|regolith|||N|
Central Mount Stuart Formation|3865|Central Mount Stuart Beds|3864|||Yes|Formation, beds|Formal|Variation of published name|Defined|Mopunga Group|12305|||Ediacaran||||Ediacaran|||||800|NT|Yes|32480|45155|||||Original definition by Offe L.A., 1978  79/19617. Age is Ediacaran (Late Adelaidean).|Lithic, arkosic and quartzitic arenite, white, purple and red-brown; siltstone, dolostone and minor basal conglomerate.|sedimentary siliciclastic|||N|
Century Formation|38832|Century Bore Formation|38760|||Yes|Formation, beds|Formal|Resvd name published|Fully described|Ware Group|38831|||Orosirian||||Orosirian|1823|4|isotopic, U/Pb-Pb/Pb ion probe||1200||No|60681||Crispe, A.|31/JUL/03|||SF52-03. Near Tanami mine. Detrital zircons in lithic arenite from this unit give maximum depositional age: ca.1823+/-4Ma.|Quartz arenite, fine-grained lithic arenite, cleaved siltstone, granular and pebble conglomerate.|sedimentary siliciclastic|||N|
Chabalowe Formation|26298|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Narpa Group|37962|||Late Cambrian||||Middle Cambrian|||inferred, underlying unit||342|NT|Yes|41204|41524|D.G.Morris, L.Bagas, P.A.Stidolph|29/NOV/84|Brakel, A.|26/NOV/86||Quartz arenite: dolomitic; interbeds of dolostone and siltstone, stromatolitic.|sedimentary siliciclastic|sedimentary carbonate||N|
Challis Formation|3892|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Sahul Group|16515|||Norian|213|||Carnian|225|||||WA|No|41532|41532|A.J.Mory|26/AUG/87||||||||N|
Chambers River Formation|3897|||||Yes|Formation, beds|Formal|Other new published name|Defined|Maiwok Subgroup|25195|||Calymmian||||Calymmian|||||2000||No|44201|23937|||||Within the Roper Group.|Interbedded quartz-rich siltstone, mudstone and very fine to medium sandstone|sedimentary siliciclastic|||N|
Chandler Formation|27739|Chandler Limestone|3902|||Yes|Formation, beds|Formal|Variation of published name|Defined|Pertaoorrta Group|15091|||Middle Cambrian||||Early Cambrian|||||1000|NT|Yes|34186||Bradshaw J.|12/JUL/06|Brakel, A.|11/AUG/86|Age is Toyonian.|Laminated and locally contorted limestone and dolomite with numerous chert laminae, shale and evaporites in subsurfaces.|sedimentary carbonate|||N|
Channingum Granite|3910|||||Yes|Formation, beds|Formal|Other new published name|Described|||Tennant Creek Supersuite|39127|Orosirian|1840|9|isotopic, U/Pb-Pb/Pb ion probe|Orosirian|1850|6|||||No|29135||||||Tennant Creek / Davenport Province.  Intrudes the Flynn Subgroup (Yungkulungu Formation). See also the informal "Channingum granite".|Biotite-bearing granite; seriate porphyritic to equigranular; rapakivi texture; minor xenoliths and rare porphyritic enclaves.|igneous felsic intrusive|||Y|
Charles River Gneiss|29239|Charles River gneiss|24218|||Yes|Formation, beds|Formal|Variation of published name|Described|||Jennings Suite|30859|Paleoproterozoic||||Paleoproterozoic|||||||No|41664|||||||Garnet-biotite gneiss, amphibolite, local migmatite|high grade metamorphic rock|||N|
Charley Creek Formation|3923|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Paleoproterozoic||||Paleoproterozoic||||||QLD|No|44270|44989|||||Defined 1961. Discarded 1979, but briefly described in 1987 (B255) and mention 1980.|||||N|
Chatsworth Limestone|3934|||||Yes|Formation, beds|Formal|Other new published name|Defined|Cockroach Group|37963|||Late Cambrian||||Payntonian|||||885|QLD|No|44543|45052|||||Formerly Gola beds of Casey (1959). See also the informal "Chatsworth Limestone".  Relationship with Chatswood Limestone? - need to check this out with NTGS. PP08/06.|Limestone; minor breccia, marl; grey to dark grey and locally fossiliferous.Contains echinoderms.||||N|
Chewings Range Quartzite|3971|Chewings Range quartzite|28451|||Yes|Formation, beds|Formal|Other new published name|Defined|Iwupataka Metamorphic Complex|24318|||Paleoproterozoic|1500|||Paleoproterozoic|1587|70|isotopic, Rb/Sr|||NT|Yes|31991|48992|Offe L.A.|30/SEP/78|Brown, M.C.|31/OCT/78|Arunta Block. Defined 1980.|Quartzite, sericite-quartz phyllite, staurolite-garnet schist|metasedimentary siliciclastic|||N|
Chilling Sandstone|3990|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Finniss River Group|6669|||Orosirian|1820||inferred, intrusive relationship|Orosirian|1861|4|isotopic, Pb/Pb||8000||No|46676||||||See also Chilling Creek Formation of Wingate Group. Included in Finniss River Group by NTGS 1989 (89/26582).  Removed from Finniss Group by NTGS (2005). Included in Finniss River Group again 2008. Conformably overlies Burrell Creek Formation, intruded by Ti-Tree Granophyre. Maximum depositional age: 1861+/-4Ma.|White quartz sandstone, locally micaceous, ripple-marked and cross-bedded, minor conglomerate, siltstone and tuff.|sedimentary siliciclastic|||N|
Chiripee Gneiss|4021|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Strangways Metamorphic Complex|17395|||Orosirian||||Orosirian||||||NT|Yes|33103||Shaw R.D., Warren R.G.|06/MAY/74|Strusz, D.L.|25/JUN/74|Subdivided into p-Cr1, p-Cr2 and p-Cr3 on preliminary map.  Only p-Cr1 distinguished  from p-Cr on 1975 Alcoota 1:250 000 sheet. Intruded by Crooked Hole Granite.|Migmatitic garnet-biotite-two felspar gneiss; minor amphibolite, calc-silicate rock, quartzite|high grade metamorphic rock|||N|
Chuall beds|28454|Chuall Beds|4051|||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Paleozoic||||Paleozoic|||||||No|45155||||||Age is Early Palaeozoic. Appears in GSWA Memoir 3 (1990) which has NOT yet been indexed. PP08/06. Described in GSWA Memoir 3 (1990) , NW Birrindudu Basin,  p351, 359, 360. Possibly Devonian.|Shallow to emergent mainly fine to medium grained clayey and micaceous quartose and lithic sandstone with some low-angle cross beds and minor grit and pebble-rich beds|sedimentary siliciclastic|||N|
Cleanskin beds|4123|Cleanskin Beds|32802|||Yes|Formation, beds|Informal|Variation of published name|Described|||||Middle Miocene||||Early Miocene|||||||No|39422||||||See also Clean Skin beds.|White porous unfossiliferous limestone and saprolitic limestone|sedimentary carbonate|||N|
Cleia Formation|42362|Cleia Shale|34219|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Late Jurassic||||Late Jurassic|||||||No|5952||||||See also Cleia Shale. Of Gorter and Kirk (1995).|||||N|
Cleland Sandstone|28456|||||Yes|Formation, beds|Formal|Other new published name|Defined|Pertaoorrta Group|15091|||Late Cambrian|500|||Middle Cambrian|590||||1060||No|48862|48862||||||Sandstone, pebble sandstone, some siltstone.|sedimentary siliciclastic|||N|
Cliffdale Volcanics|4151|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||Nicholson Suite|30724|Orosirian|1732|20|isotopic, Rb/Sr|Orosirian|1850||isotopic, U/Pb-Pb/Pb ion probe||4000||No|44272||||||also in McArthur basin (00/30118). See also Geology of Queensland 2013, p58|Rhyolitic to dacitic volcanics, tuff.|igneous felsic volcanic|||N|
Coast Range Sandstone|21509|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Statherian||||Statherian|||||40|NT|Yes|43292||Haines P.W.|27/FEB/95|Brakel, A.|01/MAR/95|Blue Mud Bay 1:250 000 map sheet. Age probably late Palaeoproterozoic.|Quartzose sandstone, conglomerate|sedimentary siliciclastic|||N|
Cockatoo Group|4273|Cockatoo Formation|4271|||Yes|Group, Suite|Formal|Variation of published name|Fully described|||||Frasnian||||Frasnian|||||2700||No|40792||||||Formerly Cockatoo "Formation" "Cockatoo Series", "Cockatoo Sandstone".|Quartz sandstone, conglomerate and limestone; minor dolomite and siltstone.|sedimentary siliciclastic|sedimentary carbonate||N|
Cockroach Group|37963|||||Yes|Group, Suite|Formal|Other new published name|Defined|||||Early Ordovician||||Late Cambrian||||||NT|Yes|61404||Kruse, P.D.|30/JAN/03|Kruse, P.D.|30/JAN/03|Usage is different in Queensland, where clastic units form theToko Group and the dominantly carbonate Coolibah Formation and Kelly Creek Formation are placed in the Cockroach Group instead (Geology of Queensland 2013, p94-95).|||||N|
Coggans Gabbronorite|75896|||||Yes|Formation, beds|Reserved|Reserved|Reserved||||||||||||||||No|||Whelan, J. (NTGS)|31/MAR/11|||For use in the Illogwa Creek and Hale River 1:250 000 sheet areas|||||Y|
Coirwong Greywacke|4310|Coirwong Conglomerate|4308|||Yes|Formation, beds|Formal|Variation of published name|Mentioned|||||Paleoproterozoic||||Paleoproterozoic|||||||No|34528|||||||||||N|
Coles Dam Granite|41999|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Proterozoic||||Proterozoic|||||||No|9199|||||||Granite.||||Y|
Collara Subgroup|35509|||||Yes|Subgroup|Formal|Resvd name published|Defined|Roper Group|16319|||Calymmian||||Calymmian|||||1000||No|23937|23937|Sweet I.|26/MAY/00|||Lower part of Roper Group, from Phelp Sst. up to and including Hodgson Sst.  To be used in Urapunga-Roper River 2nd ed. explan. notes - revision of Abner Sst. added Arnold Sst. Mbr., Jalboi Mbr. and Hodgson Sst. Mbr. to the constituents in this subgroup.|Quartzose sandstone, lithic-glauconitic-ferruginous sandstone, mudstone, shale (+/- carbonaceous)|sedimentary siliciclastic|||N|
Colless Volcanics|4338|||||Yes|Formation, beds|Formal|Other new published name|Defined|Kalkarindji Volcanic Group|69564|||Middle Cambrian|504|||Middle Cambrian|513||||||No|44290|44989|||||Geochemically identical with Antrim Plateau Volcanics, Helen Springs Volcanics and Peaker Piker Volcanics in N.T.. This unit occurs in Qld & probably NT, but was originally listed as in WA too. This seems very unlikely.CEBfeb2009. Formerly included in Georgina Basin. Included in the Kalkarindji Suite in Oct 2009. Mentioned in Geology of Queensland 2013, p54 as being in Camooweal-Murphy domain.|Amygdaloidal basalt, trachyte, arenite.|igneous mafic volcanic|||N|
Colombo Sandstone|4364|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Cryogenian|800|||Cryogenian|830|||||WA|No|44397|45047|||||Age: 830 Ma.|Massive medium grained white and purple quartz sandstone and sandy purple chert-pebble breccia|sedimentary siliciclastic|||N|
