Stratno | Stratigraphic Name | Reference Id | Usage No |   Usage  | Page Number | Minimum Age Name | Maximum Age Name | Reference Comments | Numerical Age | Parent Units | Constituents | Related Units | Lithology 
28284|Gibbie Formation|30004|6|Mentioned|Map legend|Proterozoic|Proterozoic|Carpentarian or Adelaidean|||||
28284|Gibbie Formation|32172|4|Described|Table 1|||Carpentarian or Adelaidean|||||
28284|Gibbie Formation|32173|5|Briefly described|Map legend|Adelaidean|Carpentarian|Of the Wattie Group.  Interbedded micaceous siltstone and fine sandstone.  Carpentarian or Adelaidean (per legend).|||||
28284|Gibbie Formation|32175|5|Briefly described|Map legend|Adelaidean|Adelaidean|Of the Wattie Group.  Flaggy and fissile siltstone, fine sandstone; minor dolomite.|||||
28284|Gibbie Formation|32660|5|Briefly described|Table 6||||||||
28284|Gibbie Formation|33374|6|Mentioned|p7|||Stratigraphy.|||||
28284|Gibbie Formation|33375|5|Briefly described|p7, p8 Tb. 1|||Of the Wattie Group. Overlies the Neave Formation; overlain by Seale Sandstone.|||||
28284|Gibbie Formation|33376|6|Mentioned|Map legend|Adelaidean|Adelaidean||||||
28284|Gibbie Formation|33378|5|Briefly described|Map legend|Adelaidean|Adelaidean|Of the Wattie Group. Interbedded chocolate and greyish green siltstone and fine sandstone.|||||
28284|Gibbie Formation|45112|6|Mentioned|p19||||||||
28284|Gibbie Formation|48938|6|Mentioned|p22|||Stratigraphy.|||||
28284|Gibbie Formation|48943|2|Defined|p48|Proterozoic|Proterozoic|Strat. section p133.? Adelaidean.|||||
28284|Gibbie Formation|60589|5|Briefly described|Map legend|Mesoproterozoic|Mesoproterozoic|Of the Wattie Group.  Siltstone, sandstone and minor dolostone.  Geological Province: Victoria Basin.|||||
28284|Gibbie Formation|60672|5|Briefly described|Map Legend|Mesoproterozoic|Mesoproterozoic|Sandstone and siltstone. Overlies Neave Sandstone. Overlain by Seale Formation. Of Wattie Group. Geological Province: Victoria Basin.|||||
28284|Gibbie Formation|60682|5|Briefly described|p7|||Of Wattie Group.|||||
28284|Gibbie Formation|60685|4|Described|p4 Fig. 3, p7|Mesoproterozoic|Mesoproterozoic|Of the Wattie Group. Thinly bedded micaceous and calcareous siltstone, fine sandstone and rare stromatolitic dolostone. Conformable on Neave Sandstone; conformable below Seale Sandstone. Max. thickness: <70m. Geological Province: Victoria Basin.|||||
28284|Gibbie Formation|65342|6|Mentioned|p11 Fig.13. |||Victoria Basin.||Unit in Wattie Group.||Overlies Neave Sandstone. Is overlain by Seale Sandstone.|
28284|Gibbie Formation|67151|5|Briefly described|Map legend.|Proterozoic|Proterozoic|Birindudu Basin.||Unit in Wattie Group.||Overlies Neave Sandstone. Is overlain by Seale Sandstone.|Interbedded siltstone and fine sandstone; rare dolostone.
28284|Gibbie Formation|68733|5|Briefly described|p177 Fig.2, p182|||Previously included in the Victoria Basin by Cutovinos et al. (2002). Now included in the Birrindudu Basin due to a recent subdivision by the NGTS (Dunster and Ahmad 2013).||Of the Wattie Group.||Conformably underlain by the Neave Sandstone.|
27414|Giddy Granite|22600|4|Described|Map legend|Orosirian|Orosirian||||||
27414|Giddy Granite|24047|5|Briefly described|p82|Paleoproterozoic|Paleoproterozoic|Age: ca.1836Ma.  See also p83 Fig. 71.|||||
27414|Giddy Granite|24048|3|Fully described|p11|||Geological Province: Arnhem Inlier.|||||
27414|Giddy Granite|24049|5|Briefly described|Map Legend|Orosirian|Orosirian|Granite: massive, white to pink, medium to coarse-grained, equigranular, granophyric, fayalite-bearing. Intruded by dykes and sills of microgranite. Geol. Prov: McArthur Basin, Arnhem Inlier.|||||
27414|Giddy Granite|32660|5|Briefly described|Table 2||||||||
27414|Giddy Granite|36473|6|Mentioned|Map legend|Paleoproterozoic|Paleoproterozoic||||||
27414|Giddy Granite|41406|6|Mentioned|Map legend|Mesoproterozoic|Paleoproterozoic||||||
27414|Giddy Granite|41465|5|Briefly described|p8||||||||
27414|Giddy Granite|42597|5|Briefly described|Map Legend|Paleoproterozoic|||||||
27414|Giddy Granite|43010|2|Defined|p57||Paleoproterozoic|Of Orosirian age.|||||
27414|Giddy Granite|43292|5|Briefly described|Map Legend||Paleoproterozoic||||||
27414|Giddy Granite|44112|3|Fully described|p1,7,13,22,25-26||Orosirian||||||
27414|Giddy Granite|45087|5|Briefly described|p15|||Chem. analyses. See also p26.|||||
27414|Giddy Granite|48894|6|Mentioned|p23|||Age|||||
27414|Giddy Granite|50591|5|Briefly described|p1.3, 3.1, Table 1.1|Paleoproterozoic|Paleoproterozoic|Of the Giddy Suite. Geological Province: Arnhem Block/McArthur Basin. Age: 1836 +/- 4Ma (Shrimp).|||||
27414|Giddy Granite|61403|5|Briefly described|Map Legend|Orosirian|Orosirian|Granite: massive, white to pink, medium to coarse-grained, equigranular, granophyric, fayalite-bearing. Intruded by dykes and sills of microgranite. G eol. Prov: McArthur Basin, Arnhem Inlier.|||||
30863|Giddy Suite|24197|5|Briefly described|p29, p54|Paleoproterozoic|Paleoproterozoic|Example of the Sybella Association. Comprises Bukudal, Garrthalala and Dhalinybuy Granites. I-type fayalite-bearing granites. Age: ~1835Ma. Geological Province: Arnhem Block.|||||
30863|Giddy Suite|50591|5|Briefly described|p1.3, 3.1, Table 1.1|Paleoproterozoic|Paleoproterozoic|Age: 1835Ma. Geological Province: Arnhem Block/McArthur Basin. Intrudes: Bradshaw Complex. Unconformably underlies: Erringkarri Rhyolite.|||||
67994|Giles Creek Dolostone|60419|5|Briefly described|p18|Middle Cambrian|Middle Cambrian|Geological Province: Amadeus Basin. Contains fauna of Ordian age.|||||
67994|Giles Creek Dolostone|62376|5|Briefly described|p18|Middle Cambrian|Middle Cambrian|Of the Pertaoorrta Group. Geological Province: Amadeus Basin.|||||
67994|Giles Creek Dolostone|62379|5|Briefly described|p7 Fig. 2, p18|Middle Cambrian|Middle Cambrian|Of the Pertaoorrta Group. Geological Province: Amadeus Basin.|||||
67994|Giles Creek Dolostone|64068|6|Mentioned|p59, 62, 225|||Amadeus Basin. Lower part correlated with Thorntonia Limestone. Upper part correlated with Arthur Creek Formation, Beetle Creek Formation.|||||
67994|Giles Creek Dolostone|64813|5|Briefly described|p272|Middle Cambrian|Middle Cambrian|Overlies Chandler Formation. Geological province: Amadeus Basin, N.T. Contains aromatic-naphthenic oil.|||||
67994|Giles Creek Dolostone|65233|3|Fully described|p3 Fig. 2, p8|Middle Cambrian|Middle Cambrian|Of Pertaoorrta Gp. Interfingers with Tempe Fm; disconform.on Chandler Fm. Conform./gradational below Shannon Fm. and interfingers with Jay Creek Limestone in W. Max. thickness: 383m.Geol.prov: Amadeus Basin.Lith+ environmental.depositon details included|||||
67994|Giles Creek Dolostone|65342|6|Mentioned|p4.|||Amadeus Basin. Max. thickness at least 309 m.|||Includes Dingo Member.|Overlies Chandler Formation. Is overlain by Hugh River Shale.|
27416|Gillen Member|9199|5|Briefly described|Map legend|Proterozoic|Proterozoic|Of the Bitter Springs Formation. Dolomite, green siltstone, sandstone, shale, evaporites.  Geological Province: Amadeus Basin.|||||
27416|Gillen Member|22506|6|Mentioned|p130 Fig.4|Cryogenian|Cryogenian||||||
27416|Gillen Member|22560|5|Briefly described|p4|||Of the Bitter Springs Formation.|||||
27416|Gillen Member|22561|4|Described|p16 & Fig 9|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22562|5|Briefly described|p34|||Averages 810m in thickness in the northern part of the Basin, p34. Of the Bitter Springs Formation.|||||
27416|Gillen Member|22565|6|Mentioned|p71 in Table 1||||||||
27416|Gillen Member|22566|4|Described|p74|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22646|5|Briefly described|p 99|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22647|5|Briefly described|p 113|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.  Overlying Unit - Loves Creek Member.|||||
27416|Gillen Member|22649|6|Mentioned|p 140|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22651|6|Mentioned|Fig 11 btw p182-183|Proterozoic|||||||
27416|Gillen Member|22653|6|Mentioned|p 229||Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22762|5|Briefly described|p375|Neoproterozoic|Neoproterozoic||||||
27416|Gillen Member|22763|6|Mentioned|p393|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22805|5|Briefly described|p472|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|22816|5|Briefly described|p10 Fig. 4|Neoproterozoic|Neoproterozoic|Bitter Springs Formation, Amadeus Basin|||||
27416|Gillen Member|22823|6|Mentioned|p514|Proterozoic|Proterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|23282|6|Mentioned|p52|||May be equivalent to Alinya Formation.|||||
27416|Gillen Member|23286|5|Briefly described|p89||Neoproterozoic|Similar fossil assemblage to Alinya Formation. Of the Bitter Springs Formation.|||||
27416|Gillen Member|23287|6|Mentioned|p102|||Of Bitter Springs Formation, Amadeus Basin. Holds major fossil assemblage of arcitachs.|||||
27416|Gillen Member|23288|6|Mentioned|p142 Fig.18|||In the Amadeus Basin. Correlative of Alinya Formation due to acritarchs.|||||
27416|Gillen Member|23314|5|Briefly described|331 Fig.2||||||||
27416|Gillen Member|23361|5|Briefly described|16 Fig.4|Neoproterozoic|Neoproterozoic|Of Bitter Springs Formation.|||||
27416|Gillen Member|24301|5|Briefly described|p15|Neoproterozoic|Neoproterozoic|Of Bitter Springs Formation.  Geological Province: Amadeus Basin|||||
27416|Gillen Member|32720|6|Mentioned|p7|||Bitter Springs Fm.|||||
27416|Gillen Member|32722|6|Mentioned|Fig.3|||Stromatolite. Adelaidean|||||
27416|Gillen Member|34488|6|Mentioned|p9|||Proterozoic. See also p10, Table 1.|||||
27416|Gillen Member|34579|4|Described|Table 1|||See also p15.|||||
27416|Gillen Member|34724|6|Mentioned|p342||||||||
27416|Gillen Member|35102|6|Mentioned|p16||||||||
27416|Gillen Member|35805|5|Briefly described|p36|||See also Fig.3.|||||
27416|Gillen Member|36751|6|Mentioned|p369||||||||
27416|Gillen Member|38157|6|Mentioned|Table VI||||||||
27416|Gillen Member|38606|6|Mentioned|Map legend|Neoproterozoic|Neoproterozoic||||||
27416|Gillen Member|38885|6|Mentioned|Map legend|Neoproterozoic|Neoproterozoic||||||
27416|Gillen Member|39210|4|Described|p29|||Stromatolites.|||||
27416|Gillen Member|39583|6|Mentioned|Map legend|Neoproterozoic|Neoproterozoic||||||
27416|Gillen Member|39898|5|Briefly described|Map legend|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation. Limestone, sandstone, siltstone. Geological Province: Amadeus Basin.|||||
27416|Gillen Member|39931|6|Mentioned|Map legend|Neoproterozoic|Neoproterozoic||||||
27416|Gillen Member|40740|3|Fully described|p9||||||||
27416|Gillen Member|41190|6|Mentioned|Fig.4||||||||
27416|Gillen Member|41203|6|Mentioned|p5||||||||
27416|Gillen Member|41270|6|Mentioned|p276||||||||
27416|Gillen Member|41509|6|Mentioned|p9||||||||
27416|Gillen Member|41510|6|Mentioned|Map legend|Neoproterozoic|||||||
27416|Gillen Member|41618|5|Briefly described|p325||||||||
27416|Gillen Member|41717|6|Mentioned|Fig.2||||||||
27416|Gillen Member|41820|6|Mentioned|p17||||||||
27416|Gillen Member|41852|6|Mentioned|Fig.2||||||||
27416|Gillen Member|42082|6|Mentioned|Fig.3 P323||||||||
27416|Gillen Member|42845|6|Mentioned|Fig.3 P498|||Of Bitter Springs Formation?|||||
27416|Gillen Member|42886|5|Briefly described|Fig.2 P219|||Of the Bitter Springs Formation.|||||
27416|Gillen Member|42940|5|Briefly described|p1|||Of Bitter Springs Formation.|||||
27416|Gillen Member|43503|6|Mentioned|11-29|||Age from Ediacaran|||||
27416|Gillen Member|43647|6|Mentioned|p530||||||||
27416|Gillen Member|43756|6|Mentioned|p541||||||||
27416|Gillen Member|44335|4|Described|p.7||Proterozoic|Table 1. p.8.|||||
27416|Gillen Member|44336|14|Not recorded|map legend||Proterozoic|SG/53-3. Of Bitter Springs Formation.|||||
27416|Gillen Member|45041|4|Described|p24|||Proterozoic|||||
27416|Gillen Member|46730|5|Briefly described|p7|||Of Bitter Springs Formation. Overlying Unit: Loves Creek Member. Geological Province: Amadeus Basin|||||
27416|Gillen Member|48880|4|Described|p.15,Pl.11-13||Neoproterozoic|(F53-14,15,G53-3). U.Prot.|||||
27416|Gillen Member|48890|2|Defined|p.12||Neoproterozoic|See also Tables, Figs, Plates. pt. Bitter Springs Fm. U.Proterozoic.|||||
27416|Gillen Member|48963|6|Mentioned|Fig.2||||||||
27416|Gillen Member|50246|5|Briefly described|p20 Fig. 2|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation. Dolostone, limestone, shale, siltstone.|||||
27416|Gillen Member|60547|5|Briefly described|Map Legend|Proterozoic|Proterozoic|Of the Bitter Springs Formation. Geological Province: Amadeus Basin. Dolomite, green siltstone, sandstone, shale, evaporites.|||||
27416|Gillen Member|60549|5|Briefly described|Map legend|Neoproterozoic|Neoproterozoic|Of the Bitter Springs Formation.|||||
27416|Gillen Member|61309|5|Briefly described|p16 Fig. 4|||Of the Bitter Springs Formation. Geological Province: Amadeus Basin.|||||
27416|Gillen Member|61732|5|Briefly described|p131|Cryogenian|Cryogenian|Of the Bitter Springs Formation. Contains Cryogenian assemblages (glacigenic successions, 850-600Ma).|||||
27416|Gillen Member|62376|5|Briefly described|p18|Late Proterozoic|Late Proterozoic|Geological Province: Amadeus Basin.|||||
27416|Gillen Member|62379|5|Briefly described|p7 Fig. 2, p34|Late Proterozoic|Late Proterozoic|Of the Bitter Springs Formation. Geological Province: Amadeus Basin.|||||
27416|Gillen Member|62453|5|Briefly described|p24|||Of the Bitter Springs Formation. Geological Province: Amadeus Basin|||||
27416|Gillen Member|62989|5|Briefly described|p40|||Of Bitter Springs Formation. Overlain by Loves Creek Member (Bitter Springs Formation). Geological Province: Amadeus Basin.|||||
27416|Gillen Member|65233|3|Fully described|p3 Fig. 2, p4|Neoproterozoic|Neoproterozoic|Basal member of Bitter Springs Fm. Overlain by Loves Creek Mbr. Geol.prov: Amadeus Basin. Oil source rock potential in the thick transgressive black shale, overlain by stromatolitic dolostone, occasional grey shale and x-bedded sandstone; salt  succn.|||||
27416|Gillen Member|65256|6|Mentioned|p9, p28|||Of Bitter Springs Formation. Contains spilites; correlatives of these spilites are dated at 790+/-40 Ma and 797+/-49 Ma. Said to be 820 Ma on p9.|||||
27416|Gillen Member|65365|5|Briefly described|p2, 5, p9 Fig. 3, p10 Fig. 4|Cryogenian|Cryogenian|Member of the Bitter Springs Formation. Underlies the Loves Creek Member.|||||
27416|Gillen Member|65366|5|Briefly described|p23 Fig. 3|Cryogenian|Cryogenian|Member of the Bitter Springs Formation. Underlies the Loves Creek Member.|||||
27416|Gillen Member|65410|5|Briefly described|p76.|||Contains clusters of coccoid cyanobacteria and mat-like fragments formed by benthic microbial communities; proportions of species vary considerably.||Unit in Bitter Springs Formation.|||Evaporite-rich.
27416|Gillen Member|67565|5|Briefly described|p38.|Neoproterozoic|Neoproterozoic|||Lower unit in Bitter Springs Formation.||Is overlain disconformably by Loves Creek Member.|Carbonate, evaporite and silt.
27416|Gillen Member|68517|5|Briefly described|Map Legend|Proterozoic|Proterozoic|Amadeus Basin. Late Proterozoic age.||Of the Bitter Springs Formation.|||Siltstone, limestone, and dolomite.
28045|Gimbat Ignimbrite Member|23363|5|Briefly described|351 Tab.2|Statherian|Orosirian|Age: 1794+/-11Ma.|||||
28045|Gimbat Ignimbrite Member|24340|5|Briefly described|p147 Fig. 3|||Overlain by the Big Sunday Formation. Overlies the Pul Pul Rhyolite.|||||
28045|Gimbat Ignimbrite Member|43718|2|Defined|p2,43-48||||||||
23618|Glass Hill Sandstone|22537|6|Mentioned|42|||Parent Mahoney Group|||||
23618|Glass Hill Sandstone|23621|5|Briefly described|p36|Devonian|Devonian|Of Mahony Group. Geological Province: Ord Basin.|||||
23618|Glass Hill Sandstone|23622|5|Briefly described|Map Legend|Devonian|Devonian|Of Mahony Group. Geological Province: Ord Basin.|||||
23618|Glass Hill Sandstone|40993|6|Mentioned|Fig.1||||||||
23618|Glass Hill Sandstone|41598|5|Briefly described|p412||||||||
23618|Glass Hill Sandstone|41811|6|Mentioned|p210|||Previously Elder Sandstone|||||
23618|Glass Hill Sandstone|41840|4|Described|p44||||||||
23618|Glass Hill Sandstone|41864|3|Fully described|p56||||||||
23618|Glass Hill Sandstone|41865|5|Briefly described|Map legend||Frasnian||||||
23618|Glass Hill Sandstone|41866|5|Briefly described|Map legend|Frasnian|||||||
23618|Glass Hill Sandstone|42030|4|Described|p750||||||||
23618|Glass Hill Sandstone|42821|5|Briefly described|p7||||||||
23618|Glass Hill Sandstone|42829|6|Mentioned|p146||||||||
23618|Glass Hill Sandstone|43299|5|Briefly described|Map Legend||Devonian||||||
23618|Glass Hill Sandstone|43855|5|Briefly described|Map Legend||Frasnian||||||
23618|Glass Hill Sandstone|44868|5|Briefly described|Map Legend||Frasnian||||||
23618|Glass Hill Sandstone|60519|5|Briefly described|Map Legend|Frasnian|Frasnian|Geological Province: Ord Basin. Of the Mahony Group. Medium to fine grained quartz arenite; minor pebbly sandstone, conglomerate and siltstone.|||||
23618|Glass Hill Sandstone|64580|6|Mentioned|map legend|||Of Mahony Group.|||||
23618|Glass Hill Sandstone|65417|5|Briefly described|p165.|Frasnian|Frasnian|Hardman Sub-basin. Upward-coarsening fluvial deposits from uplift of the Osmand Range to the north.|||||
23618|Glass Hill Sandstone|68656|6|Mentioned|GEOL_LUT_CSV/500k_geologyp08_lut|Frasnian|Frasnian|||Mahony Group|||
23618|Glass Hill Sandstone|69099|4|Described|GEOL_LUT_CSV files + geochron files|Frasnian|Frasnian|Ord Basin||Mahony Group|||pebbly sandstone; minor siltstone and conglomerate
38413|Gleeson Formation|23733|6|Mentioned|p31|||Of the Renner Group.|||||
38413|Gleeson Formation|24047|5|Briefly described|p7 Fig. 6|Mesoproterozoic|Mesoproterozoic|Of the Renner Group.  Age: 1500? Ma.  Geological Province: Ashburton Province (Tennant Inlier).  See also p57 Fig. 49.|||||
38413|Gleeson Formation|24303|2|Defined|p24, p59 Appendix|Calymmian|Calymmian|Of the Renner Group. Overlain by the Baralandji Formation. Max. Thickness: 650m. Previously mapped as undifferentiated Tomkinson Creek beds. Phelp Sandstone and Rising Sun Conglomerate in northern TENNANT Creek may be correlatives. See also p23 Tb.3|||||
38413|Gleeson Formation|24304|5|Briefly described|Map legend|Mesoproterozoic|Mesoproterozoic|Of the Renner Group.  Conglomerate; lithic to quartz arenite;lensing, thin to very thick bedded, granular to cobble; micaceous sandstone, pebbly sandstone, lag conglomerate; mudstone, convolute laminated, graded, crossbedded, current lineated, megarippled|||||
38413|Gleeson Formation|24442|5|Briefly described|p15|||Of the Renner Group.  Geological Province: Ashburton Province.|||||
38413|Gleeson Formation|61406|5|Briefly described|Map legend|Mesoproterozoic|Mesoproterozoic|Of the Renner Group. Undifferentiated rocks: quartz arenite, sublithic arenite, siltstone; minor mudstone and conglomerate; rare stromatolitic dolostone. In the Tennant Creek region.|||||
38413|Gleeson Formation|65209|5|Briefly described|p38|||||Renner Group||possible correlation of Rising Sun Conglomerate with Jeromah Formation or Gleeson Formation possible, but not considered very probable|conglomeratic units
38413|Gleeson Formation|67175|5|Briefly described|Map legend.|Mesoproterozoic|Mesoproterozoic|Tennant Region.||Unit in Renner Group.|||Conglomerate, pebbly sandstone, lithic and quartz arenite, and mudstone.
24291|Gnallan-a-gea Arkose|8217|5|Briefly described|Map Legend|Adelaidean|Adelaidean|Pebbly arkose, sandstone, siltstone, shale. Overlies: Wonnadinna Dolomite. Underlies: Grant Bluff Formation.|||||
24291|Gnallan-a-gea Arkose|22649|6|Mentioned|p 152|||Province - Georgina Basin.|||||
24291|Gnallan-a-gea Arkose|35798|6|Mentioned|Fig.1|||Geological map of Desert Syncline.|||||
24291|Gnallan-a-gea Arkose|35863|6|Mentioned|Table 1||||||||
24291|Gnallan-a-gea Arkose|37928|6|Mentioned|Fig.4||||||||
24291|Gnallan-a-gea Arkose|41429|6|Mentioned|p247||||||||
24291|Gnallan-a-gea Arkose|45155|6|Mentioned|Fig.7|||Georgina Basin|||||
24291|Gnallan-a-gea Arkose|46903|6|Mentioned|Fig.3|||Magnetic polarity sequences|||||
24291|Gnallan-a-gea Arkose|48990|2|Defined|p11|Adelaidean|Adelaidean||||||
24291|Gnallan-a-gea Arkose|49027|5|Briefly described|p5||||||||
24291|Gnallan-a-gea Arkose|61732|6|Mentioned|p108 Fig 40|||Probably partly overlain (in places) by the basal pebbly conglomerate of the Elyuah Formation.|||||
24291|Gnallan-a-gea Arkose|65338|5|Briefly described|p iv, p63.|Ediacaran|Ediacaran|Probable correlative is recognised in the Boko Formation above the cap dolostone, but not mapped separately in MOUNT PEAKE. Locally interdigitates with Elyuah Formation.||Unit in Mopunga Group.||Is overlain by Grant Bluff Formation.|
24291|Gnallan-a-gea Arkose|68553|6|Mentioned|Map legend; schematic diagram.|Early Paleozoic|Neoproterozoic|Georgina Basin. This unit, as well as Black Stump and Sun Hill Arkoses, Little Burke and Yardida Tillites, are all mapped under the symbol, -P-Cg.|||||
69657|Goat Paddock beds|61155|5|Briefly described|p16|Early Eocene|Early Eocene|Age: ~56.5-~53.5Ma. Thickness: 212m. Geological Province: Ord and Wiso Basins.|||||
69658|Golliger beds|61155|5|Briefly described|p16|Middle Miocene|Early Miocene|Overlain by Brunette Limestone. Age: <22.5Ma. Thickness: 15m. Geological region: Barkly Tableland.|||||
69658|Golliger beds|65337|6|Mentioned|p69.|Cenozoic|Cenozoic|In BAUHINIA DOWNS area. May correlate with Cleanskin beds, Brunette and Austral Downs Limestones.|||||
42477|Goodparla Dolerite|24442|6|Mentioned|p27||||||||
42477|Goodparla Dolerite|60680|5|Briefly described|Map legend|Orosirian|Orosirian|Dark grey, medium olivine metadolerite.  Age: 1870Ma?  Geological Province: Pine Creek Orogen.|||||
42477|Goodparla Dolerite|64698|4|Described|lithinterp table|Orosirian|Orosirian|Age ~1850-1860Ma. Max. thickness 300m. Dark grey, medium olivine metadolerite. Intrudes Masson Formation.|||||
42477|Goodparla Dolerite|64730|6|Mentioned|p126|Paleoproterozoic|Paleoproterozoic|Possibly correlates with Zamu Dolerite.||||May intrude Finniss River Group.|
42477|Goodparla Dolerite|65232|6|Mentioned|p44 Fig. 29|||See also misspelt Goodparlia Dolerite.|||||
42477|Goodparla Dolerite|67564|3|Fully described|p iv, p7 Table 2, p10 Fig.5, p12, p31.|Paleoproterozoic|Paleoproterozoic|Pine Creek Orogen. 300 m thick; continental pre-orogenic intrusive olivine tholeiite. Forms distinctive red soil with dense vegetation. Previously mapped by Stuart-Smith et al. (1984) and Stuart-Smith et al. (1988a) as Oenpelli Dolerite and as an unnamed dolerite. Has a weak magnetic signature. Has very similar major- and trace-element compositions to amphibolites within the Cahill Formation.|c.1860 Ma.|||Intrudes Cahill and Masson Formations.|Dark grey, medium-grained olivine metadolerite with an ophitic texture.
23629|Goose Hole Group|14019|4|Described|p21|Middle Cambrian|Middle Cambrian|Contains all the Middle and Late Cambrian sedimentary rocks of the Ord Basin.  Subdivided into the Negri (below) and Elder (above) Subgroups.  Limestone, sandstone.  Max. thickness: 700m.  Geological Province: Ord Basin.  See also p3 Fig. 2.|||||
23629|Goose Hole Group|22547|3|Fully described|p30||Early Cambrian|Geological province: Ord Basin. Age: 525 Ma.|||||
23629|Goose Hole Group|22814|5|Briefly described|fig2|Middle Cambrian|Middle Cambrian||||||
23629|Goose Hole Group|23621|5|Briefly described|p36|Late Cambrian|Middle Cambrian|See also page 9 Table 1. Geological Province: Ord Basin.|||||
23629|Goose Hole Group|23622|5|Briefly described|Map Legend|Cambrian|Cambrian|Of Goose Hole Group. Geological Province: Ord Basin.|||||
23629|Goose Hole Group|24503|5|Briefly described|Map legend|Ordovician|Middle Cambrian|Sandstone, limestone, stromaolitic limestone, siltstone and mudstone.  Geological Province: Ord Basin.|||||
23629|Goose Hole Group|40993|6|Mentioned|Fig.1||||||||
23629|Goose Hole Group|41598|5|Briefly described|p412||||||||
23629|Goose Hole Group|41840|3|Fully described|p40||||||||
23629|Goose Hole Group|41864|4|Described|p15||||||||
23629|Goose Hole Group|41865|6|Mentioned|Map legend|Late Cambrian|Middle Cambrian||||||
23629|Goose Hole Group|41866|6|Mentioned|Map legend|Late Cambrian|||||||
23629|Goose Hole Group|43299|5|Briefly described|Map Legend||Cambrian||||||
23629|Goose Hole Group|43853|5|Briefly described|Map Legend||Ordian||||||
23629|Goose Hole Group|43855|5|Briefly described|Map Legend||Middle Cambrian||||||
23629|Goose Hole Group|44230|5|Briefly described|Map Legend||Middle Cambrian||||||
23629|Goose Hole Group|44868|5|Briefly described|Map Legend|Boomerangian|Ordian||||||
23629|Goose Hole Group|60419|5|Briefly described|p1|Late Cambrian|Middle Cambrian|Max. thickness: 700 m. Conformably overlies Antrim Plateau Volcanics. Geological Province: Ord Basin.|||||
23629|Goose Hole Group|60519|5|Briefly described|Map Legend|Late Cambrian|Middle Cambrian|Includes: Negri Subgroup, Elder Subgroup. Geological Province: Ord Basin.|||||
23629|Goose Hole Group|60589|5|Briefly described|Map legend|Late Cambrian|Middle Cambrian|Limestone, sandstone.  Unconformably overlies the Antrim Plateau Volcanics.  Geological Province: Ord Basin.|||||
23629|Goose Hole Group|64443|6|Mentioned|p40|||Of Ord Basin. Correlative of Barkly Group, Georgina Basin.|||||
23629|Goose Hole Group|64580|4|Described|map legend|Furongian|Middle Cambrian|Undivided; sandstone, siltstone, minor limestone (in part stromatolitic) and mudstone; includes HEADLEYS and LINNEKAR LIMESTONES, NELSON SHALE, PANTON FORMATION, and EAGLE HAWK and OVERLAND SANDSTONES.|||||
23629|Goose Hole Group|67151|5|Briefly described|Map legend.|Cambrian|Cambrian|Ord Basin.|||Includes Headleys Limestone.||
23629|Goose Hole Group|69099|4|Described|GEOL_LUT_CSV files + geochron files|Furongian|Stage 5|Ord Basin? Also says grouped as Cambrian-Ordovician sedimentary rocks, Southern Bonaparte Basin.|||Includes Elder Subgroup, Negri Subgroup||sandstone, siltstone, minor limestone (in part stromatolitic) and mudstone
39138|Gosse River East Syenite|23733|5|Briefly described|p32 Fig. 19||||||||
39138|Gosse River East Syenite|23809|6|Mentioned|p27 Fig. 25|||Geological Province: Tennant Inlier.|||||
39138|Gosse River East Syenite|65209|6|Mentioned|p35 Fig.1|Paleoproterozoic|Paleoproterozoic|||Devils Suite|||
39138|Gosse River East Syenite|67175|5|Briefly described|Map legend.|Paleoproterozoic|Paleoproterozoic|Tennant Region.||Unit in Devils Suite.|||Syenite.
39138|Gosse River East Syenite|67352|6|Mentioned|p8|||Included in Devils Suite (Wyborn 1997) by Donnellan (2004).||Devils Suite|||
38411|Grayling Member|23937|6|Mentioned|p78 App. 1|||Of the Baralandji Formation.  On HELEN SPRINGS  sheet.  See also p84 Appendix 1.|||||
38411|Grayling Member|24303|2|Defined|p29, p60 Appendix|Calymmian|Calymmian|Of the Baralanji Formation. Overlain by the Powell Formation; overlies the Sweetwater Member. Max. Thickness: 500m. Previously mapped as undifferentiated Tomkinson Creek beds. Correlative of Crawford Formation, and possibly of Mainoru Formation.|||||
38411|Grayling Member|24304|5|Briefly described|Map legend|Mesoproterozoic|Mesoproterozoic|Of the Baralandji Formation.  Sandstone, sublithic to quartz arentie; laminated to thick bedded, fine- to medium-grained; micaceous, glauconitic; mudstone; quasi-planar and hummocky crossbedded; current lineated; ferruginous, recessive intervals....|||||
