Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Dundas Group|26529|||||Yes|Group, Suite|Formal|Other new published name|Fully described|Mount Read Volcanics|13057|||Late Cambrian||||Middle Cambrian|||||3800||No|24548||||||Thick conglomeratic flysch sequence of 2 parts: Lower and Upper Dundas Groups|Sedimentary and volcanic rocks. Fine-grained flysch sequence.|sedimentary siliciclastic|||N|
Durroon Megasequence|41022|||||Yes|Clan|Sequence stratigraphy|Sequence strat published|Described|||||Tricolporites lilliei|75||biozone|Phyllocladidites mawsonii|91||||||No|14235|||||||Basal basalt, overlain by shale, siltstone and sandstone.|sedimentary siliciclastic|igneous mafic volcanic||N|
Durroon Mudstone|73127|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned|||||Coniacian||||Turonian|||||300||No|44135|||||||Lacustrine deposits; carbonaceous shale.||||N|
Eaglehawk Gully Formation|33787|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|Denison Group|5370|||Ordovician||||Ordovician|||||||No|23850||Hills P.|29/OCT/99|||Beaconsfield area.|||||N|
Early Paleozoic sedimentary rocks 76681|76681|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Devonian|385|||Ordovician|490||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
East River Coquina|5904|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Late Pleistocene||||Late Pleistocene|||||||No|33358|||||||||||N|
Eastern Quartz-Phyric Sequence|73128|||||Yes|Group, Suite|Informal|Other new published name|Described||||||||||||||||No|64395||||||See also variations 'Eastern Quartz-phyric Sequence', Eastern Quartz-phyric Sequence and Eastern quartz-phyric volcanics. Replaced by Tyndall Group? There is some controversy about this (2007).|Complex sequence of quartz-phyric volcaniclastic rocks mixed with lavas (usually quartz-feldspar phyric) and porphyries (quartz-feldspar+/-biotite-phyric).|igneous felsic volcanic|sedimentary siliciclastic||N|
Eastern View Formation|5924|Eastern View formation|5927|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Wangerrip Group|19406|||Eocene|55|||Late Cretaceous|75||||360||No|30929||||||Defined (as Eastern View Coal Measures) by Raggatt and Crespin (1955). Redefined as Eastern View Formation (Abele 1968) to include Boonah Sandstone. Raised to Group status (Trupp et al. 1994) with Boonah Sandstone reinstated. Reduced to Formation status including Boonah Sandstone/Formation (VandenBerg 2009).|Non-marine, mostly sand with less of carbonaceous silt and clay, and brown coal; coarsening upwards; burrows noticeably absent and contains plant leaves, abundant spores and pollen.||||N|
Eddystone Point Granite|69572|Eddystone Granite|5951|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Boobyalla Suite|31666|Late Devonian||||Middle Devonian|||||||No|63540||MRT|09/AUG/05|||MRT Tasmanian Granites map, 2005. See also the former Eddystone Granite.|S-type biotite alkali-feldspar granite|igneous felsic intrusive|||Y|
Eldon Group|27768|Eldon Beds|6046|||Yes|Group, Suite|Formal|Variation of published name|Fully described|Wurawina Supergroup|24587|||Devonian||||Late Silurian|||||5000||No|43521|||||||Predominantly clastic succession.|sedimentary siliciclastic|||N|
Eldon Group and correlates|37474|||||Yes|Group, Suite|Informal|Variation of published name|Mentioned|Wurawina Supergroup|24587|||Devonian||||Silurian|||||||No|63592||||||Lithology recorded for this informal grouping  that is to be used for Tasmania 1:1million geological map, National Maps Project. Includes Austral Creek Siltstone, Keel Quartzite, Amber, Bell  and Crotty Formations and Florence Quartzite.|Shallow marine quartz sandstone, siltstone and shale|sedimentary siliciclastic|||N|
Elliott Bay Granite|69573|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Late Cambrian|498.8|3.3||Middle Cambrian|498.8|3.3|||||No|63825||MRT|09/AUG/05|||See also the misspelt Elliot Bay nomenclature.|I-type biotite monzogranite|igneous felsic intrusive|||Y|I-type
Elliott Point Porphyry|6107|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|41143|||||||Massive and foliated quartz-feldspar-biotite porphyry.||||U|
Emita Granite|6135|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Wybalenna Suite|31658|Middle Devonian||||Devonian|||||||No|42726|||||||I-type, felsic granite; moderately fractionated, ?reduced.||||Y|
Emmetts Creek Shale|78543|||||Yes|Formation, beds|Formal|Other new published name|Described|Balfour Subgroup|40970|||Neoproterozoic||||Neoproterozoic|||||||No|67502||||||Age poorly constrained by age of dolerite dykes intrusions into other Rocky Cape Group units, and slate ages (643+/-10Ma), and biostratigraphy and isotope chemostratigraphy of overlying Black River Dolomite (~750-650 Ma).|||||N|
Enstone Park Limestone|6205|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|66172||||||Originally an unpublished name in a student's thesis (K.R. Walker, 1957); but also published in same year by Walker (1957)in the Pap.Proc. R. Soc. Tas. Noted by McNeil (1965) that Gray Limestone was an equivalent of Enstone Park Limestone.|Contains trilobites.||||N|
Eugenana beds|29418|Eugenana Beds|6351|||Yes|Formation, beds|Informal|Variation of published name|Described|||||Late Devonian||||Middle Devonian|||||||No|42958|||||||Undeformed sediments with a late Middle Devonian microflora.||||N|
Eumeralla Formation|6363|||||Yes|Formation, beds|Formal|Other new published name|Defined|Crayfish Subgroup|4874|||Albian|97|||Aptian|125||||2743||No|32898|50154|||||Defined SA & Vic Reynolds et al. (1966). Of Otway Group, Vic, 1994. Stated to be within the Otway Supergroup in RefID: 22674 and 44133|Volcanilithic sandstone, siltstone, mudstone, mud-clast conglomerate, with feldspar and quartz grains, and coal: fine to medium grained, consolidated, well-bedded, cross-bedded; braided stream deposits.|sedimentary siliciclastic|organic-rich rock||N|
Exton Member|6448|||||Yes|Member, phase|Formal|Other new published name|Described|Ashley Basalt|715|||Neogene||||Cenozoic|||||||No|24548||||||Of Wells (1957) in describing the Deloraine basalts.|Porphyritic, coarse-grained basalt - dark, blue-grey with large olivine crystals as phenocrysts and smaller ones in the groundmass.||||N|
Farrell Slate|6545|Farrell slate|6548|||Yes|Formation, beds|Formal|Other new published name|Described|||||Late Cambrian||||Middle Cambrian|||||||No|34502||||||See also Farrell Slates - a name widely used in the literature (but misspelt?).|||||N|
Faulkner Group|24975|||||Yes|Group, Suite|Formal|Other new published name|Described|Parmeener Supergroup|14900|||Permian||||Permian|||||||No|43474||||||See also Faulkner Formation. Also referred to as the Lower Freshwater Sequence.|Consists of predominantly flaggy, micaceous siltstone with several thin intervals of very poorly sorted, conglomeratic sandstone.||||N|
Fenton Seam|74342|||||Yes|Member, phase|Informal|Other new published name|Briefly described|Mount Nicholas Coal Measures|12974|||Late Triassic||||Late Triassic|||||||No|63172|||||||||||N|
Fern Hill Granite|73631|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||||Devonian||||Devonian|||||||No|63540||||||Unclear if related to fern Hill Microgranite in Victoria.|S?-type, felsic.||||Y|
Fernfields Formation|6602|||||Yes|Formation, beds|Formal|Other new published name|Described|Dundas Group|26529|||Late Cambrian||||Late Cambrian|||||600||No|31464|||||||Fine pebble conglomerate grading to granule conglomerate and sandstone and siltstone interbeds containing sandstone laminae.||||N|
Fernflow Formation|6606|||||Yes|Formation, beds|Formal|Other new published name|Described|Dundas Group|26529|||Late Cambrian||||Late Cambrian|||||200||No|31464|||||||Pebble to boulder conglomerate interbedded with purple siltstone; clasts are mainly pink and white quartzite boulders; unfossiliferous.||||N|
Ferntree Group|6611|||||Yes|Group, Suite|Formal|Variation of published name|Described|Lower Parmeener Supergroup|10795|||Permian||||Permian|||||||No|24549||||||Renamed Bogan Gap Group in Central Plateau area, but Ferntree Group probably still applies in Hobart , Brighton, Sorrell areas. See also Ferntree Mudstone, in current use.|||||N|
Ferntree Mudstone|27773|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Ferntree Group|6611|||Permian||||Permian|||||199||No|24548||||||Described 1971, 1972. NOTE: stratigraphy used in 1957 Deloraine Valley ref (03/340328) is out-dated. See Frankford, Hobart Explan. Reports, 1981, 1976 etc. Correlated with Abels Bay Formation, Kingborough area. "Ferntree Mudstone and Risdon Sandstone together became Ferntree Group with the duplication of the Ferntree prefix" (per email S. Forsyth, 11/12/08). This unit lacks a specified type section.|Poorly fossiliferous bioturbated mudstone and siltstone.||||N|
Finch Creek beds|6650|Finch Creek Beds|6649|||Yes|Formation, beds|Informal|Other new published name|Mentioned||||||||||||||||No|30998|||||||||||N|
Fincham Metamorphic Complex|73343|Fincham Formation|21786|||Yes|Group, Suite|Formal|Other new published name|Briefly described||||||||||||||||No|63167||||||Reserved as Fincham Formation by Fitzsimmons (1989).|||||N|
Fingal Coal Measures|6653|Fingal beds|74380|||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|34287|||||||||||N|
Fisher Quartzite|73760|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Mersey River Metamorphic Complex|35838|||Early Cambrian||||Early Cambrian|||||||No|63433||||||Part of the Mersey River Metamorphic Complex.|||||N|
Flat-Top Formation|6732|||||Yes|Formation, beds|Formal|Other new published name|Described|Liffey Group|27464|||Permian||||Permian|||||||No|24549|||||||Quartz, mica sandstone with numerous dark-grey shale bands||||N|
Flaxman Formation|6733|Flaxmans Beds|6736|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Sherbrook Group|16826|||Coniacian|85|||Turonian|90||||620|VIC|No|34611|42361|||||Type section in Victoria. Age Cenomanian to Turonian in Port Campbell Embayment area, Vic.|Mudstone, siltstone, fine- to coarse-grained sandstone; ironstone, siderite, dolerite, thin coal present.||||N|
Florence Sandstone|26557|||||Yes|Formation, beds|Formal|Other new published name|Described|Eldon Group|27768|||Devonian||||Silurian|||||||No|43461||||||See also Florence Quartzite, Florence Formation.|Mainly fine-grained quartz sandstone with minor interbedded siltstone and mudstone.||||N|
Florentine Valley Formation|27081|Florentine Valley Mudstone|6772|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Denison Group|5370|||Arenigian||||Tremadocian||||||TAS|No|30277|36379||||||||||N|
Flowerdale Sandstone|6781|||||Yes|Formation, beds|Formal|Other new published name|Described|Lower Parmeener Supergroup|10795|||Early Permian||||Early Permian|||||||No|30325||||||Not to be confused with Flowerdale Member  (Tas) or Flowerdale Sandstone Member (Victoria).|||||N|
Flowery Gully Formation|35649|Flowery Gully Limestone|6782|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Gordon Group|7586||||||||||||||No|23114||||||Presumably intended to supersede Flowery Gully Limestone, but not used by others.  Incorporates the Flowery Gully Limestone and the Grubb Shale or Grubb beds.|||||N|
Fonthill Sandstone Member|23598|||||Yes|Member, phase|Formal|Resvd name published|Mentioned|Castle Carey Mudstone|28441|||Permian||||Permian|||||2||No|41696||C.R.Calver|04/NOV/87|||M 89/26617. Within the Lower Parmeener Supergroup.|Fine-grained pebby sandstone with phosphatic nodules. Marine fossils present in some areas.||||N|
Forest Conglomerate|6807|Forest Conglomerate and Quartzite|6806|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Togari Group|23016|||Ediacaran||||Neoproterozoic III|||||||No|41908||||||See also Forest Conglomerate and Quartzite.|||||N|
Forester Member|6820|||||Yes|Member, phase|Formal|Other new published name|Described|Waterhouse Formation|19582|||Quaternary||||Quaternary|||||||No|35466|||||||||||N|
Forth Metamorphic Complex|6836|||||Yes|Group, Suite|Formal|Variation of published name|Described|||||Cambrian|514|4.6|isotopic, U/Pb-Pb/Pb ion probe|Cambrian|||||||No|41562||||||This name includes the Ulverstone Metamorphic Complex as described by Turner (1989). Also referred to as Forth Metamorphics and Metamorphic Complex. SHRIMP dating of zircon rims in garnet amphibolite provides age of metamorphism: 514+/-4.6 Ma. Zircon cores gave ages between 1800 an 1400 Ma, but they are regarded as inherited.|Medium to high grade schist and amphibolite of Proterozoic origin.||||N|
Fossil Bluff Sandstone|6846|Turritella bed""|18728|||Yes|Formation, beds|Formal|Other new published name|Described|Table Cape Group|17623|||Early Miocene||||Early Miocene|||||||No|44238||||||See also Lexicon. SK55-2/Table Cape.|||||N|
Frankford Formation|33766|||||Yes|Formation, beds|Reserved|Reserved|Reserved||||||||||||||||No|||Hills P.|29/OCT/99|||Badger Head area.|||||N|
Franklin Metamorphic Complex|34211|Franklin Group|6885|||Yes|Group, Suite|Formal|Other new published name|Described|||||Cambrian|502|8||Cambrian|511|8|||||No|22668||||||See also Franklin Metamorphics - the Complex represents a structural concept. Originally described as Franklin "Group" (Spry 1957) - now includes the former Joyce Metamorphic Complex due to similarity in structure and history.|Mostly pelitic schist, minor quartzite and lenses of amphibolite; includes garnetiferous rocks, and about equal portions of schistose quartzite and coarse-grained, commonly knotted schist; schists are polydeformed.||||N|
Franklin Sound Granite|28560|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Poimena Suite|31626|Late Devonian||||Middle Devonian|||||||No|42726||||||Age and suite derived from the 2005 1:500,000 Tasmanian Granites Map and CD (HG, O. Raymond).|I-type biotite monzogranite|igneous felsic intrusive|||Y|
Fraser Formation|74061|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Ediacaran|587||isotopic, Sm/Nd|Neoproterozoic|760|12|inferred, intrusive relationship|390|||Yes|64400||Direen, N. (FrOG Tech)|07/JAN/07|Forsyth, S.|24/JUN/08|For use  on KING ISLAND sheet; nearest town Naracoopa. To be pub: in Precambrian Research, late 2008 in Direen, N.G., Jago, J.B. (accepted with revisions Dec 'o7) "The Cottons Breccia (Ediacaran) and its tectonostratigraphic context with Grassy Group....". DEFINITION CARD rec'd 24 June 2008. PP. Tentatively correlated with Rocky Cape Group (NW Tasmanian mainland).|Buff to grey cross-bedded quartzites, grey interbedded laminar graded siltstones, and rare conglomerates. Metapsammites/metaphyllites.||||N|
Freestone Cove Sandstone|6896|Crassatella bed""|28482|||Yes|Formation, beds|Formal|Other new published name|Described|Table Cape Group|17623||||||||||||||No|44238||||||See also Lexicon. SK55-2/Table Cape. Refs "Crassatella bed" ( Johnston 1888).|||||N|
Freycinet Granite|6910|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Freycinet Suite|40888|Late Devonian||||Middle Devonian|||||||No|42726||||||Age and suite derived from the 2005 1:500,000 Tasmanian Granites Map and CD (HG, O. Raymond). One of the South East Coast granites. Stated to be I-type and S-type granite by different authors?|I-type biotite granite|igneous felsic intrusive|||Y|
Freycinet Suite|40888|||||Yes|Group, Suite|Informal|Resvd name published|Mentioned||||||||||||||||No|61216||McClenaghan M.P.|15/APR/04||||||||Y|
Garcia Sandstone|7001|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Poatina Group|15348|||Kungurian||||Artinskian|||||14||No|34047||||||Age: Lymingtonian. This belongs in the central Plateau area, once included in rocks misinterpreted as the Ferntree Group - now probably part of Bogan Gap Group?|Pebbly to conglomeratic sandstone.||||N|
Garden City Formation|7002|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|40127|||||||||||N|
Gardens Granodiorite|7005|Gardens granodiorite|7006|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||Gardens Suite|31503|Early Devonian|399|1||Early Devonian|399|1|||||No|37797||||||See also the informal Gardens Granite. Age and suite derived from the 2005 1:500,000 Tasmanian Granites Map and dataset.|I-type biotite-hornblende granodiorite - consists of euhedral to anhedral amphibole and biotite, plagioclase and intergranular K-feldspar and quartz.|igneous felsic intrusive|||Y|
Gardens Suite|31503|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||Gardens Supersuite|31502||||||||||||No|42726||||||Includes Gardens Granodiorite.|||||Y|
Gardens Supersuite|31502|||||Yes|Supergroup|Formal|Other new published name|Briefly described||||||||||||||||No|42726||||||Includes Gardens Suite.|||||Y|
Garfield Andesite|73316|||||Yes|Formation, beds|Formal|Other new published name|Mentioned|Yolande River Sequence|73266||||||||||||||No|63238||||||Presented as Garfield Andesite body. Part of Yolande River Sequence.|||||N|
Geilston Travertine|7095|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|33433|||||||||||N|
Geiss Formation|7096|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|41895|||||||||||N|
Gelignite Creek Member|29222|||||Yes|Member, phase|Formal|Resvd name published|Defined|Huon River Formation|24313|||Late Precambrian||||Late Precambrian|||||200|TAS|Yes|42227|42227|Calver C.R.|05/JUL/85|||Within the Pandani Group. Discrepancy in parent unit? - Huon River Formation or Clear Water Formation?|White to pink, medium- to coarse-grained quartzarenite and lesser quartzitic pebble-conglomerate.||||N|
Gell Quartzite|7101|||||Yes|Formation, beds|Formal|Other new published name|Defined|Tiger Range Group|18145|||Silurian||||Silurian|||||130|TAS|No|35671|35671||||||Siliceous orthoquartzite.||||N|
Gellibrand Marl|7107|Gellibrand Clay|7103|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Heytesbury Group|8311|||Late Miocene||||Early Miocene|32||||1300|VIC|No|30675|31036|||||Formerly Gellibrand Clays and Gellibrand Clay. Incorporates Fishing Point Marl and "Upper Glen Aire Clay". Included in both Heytesbury Group and Torquay Group (VandenBerg 2009): see discussion in RefID 65715 p16.|Marine shelf deposits: clay, marl and worm-burrowed calcarenite, fine to medium grained quartz and detrital calcareous fossil fragments in clay matrix, moderately sorted, massive to well bedded.|regolith|||N|
George River Granodiorite|7129|George River granodiorite|7130|||Yes|Formation, beds|Formal|Other new published name|Fully described|||Gardens Suite|31503|Middle Devonian||||Middle Devonian|||||||No|35826||||||See also the informal George River Granite. Age and suite derived from the 2005 1:500,000 Tasmanian Granites Map and CD (HG, O. Raymond). |I-type biotite-hornblende granodiorite|igneous felsic intrusive|||Y|
George River Suite|31504|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||Gardens Supersuite|31502|Middle Devonian||||Middle Devonian|||||||No|42726|||||||||||Y|
Giblin River siliceous sandstone|74375|||||Yes|Formation, beds|Informal|Other new published name|Briefly described||||||||||||||200||No|63170||||||Not intended as a formal name. Rests unconformably on Precambrian rocks.|||||N|
Gipps Creek Granite|40851|Ben Lomond Granite|1453|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Royal George Suite|40845|Late Devonian||||Late Devonian|||||||No|63540||Everard J.L., Findlay R.H., McClenaghan M.|15/APR/04|||South of Ben Lomond in NE Tasmania. Part of Ben Lomond Batholith (formerly Ben Lomond Granite). Used in unpublished manuscript of Everard J.L.&  Findlay R.H.|S-type biotite alkali-feldspar granite|igneous felsic intrusive|||Y|
Glencoe Formation|7369|||||Yes|Formation, beds|Formal|Other new published name|Described|Golden Valley Group|27784|||Sakmarian||||Permian|||||27.15||No|34098||||||Invalid name.  Glencoe Limestone used in Vic.|Pyritic and carbonaceous mudstone with a few pebbles; Tasmanite oil shale. Fossils abundant.||||N|
Gnomon Mudstone|73064|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|Dial Group|5447||||||||||||10||No|44135|||||||Thin unit of interbedded mudstone and sandstone with siliceous conglomerate bands.||||N|
Goat Island Conglomerate|7467|||||Yes|Formation, beds|Formal|Other new published name|Mentioned|||||Neoproterozoic||||Neoproterozoic|||||||No|34068||||||Correlated with Burnie Formation, Ulverstone Metamorphic Complex,  GSA Special Publication 15, 1989, p30-31. Shown as part of Ulverstone Metamorphics in 1963 Devonport 1inch to 1 mile map - described but not formally named as such.|Conglomerate, mica schist, quartzose schist and some quartzite.||||N|
Gog Range Greywacke|27421|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Late Cambrian||||Late Cambrian|||||||No|29626||||||Same unit as Gog Greywacke?|||||N|
Golden Valley Group|27784|Golden Valley Limestone and Shale|40007|||Yes|Group, Suite|Formal|Variation of published name|Redefined|Lower Parmeener Supergroup|10795|||Early Permian||||Early Permian|||||83||No|24549|24547|||||See also Lexicon. ?Redefined by Clarke (1968). Unclear whether Quamby Mudstone is part of the group?|||||N|
Gomorrah Dolomite|24293|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Weld River Group|24566|||Precambrian||||Precambrian||||||TAS|Yes|41908|41908|Calver C.R.|10/NOV/88||||Predominantly massive, fine-grained dolomite.||||N|
Gordon Group|7586|Gordon Subgroup|7604|||Yes|Group, Suite|Formal|Other new published name|Fully described|Wurawina Supergroup|24587|||Early Devonian||||Ordovician|465||||900||No|40727||||||See also the informal Gordon Group Limestone.|Comprises predominantly micritic, warm-water shallow marine limestone, shale + sand deposited on a continental shelf, with lagoonal mud facies, abundant algal mats and pellet beds.|sedimentary carbonate|sedimentary siliciclastic||N|
Gould Conglomerate|7639|Gould Formation|30018|||Yes|Formation, beds|Formal|Other new published name|Briefly described|Upper Parmeener Supergroup|18944|||Early Triassic||||Late Permian|||||||No|29638||||||Relations and age from GSA Special Publication 15, 1989, p312, 313, 316|Composed of massive cross-bedded sandstone, arkose and conglomerate.||||N|
Governor River Phyllite|73363|Governor Formation|21895|||Yes|Formation, beds|Formal|Variation of reserved name|Briefly described||||||||||||||||No|63167||||||Reserved by Fitzsimmons (1989) as Governor Formation (not published?).|||||N|
Grahams Road Volcanics|74915|||||Yes|Formation, beds|Reserved|Reserved|Defined|Skipworth Subgroup|37342|||Ediacaran||||Ediacaran|||||||Yes|||Calver, C.R (GSTAS).|08/DEC/08|Forsyth, S.|27/NOV/08|PROPOSED PUBLICATION: Calver, C.R. , 2008 (Compiler). Digital Geological Atlas 1:25,000 series, Sheet 2456. Grassy. Mineral Resources Tasmania.|Basalt, dolerite, (volcaniclastic) sandstone, (volcaniclastic) conglomerate, andesite, rhyolite (the latter just as clasts (??).||||N|
Grandfathers Granite|40852|Grandfather's Granite|7676|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Devonian||||Devonian|||||||No|44135||Leaman D.E., Richardson R.G.|15/APR/04|||Small body on west coast of Sorrell Peninsula but shown to extend offshore, western Tasmania. Published in Tasmania Department of Mines, Geological Survey Bulletin 66, 1989, p27.|Alkali-feldspar, S-type granite, felsic; strongly fractionated, reduced;  unfoliated, leucocratic, equigranular, medium- to coarse-grained rock of quartz, K-feldspar, plagioclase, biotite, muscovite and tourmaline, with accessory zircon and apatite.|igneous felsic intrusive|||Y|S-type
Grange Mudstone|27424|||||Yes|Formation, beds|Formal|Other new published name|Described|Cascades Group|3730|||Artinskian||||Sakmarian|||||||No|45031||||||Age: Bernacchian. Replaced by Deep Bay Formation in Kingborough area.|||||N|
Granite Tor Granite|7688|||||Yes|Formation, beds|Formal|Other new published name|Described|||Pieman Suite|31623|Late Devonian|344|||Late Devonian|375||||||No|42726||||||Age and suite derived from the 2005 1:500,000 Tasmanian Granites Map and CD (HG, O. Raymond). Part of the Heemskirk-Granite Tor subsurface ridge.|S-type, coarse-grained, muscovite-biotite alkali-feldspar granite - with megacrysts of K-feldspar; accessory minerals of zircon, apatite and garnet; tourmaline present at some localities.|igneous felsic intrusive|||Y|S-type
Grant Point Granite|7697|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||Gardens Suite|31503|Late Devonian||||Middle Devonian|||||||No|35826||||||Age and suite derived from the 2005 1:500,000 Tasmanian Granites Map and CD (HG, O. Raymond). See also Grants Point Granite - actual place name is Grants Point, but Grant Point may have become the accepted name due to common usage?|I-type biotite granite|igneous felsic intrusive|||Y|
Granton Limestone and Marl|25027|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned||||||||||||||||No|43876|||||||||||N|
Grassy Granodiorite|7715|Grassy granodiorite|7719|||Yes|Formation, beds|Formal|Variation of published name|Described|||Grassy Suite|31585|Late Devonian||||Late Devonian|||||||No|31733||||||On King Island. Caused formation of scheelite deposits in a thick sequence of contact metamorphosed and metasomatised peltitic and calcareous sedimentary rock  of the Early Cambrian Grassy Group. This unit may(?) include what is currently known as Bold Head Volcanics (reserved for N.Direen/GSTAS) according to email from S.Forsyth (June 2008). PP.|I-type biotite-hornblende granodiorite.|igneous felsic intrusive|||Y|I-type
Grassy Group|7717|||||Yes|Group, Suite|Formal|Variation of published name|Described|||||Early Cambrian|572|||Ediacaran|600||||2000||No|31733||||||On King Island (TAS). Age: ca600Ma (Calver 1998). Scheelite-bearing metamorphosed/metasomatised pelitic and calcareous sedimentary rocks adjacent to Late Devonian Grassy Granodiorite.  A relatively undeformed and unmetamorphosed succession conformably overlying a siltstone unit occupying most of the central island.|A relatively undeformed and unmetamorphosed succession of conglomerate and finer-grained clastic rocks with dolomite and mafic volcanics. Mafic sequence: volcano-sedimentary shelf succession including dolostone, diamictite and tholeiitic basalt.|sedimentary|igneous mafic volcanic||N|
Grassy Suite|31585|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||||Early Carboniferous||||Late Devonian|||||||No|42726||||||King Island. Ages from constituent units [Jul-2013]|||||Y|
Gray Siltstone|7726|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned||||||||||||||||No|30155||||||Name preferred over Gray Formation (per email S. Forsyth, 21/8/08)|||||N|
Great Dome Sandstone|25935|Great Dome sandstone|7734|||Yes|Formation, beds|Formal|Other new published name|Defined|Denison Group|5370|||Late Cambrian||||Late Cambrian|||||500|TAS|No|30274|30275|||||Within the Wurawina Group.|Quartz sandstone of shallow-marine to fluvial palaeoenvironments with Late Cambrian fossils.|quartz-rich arenite to rudite|||N|
Great Lake Dolerite|7735|Great Lake dolerite|7736|||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|33347|||||||||||Y|
Grimes Intrusive Suite|37343|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Ediacaran|574.7|3|isotopic, U/Pb|Ediacaran|579|3|isotopic, U/Pb||150||Yes|62516||Direen N.|29/DEC/98|||Originally was a definition in PhD (N. Direen).  This unit requires verification as there are no recorded constituents and unit has Formation rank rather than Suite? There is an Inconsistent use of names in the literature - Grimes Sills, Grimes Intrusives and Grimes Intrusive suite -  all informal.  Comprises sills that intrude Cottons Breccia, Cumberland Dolostone, Yarra Creek Shale and part of Rocky Cape Group.|Fine-grained andesitic rocks with cumulate base; forms sills. Wehrlite, gabbro, dolerite, diorite, andesite.||||Y|
Guilfoyle Creek Basalt|75977|Miners Ridge Basalt|73326|||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Middle Cambrian|||inferred, geological correlation|Early Cambrian|||inferred|||TAS|Yes|67654||Everard, J.L. (MRT)|24/MAY/11|Forsyth, S.|26/MAY/11|See Definition card. Proposed publication: CORBETT K.D. QUILTY P. G. & CALVER C. R. (Eds.). In prep. (2011?) The Geological Evolution of Tasmania. Geological Society of Australia Special Publication. Possibly allochthonous and tectonically emplaced in the Early Cambrian, before deposition of the Yolande River Sequence. Formerly correlated with basalts in Crimson Creek Formation (Crawford et al. 1992). [Note to ASUD staff: Use definition to update relationships with other units when this name published]|Amygdaloidal basaltic to picritic lava, breccia and volcaniclastics (picrites known only from drill-hole).|igneous mafic volcanic|||N|
