Stratno | Stratigraphic Name | Category | Contents | Last update 
75977|Guilfoyle Creek Basalt|General description|The unit occupies the core of a steeply north-plunging anticline in the Cambrian Yolande River Sequence (part of the Mt Read Volcanics)  and is the stratigraphically lowest unit in the area.|
75977|Guilfoyle Creek Basalt|Thickness range|Apparent thickness at type locality > 170m, base not exposed or known.|
75977|Guilfoyle Creek Basalt|Lithology|Amygdaloidal basaltic to picritic lava, breccia and volcaniclastics (picrites known only from drill-hole).|
75977|Guilfoyle Creek Basalt|Depositional environment|Erupted subaqueously; possibly pelagic.|
75977|Guilfoyle Creek Basalt|Fossils|None known.|
75977|Guilfoyle Creek Basalt|Diastems or hiatuses|Not known|
75977|Guilfoyle Creek Basalt|Relationships and boundaries|Formerly considered the stratigraphically lowest unit of the overlying Yolande River Sequence, but probably older basement to the latter. Contacts with the Yolande River Sequence probably faulted. Possibly allochthonous and tectonically emplaced in the Early Cambrian, before deposition of the Yolande River Sequence.|
75977|Guilfoyle Creek Basalt|Identifying features|Distinguished from mafic units in the Mt Read Volcanics (e.g. Lynch Creek Basalt) by geochemistry (see below) and ophitic microtexture.|
75977|Guilfoyle Creek Basalt|Structure and Metamorphism|Greenschist facies metamorphism; some relict igneous clinopyroxene.|
75977|Guilfoyle Creek Basalt|Age reasons|Probably Early Cambrian. Older than the Middle Cambrian Mt Read Volcanics; probably structurally emplaced in the late Early or early Middle Cambrian Tyennan Orogeny.|
75977|Guilfoyle Creek Basalt|Correlations|Formerly correlated with basalts in Crimson Creek Formation (Crawford et al. 1992). Recent data suggests a lithogeochemical correlation with the Birchs Inlet Volcanics basalts in the Mainwaring Group, and basalts in the Luina Group (McClenaghan & Findlay 1993; Seymour & Calver 1995; Corbett 2002).|
75977|Guilfoyle Creek Basalt|Alteration and Mineralisation|Abundant secondary calcite, as veinlets, stringers and dissemination. Minor pyrite; rare chalcocite reported.|
75977|Guilfoyle Creek Basalt|Geophysical Expression|Magnetic susceptibility of main basalt ~ 0.3 x 10-3 SI; picrites up to 80 x 10-3 SI.|
75977|Guilfoyle Creek Basalt|Geochemistry|Low-Ti, high Mg basalt to picrite (MgO 6 - 28%). Mostly low in TiO2 (0.4 - 0.5%), Zr (20 - 25 ppm) and other incompatible elements, with Ti/Zr ratios (~90 - 160) higher than arc-related basalts from the overlying Mt Read Volcanics. Flat to strongly LREE-depleted rare earth patterns.|
75977|Guilfoyle Creek Basalt|References|CORBETT K.D. 1979. Stratigraphy, correlation and evolution of the Mt Read Volcanics in the Queenstown, Jukes-Darwin and Mt Segwick areas. Geological Survey Bulletin 58, Tasmania Department of Mines.   **CORBETT K.D. 2002. Western Tasmanian Regional Minerals Program. Mount Read Volcanics Compilation. Updating the geology of the Mount Read Volcanics belt. Tasmanian Geological Survey Record 2002/19.  **CORBETT K. D., CALVER C.R., EVERARD J.L. & SEYMOUR D.B. 1:25000 Geological Series, Queenstown. Tasmania Department of |Resources and Energy; Department of Mines.  **CRAWFORD A.J., CORBETT K.D. & EVERARD J.L. 1992. Geochemistry of the Cambrian volcanic-hosted massive-sulfide-rich Mount Read Volcanics, western Tasmania, and some tectonic implications. Economic Geology 87, 597-619.  **DOWER B. 1991.The geology, geochemistry and tectonic setting of the Miners Ridge basalt and Lynch Creek basalt in the Mt Read Volcanic belt, western Tasmania. B.Sc. Hons. thesis, University of Tasmania.   **GREEN D.C. & EVERARD J.L. (COMP.). 2006. Geological Atlas 1:25000 series, Sheet 3833. Owen. Mineral Resources Tasmania.  **MCCLENAGHAN M.P & FINDLAY R.H. 1993. Geological Survey Explanatory Report. Macquarie Harbour Sheet 64 (7913). Tasmania Development and Resources, Division of Mines.  **SEYMOUR D. B.  & CALVER C. R.  1995. Explanatory notes for the Time-Space Diagram and Stratotectonic Elements Map of Tasmania. Report Mineral Resources Tasmania 1995/01.|
7994|Halls Formation|Name source|Hall's workings, the original main open cut and underground workings on Hall's lode, lens A of the Cleveland Mine, on the south east flank of Godkin Ridge, CQ652069).|
7994|Halls Formation|Unit history|The term "Hall's Formation" was originally used by Cox (1968) and Cox and Glasson (1971) for a single repetitive unit up to 30m thick containing a single "lode bed". The equivalent terms "Lode Formation" (Glasson and Hopwood 1962; Cox and Glasson 1967) and "lode horizon" (Mason 1965) have also been used for this unit. Ransom (1972) and Ransom and Hunt (1975) re-interpreted the structure at the mine and defined a "lode-bearing unit" 50-100m thick, which was later designated as "Hall's formation" by Palmer (1976). The Halls Formation also coincides with the "slate" of Hughes (1953).|
7994|Halls Formation|Constituents|Includes Henrys Volcanic Member.|
7994|Halls Formation|Geomorphic expression|Subdued.|
7994|Halls Formation|Type section locality|The type section is a subsurface section at the Cleveland Mine (CQ651067), exposed in underground workings (e.g. mine section N) and in diamond drill core that was retained at the mine. Representative samples are held by Mineral Resources Tasmania and the University of Tasmania. A reference section occurs on Whyte Hill on the Corinna Road between CQ683080 and CQ686080 (Collins 1983; see also Everard 2003).|
7994|Halls Formation|Extent|Exposed for over 3 km2 on Whyte Hill, on the southeast flank of Crescent Spur and the east bank of the Whyte River south of Washington (formerly Deep) Creek; a fault-emplaced outlier occurs within the Deep Creek Volcanics east of the Cleveland Mine (Collins 1983). Outside the Cleveland Mine area, the unit has not been differentiated from other constituent formations of the Luina Group.|
7994|Halls Formation|Thickness range|80-120m in the Cleveland mine area. 50-150m quoted by Collins (1983, p. 64).|
7994|Halls Formation|Lithology|Light to dark grey and purple shale and fine-grained tuff, with limestone, grey-green-red chert, greywacke, basic tuff and basalt.|
7994|Halls Formation|Depositional environment|Probably deep water, pelagic or continental slope.|
7994|Halls Formation|Fossils|none known|
7994|Halls Formation|Diastems or hiatuses|not known|
7994|Halls Formation|Relationships and boundaries|Conformably overlies the Deep Creek Volcanics to the east and south-east, and is conformably overlain to the west by the Crescent Spur Sandstone.|
7994|Halls Formation|Identifying features|Characterised by presence of limestone, which is not known in the underlying and overlying formations (Collins 1983, p. 64).|
7994|Halls Formation|Age reasons|Considered ¿Eocambrian(?)-Early Cambrian(?)¿ by Collins (1983); now considered probably Early Cambrian, possibly Late Neoproterozoic (see Luina Group).|
7994|Halls Formation|Correlations|A suggested correlation with the Crimson Creek Formation (Collins 1983) is now considered unlikely (e.g. Brown and Jenner 1988; Brown 1989, p. 64)|
7994|Halls Formation|Alteration and Mineralisation|At the Cleveland Mine, the unit contains eleven lenses of cassiterite-sulphide mineralisation, divided into two groups (footwall and hangingwall lodes) by a wedge of basalt, the Henrys Volcanic Member.|
7994|Halls Formation|Geochemistry|Chemical analyses indicate that the limestone beds are composed mainly of calcite (40-80%) and quartz or chert (10-42%)with only minor Fe, Mg and Mn (Collins 1983, p. 67).|
7994|Halls Formation|Defn author|Definition card completed by J. L. Everard  24-May-2011, from definition of Collins (1983), p. 305-306.|17/JUN/11
7994|Halls Formation|References|BROWN  A.V. 1989a. Eocambrian-Middle Cambrian mafic volcanic rocks. In: BURRETT C. F. & MARTIN E. L. (eds). Geology and Mineral Resources of Tasmania. Geological Society of Australia Special Publication 15, 61-69.  **BROWN  A.V. & JENNER  G.A. 1988: Tectonic implications of the reinterpretation of Eocambrian-Cambrian mafic volcanics and associated ultramafic rocks in western Tasmania. In: TURNER N.J. (editor): The Geology and Evolution of the Latest Precambrian and Cambrian rocks in the Western Tasmania Terrane. Abstracts Volume, Geological Society of Australia (Tasmania Division).p. 23-25.  **COX R. 1968. The economic geology of the Cleveland and Magnet mines, Tasmania. Ph.D. thesis, University of Sydney.  **COX R. & Glasson 1967. The economic geology of the Cleveland mine. In: The geology of western Tasmania- a symposium. University of Tasmania Geology Department, Hobart, November 1967.  **COX R. & Glasson 1971. The geology and mineralisation of the Cleveland mine, Tasmania. Economic Geology 66: 861-878.  **COLLINS, P. L. F. 1983. Geology and mineralisation at the Cleveland mine, western Tasmania. Ph.D. thesis, University of Tasmania.  **EVERARD, J.L. (compiler). 2003. Digital Geological Atlas 1:25000 series, Sheet 3640. Luina. Mineral Resources Tasmania.  **GLASSON K.R. & HOPWOOD T. 1962. Geological report, Mt Cleveland mine, Waratah district, Tasmania. Unpublished report, Aberfoyle Tin Development Partnership.  **HUGHES T.D. 1953. The Mt Cleveland mine. Unpublished report, Department of Mines Tasmania 1953: 82-85.
MASON A. A. C. 1965. Tin ore deposits of Mt Cleveland. In: Geology of Australian Ore Deposits, 2nd Edition. 8th Commonwealth Mining and Metallurgical Congress, Melbourne: 503-505.
PALMER K. G. 1976. The Cleveland tin deposit. In: Solomon M. & Green G.R. (Eds.) Ore deposits of western Tasmania. Excursion Guide 31Ac, 25th International Geological Congress, Sydney, 1976.
RANSOM D. M. 1972. Reinterpretation of the geology of the Cleveland cassiterite-sulphide deposit. In: The Palaeozoic geology, structure and mineralisation of western Tasmania- a symposium. Geological Society of Australia, Tasmanian Division, p. 3-4.
RANSOM D. M. & HUNT F. L. 1975. The Cleveland tin mine. In Knights C. L. (Ed.) Economic geology of Australia and Papua- New Guinea. Australasian Institute of Mining and metallurgy Mon. 5: 584-591.|17/JUN/11
24313|Huon River Formation|Name source|Huon River [DN470500], Wedge 1:100 000 Mapsheet.|
24313|Huon River Formation|Type section locality|The outcrop area as indicated on the Pedder mapsheet, is the designated type area.|
24313|Huon River Formation|Extent|The unit is exposed over ca. 30 km2 in the southeastern part of the Wedge 1:100 000 Mapsheet around the headwaters of the Huon River. The unit is indicated on the Pedder 1:50 000 geological map by the symbols Psm, Psr, Psq and Pse.|
24313|Huon River Formation|Thickness range|Approximately 3 km; uncertain due to faulting.|
24313|Huon River Formation|Lithology|Pelite (phyllite, slate or mudstone) with lesser, interlayered dolomite and minor quartzarenite.|
24313|Huon River Formation|Relationships and boundaries|Belongs to Pandani Group. Probably conformably overlies Lot Formation (contact not exposed). Probably conformably overlain by Mt Bowes Formation (contact not exposed).|
24313|Huon River Formation|Age reasons|Late Precambrian (as for Pandani Group).|
24313|Huon River Formation|Proposed publication|Explanatory Report, Department of Mines, Tasmania; for Pedder 1:50 000 Mapsheet.|
24350|Lake Judd Formation|Name source|Lake Judd [DN530410], Wedge 1:100 000 Mapsheet.|
24350|Lake Judd Formation|Type section locality|The outcrop area between DN498416 and DN508425 is the designated type area.|
24350|Lake Judd Formation|Extent|The unit is exposed over a total of approximately 5 km2 in the Celtic Hill-Lake Judd area in the southeastern part of the Wedge 1:100 000 Mapsheet.|
24350|Lake Judd Formation|Thickness range|Approximately 1 km|
24350|Lake Judd Formation|Lithology|Phyllite and slate with abundant thin beds and laminae of quartz siltstone.|
24350|Lake Judd Formation|Relationships and boundaries|Unit belongs to Mt Anne Group. Unit youngs northwards, away from unexposed contact (faulted?) with probably-older Twin Creeks Formation. Unit is conformably overlain by Sarah-Jane Quartzite at DN508425.|
24350|Lake Judd Formation|Age reasons|Late Precambrian, due to tectonometamorphic grade and regional geological setting (see Turner, 1989).|
24351|Lake Timk Formation|Name source|Lake Timk [DN560455], Wedge 1:100 000 Mapsheet.|
24351|Lake Timk Formation|Type section locality|The outcrop area as indicated on the Pedder mapsheet, is the designated type area.|
24351|Lake Timk Formation|Extent|Unit is exposed over approximately 0.5 km2 immediately south of Lake Timk.  The unit is indicated on the Pedder 1:50 000 Mapsheet by the symbol Cewtc.|
24351|Lake Timk Formation|Thickness range|Range 0-approximately 300 m; uncertain due to faulting.|
24351|Lake Timk Formation|Lithology|Pebbly dolomitic mudstone and siltstone, usually laminated.|
24351|Lake Timk Formation|Relationships and boundaries|Structurally overlies Annakananda Formation, underlies Gomorrah Dolomite; but contacts are not exposed and may be faults.|
24351|Lake Timk Formation|Age reasons|Late Precambrian (as for Weld River Group).|
24351|Lake Timk Formation|Proposed publication|Pap. Proc. Roy. Soc. Tasm., 123|
26311|Lonely Tarns Formation|Name source|Lonely Tarns, between DN550417 and DN550440, Wedge 1:100 000 Mapsheet.|
26311|Lonely Tarns Formation|Type section locality|Outcrop areas at DN548416-DN548417, DN552428-DN552429, DN565437-DN565439 are designated the (composite)type area.|
26311|Lonely Tarns Formation|Extent|The unit is exposed over a total of approximately 1 km2 in five separate, small outcrop areas in the Celtic Hill [DN470470] - Mt Sarah-Jane [DN550410] - Whitewater Creek [DN565440] area, southeastern part of Wedge 1:100 000 Mapsheet.|
26311|Lonely Tarns Formation|Thickness range|Approximately 200 m.|
26311|Lonely Tarns Formation|Lithology|Slate and cleaved mudstone with thin beds and laminae of quartz siltstone.|
26311|Lonely Tarns Formation|Relationships and boundaries|Youngest known unit of Mt Anne Group. Conformably overlies Sarah-Jane Quartzite at DN548416. Top of unit unknown: either faulted or obscured by younger cover.|
26311|Lonely Tarns Formation|Age reasons|Late Precambrian, due to tectonometamorphic grade and regional geological setting - see Turner, 1989.|
26311|Lonely Tarns Formation|Proposed publication|Explanatory Report, Department of Mines, Tasmania, for Pedder 1:50 000 Mapsheet|
75978|Loorana Granite|Name source|Township of Loorana, about 10 km north of Currie, King Island|
75978|Loorana Granite|Unit history|Previously considered part of the Cape Wickham Granite ( e.g. Berry et al. 2005).|
75978|Loorana Granite|Geomorphic expression|Forms small coastal bluffs; crops out poorly inland.|
75978|Loorana Granite|Type section locality|The west coast of King Island between a point 300m  E of Netherby Point (western contact)(39 deg 56' 37" S, 143 deg 50' 43" E), and the southern end of Sandfly Beach (eastern contact)(39 deg 58' 43" S, 143 deg 52' 58" E).|06/JUN/11
75978|Loorana Granite|Description at type locality|Grey, medium- to fine-grained, equigranular to very sparsely K-feldspar-porphyritic biotite monzogranite.|
75978|Loorana Granite|Extent|The Loorana Granite forms a meridional tract at least 47 km long and up to 6 km wide, extending north of the type locality to Cooper Bluff and offshore to New Year Island. South of the type locality, it crops out on the coast between Cataraqui Point and a point ~1 km N of Seal Rocks.|
75978|Loorana Granite|General description|Probably separated from the Cape Wickham Granite by a screen of Surprise Bay Formation, largely obscured by sand cover.|
75978|Loorana Granite|Lithology|Aplite veins, pegmatite veins and mafic enclaves up to 1 m across are locally present. Transitional to mylonite near the western contact.|
75978|Loorana Granite|Relationships and boundaries|At Sandfly Beach and Fitzmaurice Bay, the eastern contact is intrusive and subconcordant with bedding in the Surprise Bay Formation. Rafts of the latter occur within the granite, and granite dykes occur within the SBF. Near Netherby Point and at Cataraqui Point, the western contact is a major shear zone against probable correlatives of the Surprise Bay Formation.|
75978|Loorana Granite|Identifying features|A grey equigranular to sparsely porphyritic granite; biotite variably altered to chlorite; hornblende absent.  Is less felsic (SiO2 66.7-68.9%; FeOt 3.2 - 4.6; MgO 1.3 - 2.0%) than the main phase of the Cape Wickham Granite (SiO2 71.1 - 73.9%, FeOt 0.7 - 2.3%, MgO 0.2 - 0.6%).|
75978|Loorana Granite|Structure and Metamorphism|May be strongly jointed. Unfoliated, to intensely sheared near the western contact.|
75978|Loorana Granite|Age reasons|748 +/-2 Ma (U-Pb SHRIMP on zircon); sample from Badger Box Creek in the type area (Black et al. 1997|
75978|Loorana Granite|Correlations|Coeval with or slightly younger than the Cape Wickham Granite (U-Pb SHRIMP on zircon 762 +/- 14 Ma, Black et al. 1997 and 760 +/- 12 Ma, Turner et al. 1998).|
75978|Loorana Granite|Alteration and Mineralisation|Biotite is partly altered to chlorite, and feldspar is commonly sericitised. There is no known associated mineralisation.|
75978|Loorana Granite|Geophysical Expression|Low magnetic susceptibility (~0.18 x 10-3 SI). Subdued aeromagnetic response. Radiometrics moderate to high but often blocked by sand cover.|
75978|Loorana Granite|Geochemistry|Fresh, unaltered samples of the main lithology are weakly peraluminous (ASI 1.02-1.13), unfractionated (e.g. Rb 115-285 ppm, Sr 100-165 ppm, Ba 430-590 ppm) and belong to the I-type, Sr depleted, Y-undepleted class of Australian Proterozoic granites (Wyborn et al. 1992; Budd et al. 2001).|
75978|Loorana Granite|References|BERRY R. F., HOLM O. H. & STEELE D. A. 2005.  Chemical U-Th-Pb monazite dating and the Proterozoic history of King Island, southeast Australia.  Australian Journal of Earth Sciences 52, 461-471.   **BLACK L. P., SEYMOUR D. B., CORBETT K. D., COX S. E., STREIT J. E., BOTTRILL R. S., CALVER C. R., EVERARD J. L., GREEN G. R., MCCLENAGHAN M. P., PEMBERTON J., TAHERI J. & TURNER N. J. 1997. Dating Tasmania¿s oldest geological events. Australian Geological Survey Organisation Record 1997/15.  **BUDD A.R., WYBORN L.A.I. & BASTRAKOVA I.V. 2001. The metallogenic potential of Australian Proterozoic granites. Geoscience Australia Record 2001/12.  **STREIT J. E. & COX S. F. 1998. Fluid infiltration and volume change during mid-crustal mylonitisation of Proterozoic granite, King Island, Tasmania.  Journal of Metamorphic Geology 16, 197 ¿ 212  **TURNER N. J., BLACK L. P. & KAMPERMAN M. 1998. Dating of Neoproterozoic and Cambrian orogenies in Tasmania. Australian Journal of Earth Sciences 45, 789-806.  **WYBORN L.A. I., WYBORN D., WARREN R.G. & DRUMMOND B.J. 1992. Proterozoic granite types in Australia: implications for lower crust composition, structure and evolution. Transactions of the Royal Society ofEdinburgh, Earth Sciences 83, 201-209.|
24363|Lot Formation|Name source|Lot, a peak situated at DN545442, Wedge 1:100 000 Mapsheet.|
24363|Lot Formation|Type section locality|The presently known outcrop area, as indicated on the Pedder mapsheet, is the designated type area.|
24363|Lot Formation|Extent|The unit is exposed over about 5 km2 in the large cirque north of Lot. The unit is indicated on the Pedder 1:50 000 geological map by the symbol 'Psd'.|
24363|Lot Formation|Thickness range|Approximately 1 km.|
24363|Lot Formation|Lithology|Dolomite with lesser, interbedded slate and phyllite.|
24363|Lot Formation|Relationships and boundaries|The oldest unit belonging to Pandani Group. Oldest parts of unit are faulted against Mt Anne Group (Precambrian). Unit probably conformably overlain (contact not exposed) by lithologically similar Huon River Formation. Elsewhere, unconformably overlain by late Precambrian Weld River Group.|
24363|Lot Formation|Age reasons|Late Precambrian|
24363|Lot Formation|Proposed publication|Explanatory Report, Department of Mines, Tasmania, for Pedder 1:50 000 Mapsheet|
24364|Lottah Granite|Name source|From the hamlet of Lottah, 20 km northeast of St Helens, at GR855361 (Blue Tier 1:50 000 Sheet).|
24364|Lottah Granite|Unit history|Gee & Groves (1971), Groves (1972, 1977), and McClenaghan et al. (1982) included the Lottah Granite in a group of granite bodies of various types, interpreted to intrude the Poimena Granite and termed collectively the "Lottah Sheets".  Lottah Granite is essentially synonymous with "Lottah pluton" referred to by McClenaghan (1985) and the Lottah Alkali-Feldspar Granite referred to by McClenaghan (in press).|
24364|Lottah Granite|Type section locality|On the northern side of the bridge over Tin Dish Creek on Lottah Road (GR840361; Blue Tier). Lithology here is leucocratic zinnwaldite-topaz alkali-feldspar granite, typical of most of the Lottah Granite.|
24364|Lottah Granite|Description at type locality|Near a disused logging track 200 m south of Cotton Creek (GR13439; Ringarooma). Lithology is porphyritic muscovite-biotite alkali-feldspar granite, which occupies an elliptical area of about 6 km2 on the northern margin of the largest body.|
24364|Lottah Granite|Extent|The Lottah Granite crops out in two main areas. The larger, about 23 km2, extends in an irregular, crudely boomerang shape from GR846397 (Blue Tier), near Mt Michael, northwestward to a line between 817446 (Ringarooma 1:50 000) and 790444 (near Cross Creek) and west-northwestward to 790410 (approx.). From 790444 it extends southwestward, and from 790410 west-southwestward, to 748406, 1.5 km northwest of Weldborough. Small (0.4 to 1.2 km2) apophyses are centred on GR792448, 814409, 826389 (all Ringarooma), 844421, and 843391 (Blue Tier); numerous small apophyses and dykes are exposed in the upper reaches of Cotton Creek between 824433 and 836433.  The smaller body (about 6 km2) extends from the Anchor mine (GR848353; Blue Tier) westward to 821359 (Ringarooma) and northwestward to 824386. Both main bodies enclose or partly enclose several roof pendants (up to 2 km2) and apophyses (up to 1 km2) of the host Poimena Granite, particularly in the Emu Hill-Masher Hill area (around GR800420).|
24364|Lottah Granite|Lithology|The bulk of the Lottah Granite consists of even-grained (weakly porphyritic in few small areas), very leucocratic zinnwaldite-topaz alkali-feldspar granite (equigranular phase) with minor tourmaline, fluorite, apatite, cassiterite, amblygonite(?), and very rare monazite and zircon (and/or xenotime). Secondary muscovite and/or sericite and kaolinite are present in some areas. The 6 km2 elliptical body in the north consists of moderately to strongly porphyritic muscovite-biotite alkali-feldspar granite (porphyritic phase) with minor topaz, fluorite, apatite, zircon, monazite, and rare cassiterite. Secondary sericite, chlorite, and calcite are commonly present in small amounts.|
24364|Lottah Granite|Relationships and boundaries|The Lottah Granite intrudes the surrounding and, in places, overlying, Poimena Granite. It is intruded by dykes of dolerite (Devonian) and basalt (Tertiary), and overlain by Recent alluvial deposits.|
24364|Lottah Granite|Identifying features|The Lottah Granite is characterised by low relief, except in the north where it is incised by Cotton Creek and its tributaries, and moderate to poor outcrop. Outcrop is generally in the form of pavements; boulders and tors are rare.|
24364|Lottah Granite|Age reasons|The emplacement age of the Lottah Granite has been determined by means of Rb-Sr isotopes to be about 370 Ma (mid-Devonian: Mackenzie et al., in press).|
24364|Lottah Granite|Proposed publication|Geochimica et Cosmochimica Acta Introduction. The Lottah Granite as defined here is part of a group of granite bodies referred to collectively as the "Lottah Sheets" by Gee & Groves (1971), Groves (1972, 1977), and McClenaghan et al., (1982).  It is essentially the same as the bodies of alkali-feldspar granite referred to by McClenaghan (1985) as the "Lottah pluton". No name has been formally defined.|
24364|Lottah Granite|Comments|Published as Lottah alkali feldspar granite in ref 85/24833|
24364|Lottah Granite|Category|1|
24364|Lottah Granite|Proposer|Mackenzie D.E.|
75980|Luina Group|Name source|Township of Luina, now abandoned, near the type locality.|
75980|Luina Group|Unit history|Encompasses informal term Luina Beds (also beds) of Rubenach (1973). Equivalent to "Cleveland-Waratah association" of Williams (in Burrett & Martin 1989, p. 482) and variants of later authors (...Association, ...association and correlates, Cleveland Waratah Complex). Prior to 1989 was usually correlated with the Crimson Creek Formation (e.g. Brown 1986).|17/JUN/11
75980|Luina Group|Constituents|Three conformable formations: Deep Creek Volcanics (bottom), Halls Formation and Crescent Spur Sandstone (top)(Collins 1983).|17/JUN/11
75980|Luina Group|Type section locality|The type section is composite and is as for the constituent formations: Washington Creek (formerly Deep Creek) between CQ650065 and CQ665072; subsurface in the Cleveland Mine; and the north flank of Godkin Ridge on the Corinna Road, between CQ667085 and CQ683080 (Collins 1983; Everard 2003).|
75980|Luina Group|General description|Probably part of an allochthonous association that also includes the Heazlewood River and Mt Stewart Ultramafic Complexes and associated boninitic and low-titanium tholeiitic lavas.|
75980|Luina Group|Thickness range|> 1050 m (Deep Creek Volcanics  > 600 m; Halls Formation ~ 100 m; Crescent Spur Sandstone >/= 350 m)(Collins 1983).|17/JUN/11
75980|Luina Group|Lithology|Deep Creek Volcanics: massive, locally pillowed, spilitic, tholeiitic basalt, with interbedded tuff, volcaniclastic wacke, mudstone and chert. Halls Formation: grey and purple shale and fine-grained tuff, with limestone, chert, greywacke and basalt.  Crescent Spur Sandstone: turbiditic micaceous quartzose lithicwacke and interbedded siltstone and mudstone, with lesser mudstone, chert, basalt and tuff.|17/JUN/11
75980|Luina Group|Depositional environment|Probably deep water, pelagic or continental slope; the Crescent Spur Sandstone may represent the influx of turbidity currents containing material of continental derivation.|
75980|Luina Group|Fossils|None known|
75980|Luina Group|Diastems or hiatuses|Not known|
75980|Luina Group|Relationships and boundaries|Dips and faces northwest in the type area; the base (of Deep Creek Volcanics) is not exposed. Near Mt Bischoff, the Group contains large blocks of Oonah Formation near the faulted contact with that unit, suggesting the proximity of an unconformity (Williams in Seymour 1989). The top of the Crescent Spur Sandstone is faulted.|
75980|Luina Group|Identifying features|Deep Creek Volcanics and Hall Formation: Intercalated mafic volcanics, volcaniclastics, maroon to purple mudstone and chert; Crescent Spur Sandstone: micaceous quarzose lithicwacke with grains of quartzite, schist, muscovite, minor biotite and rare garnet indicative of a metasedimentary provenance.|
75980|Luina Group|Age reasons|Unfossiliferous; probably Early Cambrian. Intruded by feeder dykes for lavas, of which the Heazlewood River Ultramafic Complex represents cumulates.  A 513.6 +/- 5 Ma age (U-Pb SHRIMP on zircon, Black et al. 1997) from a tonalite from the Complex therefore places a minimum age constraint on the Luina Group. Contacts with older units are faulted and a Late Neoproterozoic age is possible.|
75980|Luina Group|Correlations|Probable correlates are present south and east of the Meredith Granite, between Mt Ramsay and Colebrook Hill, and in the Coldstream River-Boco area. Both are meridional, fault-bounded tracts of interbedded turbiditic volcaniclastic lithicwacke, tholeiitic lava flows and laminated siltstone and mudstone. A possible correlate lies in the Little Henty River-Avebury area, west of Zeehan. In northwest Tasmania, the Barrington Chert and overlying Motton Spilite are together a probable correlate.|
75980|Luina Group|Alteration and Mineralisation|In the type area, the Luina Group is affected by hydrothermal alteration related to Devonian granites. The Hall Formation hosts the Cleveland Sn-Cu orebodies.|
75980|Luina Group|Geophysical Expression|Basaltic units (incl. the Deep Creek Volcanics) are associated with moderate to strong anomalies on aeromagnetic images.|
75980|Luina Group|Geochemistry|Unaltered samples of the Deep Creek Volcanics are tholeiitic basalts transitional between E-MORB and rift tholeiites. Near the type area, three groups with ~1.6%, 2.5% and 3.7% TiO2 can be distinguished.|
75980|Luina Group|References|BROWN  A. V. 1986. Geology of the Dundas-Mt Lindsay-Mt Youngbuck Region. Geological Survey Bulletin 62, Department of Mines Tasmania, Hobart.  **BLACK L.P., SEYMOUR D.B., CORBETT K.D., COX S.E., STREIT J.E., BOTTRILL R.S., CALVER C.R., EVERARD J.L., GREEN G.R., McCLENAGHAN M.P., PEMBERTON J., TAHERI J. & TURNER N.J. 1997. Dating Tasmania¿s oldest geological events. Australian Geological Survey Organisation Record 1997/15.  **COLLINS, P. L. F. 1983. Geology and mineralisation at the Cleveland mine, western Tasmania. Ph.D. thesis, University of Tasmania.  **EVERARD, J.L. (compiler). 2003. Digital Geological Atlas 1:25000 series, Sheet 3640. Luina. Mineral Resources Tasmania.  **RUBENACH M. J. 1973. The Tasmanian ultramafic-gabbro and ophiolite complexes. PhD thesis, University of Tasmania (unpubl.).  **SEYMOUR, D.B. (compiler). 1989. Geological Survey Explanatory Report Geological Atlas 1:50,000 series Sheet 36 (8015N) St Valentines.  **WILLIAMS E. 1989. Summary and synthesis. In: BURRETT C.F. AND MARTIN E.L. (eds) Geology and Mineral Resources of Tasmania. Geological Society of Australia Special Publication 15, 468-499.|07/JUN/11
29474|Lynchford Member|Name source|Initial Statement: The Lynchford Member is the lower member of two members in the Comstock Formation. The Comstock Formation is the lowermost of two formations in the Tyndall Group. The Lynchford Member correlates with the "Lynchford Tuff" defined by Corbett (1979). The unit is redefined herein and renamed the Lynchford Member. Lynchford (place name), 5 km southwest of Queenstown, western Tasmania (AMG Grid Reference 5336000N - 378000E Strahan sheet, Tasmania 1:25 000 series topographical map, Tasmanian Lands Department).|
29474|Lynchford Member|Unit history|Lynchford Tuff, Corbett (1979).|
29474|Lynchford Member|Type section locality|The type section is located in the Lynchford area, immediately east of the Queen River. The rocks dip steeply to the east and west, facing west, and are exposed along the Huxley Track between  5337500N - 379520E (base) and 5337800N - 378960E (top; Strahan sheet, Tasmania 1:25 000 series topographical map, Tasmanian Lands Department). A fault repetition exposes Lynchford Member facies further west along the Huxley Track. Corbett (1979) refers to this sequence of rocks as the Lynchford Tuff, and noted their similarity to the Comstock Tuff (Comstock Formation) deposits at Comstock. The Lynchford Member is approximately 600-700 m thick at the type section locality.|
29474|Lynchford Member|Extent|The Lynchford Member is well exposed in the central part of the Mount Read Volcanics, just northeast of Lynchford. It is also exposed in the Zig Zag Hill, Comstock, Anthony Road and Henty Canal/Howards Road areas. Possible correlates of the Lynchford Member occur in the Mount Cripps Subgroup in the Cradle Mountain Link Road area and possibly in parts of the Western Volcanosedimentary sequences (e.g. Pinnacles area, McKibben 1993).|
